time_label,time_x,threshold,median,lo,hi
1900,1899.9583333333333,0.0,1.008434548294422,1.0036412173846274,1.0213275324531448
1900,1899.9583333333333,-1.0,1.0486743029588919,1.026714002208425,1.0948432971699933
1900,1899.9583333333333,-2.0,1.172340046650706,1.1105383139085832,1.2872763164659062
1900,1899.9583333333333,-3.0,1.455098847580023,1.3180541773781709,1.6974034795739252
1900,1899.9583333333333,-4.0,2.0246531676579997,1.7473543820498927,2.505406140020056
1900,1899.9583333333333,-5.0,3.138907185856019,2.5875976550144464,4.114124353498834
1950,1949.9583333333333,0.0,1.041316460128815,1.0217132172573355,1.086683137334012
1950,1949.9583333333333,-1.0,1.152591155997949,1.0945637138561997,1.2685359292638856
1950,1949.9583333333333,-2.0,1.4130201436909309,1.2822746219122727,1.6572405993250252
1950,1949.9583333333333,-3.0,1.942696324746191,1.6780411345841824,2.4297356340931424
1950,1949.9583333333333,-4.0,2.977379217930857,2.4511441231790503,3.957998305156306
1950,1949.9583333333333,-5.0,5.036261824866617,3.9619049777293727,7.085166078674515
2020,2019.9583333333333,0.0,1.2977378241887734,1.1889276809901623,1.4494855333681915
2020,2019.9583333333333,-1.0,1.7122694239492753,1.4863999422115877,2.0180469191761787
2020,2019.9583333333333,-2.0,2.5269237399802393,2.081939145659948,3.139891338000922
2020,2019.9583333333333,-3.0,4.133519845640233,3.244849026201569,5.402002201690103
2020,2019.9583333333333,-4.0,7.40582209188458,5.5307727487628515,10.172463734723618
2020,2019.9583333333333,-5.0,14.4560060607571,10.238241520703895,21.02325967228962
