parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.782230881069328,0.3245194705948705,1.0236706032837994,32.72635412692521,,False,sampled
beta0,0.0029196942040713523,0.003761211954695248,1.1210759944476711,8.548379270280963,,False,sampled
initial.level,24.782230881069328,0.3245194705948705,1.0236706032837994,32.72635412692521,,False,sampled
initial.slope,0.0029196942040713523,0.003761211954695248,1.1210759944476711,8.548379270280963,,False,sampled
model_index,13.6525,2.4773143656317447,1.0076271497327978,34.80062077430625,,False,sampled
q_level,0.0047386217836071064,0.0024751390278197165,1.0055519242215563,15.989773237280698,,False,sampled
q_season,3.281393718879597e-06,3.3261238276696956e-05,0.9975207168521201,400.0,,False,sampled
q_trend,2.9460881582660146e-07,4.144839900225143e-07,1.0381062341888807,7.538566749577243,,False,sampled
s_level,0.006470990833608844,0.06861865168915482,0.9976806249808047,400.0,,False,sampled
s_season,0.00013642273679424874,0.0018085795408702102,0.9999887140440796,400.0,,False,sampled
s_trend,1.865167884215009e-06,0.0005434553304696761,1.0030368053080811,378.76963234118637,,False,sampled
sd.level,0.06512366289835463,0.02233332168425034,1.0050688161857075,15.989773237280698,,False,sampled
sd.seasonal,0.00021363833537222613,0.0018010724681777942,0.9975207168521201,400.0,,False,sampled
sd.slope,0.00038654489155961536,0.0003815176955474099,1.040488073849433,7.538566749577243,,False,sampled
sigma,1.5021108139349162,0.0394162665886608,1.0458056415983976,16.546029989707947,0.39,False,sampled
sigma2,2.2578866553068253,0.11850610354371872,1.0458056415983976,16.546029989707947,,False,sampled
signed_sd.level,0.006470990833608844,0.06861865168915482,0.9976806249808047,400.0,,False,sampled
signed_sd.seasonal,0.00013642273679424874,0.0018085795408702102,0.9999887140440796,400.0,,False,sampled
signed_sd.slope,1.865167884215009e-06,0.0005434553304696761,1.0030368053080811,378.76963234118637,,False,sampled
state_level,1.96,0.19620458863518908,1.0399623739013035,24.805108254694844,,False,sampled
state_season,0.34,0.5196875868922836,1.0186902570502365,257.72757428427104,,False,sampled
state_trend,1.5575,0.6540360524426286,1.0045279292594376,16.56988288527547,,False,sampled
xi,-0.31273871439159995,0.018460741200245684,1.0567474552369425,12.683743189587807,0.32,False,sampled
