parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.950461246405524,0.08157496373299082,0.9984888334871401,279.4774422714037,,False,sampled
beta0,1.973769863544109e-05,0.00011414305210266396,0.9987649876208723,400.0,,False,sampled
initial.level,24.950461246405524,0.08157496373299082,0.9984888334871401,279.4774422714037,,False,sampled
initial.slope,1.973769863544109e-05,0.00011414305210266396,0.9987649876208723,400.0,,False,sampled
model_index,3.2375,3.182202032309717,0.9977372155712431,311.9009057303344,,False,sampled
q_level,1.5153814012365341e-05,6.70617734727327e-05,0.9978438952189029,256.03391200857186,,False,sampled
q_season,0.002162846577653475,0.0011861160055965938,1.0134016521120206,24.001094852802133,,False,sampled
q_trend,2.5460852420303884e-11,2.8352016332359227e-10,0.9982941115847999,400.0,,False,sampled
s_level,-1.8401423982712974e-05,0.0038976215869486837,0.9978438952189029,400.0,,False,sampled
s_season,0.002996152861987241,0.0464679224327829,0.9988712958205319,329.7157819239007,,False,sampled
s_trend,-1.40645224446932e-07,5.050231026864605e-06,0.9982941115847999,400.0,,False,sampled
sd.level,0.0010884197709446909,0.003742214161650988,0.9978438952189029,256.03391200857186,,False,sampled
sd.seasonal,0.044878369294409005,0.012212756678668125,1.0134016521120206,24.001094852802133,,False,sampled
sd.slope,4.956931744832328e-07,5.027756610897218e-06,0.9982941115847999,400.0,,False,sampled
sigma,1.4745680148397002,0.03228253187199131,1.0299015021709943,47.05058699538738,0.434,False,sampled
sigma2,2.1753903868477007,0.09570991634703853,1.0299015021709943,47.05058699538738,,False,sampled
signed_sd.level,-1.8401423982712974e-05,0.0038976215869486837,0.9978438952189029,400.0,,False,sampled
signed_sd.seasonal,0.002996152861987241,0.0464679224327829,0.9988712958205319,329.7157819239007,,False,sampled
signed_sd.slope,-1.40645224446932e-07,5.050231026864605e-06,0.9982941115847999,400.0,,False,sampled
state_level,1.115,0.3194214695163272,0.9977419222869928,291.2515786903612,,False,sampled
state_season,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_trend,0.0675,0.2969245028639477,0.9975090118054105,387.57177041638647,,False,sampled
xi,-0.29081049414068455,0.015726714050493282,1.0414669008849775,36.215416153122206,0.314,False,sampled
