parameter,lower,median,upper
alpha0,12.0317190397744,12.45450084008242,12.846599458318439
s_level,-0.03862115521309116,-0.0003187062051875698,0.03725184593116471
q_level,2.5688928802216834e-06,0.00035608488901775525,0.0019786057220531066
sigma,1.9835746239425804,2.0921726990689353,2.1948236459672033
sigma2,3.934568288986678,4.377186603502558,4.8172508369098175
beta0,-0.001038011809741373,0.0017034052294418285,0.004417717405845088
s_trend,-0.00020183115236583937,-3.2510277514221615e-06,0.0001913037608846096
q_trend,7.455084064086433e-11,8.578540780836058e-09,5.7542135205705306e-08
s_season,-0.01360617056546667,4.103891604430678e-06,0.01415704145200682
q_season,2.526570979772724e-07,2.8758981047440003e-05,0.00027666722926515805
lambda2_level,0.4706418491774427,1.757619984004286,4.770116314626875
lambda2_trend,0.4610298602053491,1.8929557320514931,4.899431436306867
lambda2_season,0.5249264996697534,2.0642918083583313,5.2507862908448475
tau_level,0.06498232419167375,0.7511394697686431,4.752947609791551
tau_trend,0.054051631777665615,0.5877811358344984,4.204760686862638
tau_season,0.02246585767056271,0.3890145349152171,3.186952443021285
