parameter,lower,median,upper
alpha0,18.074577363709707,18.630953972061377,19.198591881589476
s_level,-0.049931341019484946,0.00011735225033589165,0.05081241045050784
q_level,2.9436148444089104e-06,0.0006617846135097185,0.0034561514747206263
sigma,2.6137270087744158,2.719117101456423,2.8468935623182445
sigma2,6.8315688763968545,7.393597811432779,8.104802957551366
xi,-0.2906746079923599,-0.2680876696554655,-0.24547247480443665
beta0,-0.0032145695476569853,0.0013453804160447668,0.004992777936532691
s_trend,-0.00039699092062285546,8.573886717735026e-06,0.0004203228268974524
q_trend,3.6828408148476053e-10,3.313960557137321e-08,2.542367024271278e-07
s_season,-0.02715621136929572,0.0006750936446662429,0.028044363058059848
q_season,1.1296108583506938e-06,0.00013047522762425377,0.0010279552680677374
lambda2_level,0.3853121846052447,1.6197796193268337,4.552705786086855
lambda2_trend,0.3140283900110105,1.579021102274389,4.552086301313421
lambda2_season,0.47108636300187273,1.9089383586780126,5.018873935713337
tau_level,0.06829043021689489,0.9697077098345048,5.686569030884902
tau_trend,0.10387043606637715,1.0985864058007548,7.355761292625217
tau_season,0.04134835838749668,0.5726049022613745,4.2005013016809585
