parameter,mean,sd,lower,median,upper
alpha0,25.265657173381218,0.24703819598356816,24.971910445182143,25.21355614891373,25.77312155867906
beta0,-0.00020163083434065953,0.0030456151267216516,-0.0054846248761659675,0.0,0.003657391128238007
initial.level,25.265657173381218,0.24703819598356816,24.971910445182143,25.21355614891373,25.77312155867906
initial.slope,-0.00020163083434065953,0.0030456151267216516,-0.0054846248761659675,0.0,0.003657391128238007
model_index,5.55,5.042455027604195,0.0,6.0,15.0
q_level,0.0011458238217864705,0.00225289359544764,0.0,0.0,0.005747091785248539
q_season,0.0,0.0,0.0,0.0,0.0
q_trend,3.207669593804669e-07,1.0152922334015492e-06,0.0,0.0,2.2845281362828767e-06
s_level,-0.0015519428075429032,0.033848289598235805,-0.0664261979337496,0.0,0.058306622055126725
s_season,0.0,0.0,0.0,0.0,0.0
s_trend,-2.338557236163731e-05,0.0005664466417781546,-0.0012220327009560888,0.0,0.0009375916078355896
sd.level,0.01898417798110507,0.028053498993525838,0.0,0.0,0.07580907249376441
sd.seasonal,0.0,0.0,0.0,0.0,0.0
sd.slope,0.00021199229089737375,0.0005257175914428346,0.0,0.0,0.0015114515208591907
sigma,1.3526252260211207,0.06091444366108411,1.2569125726503607,1.3469276095751275,1.4544752439644328
sigma2,1.8332981503763335,0.16530270128657729,1.57982924379063,1.814213985435767,2.1154982353053966
signed_sd.level,-0.0015519428075429032,0.033848289598235805,-0.0664261979337496,0.0,0.058306622055126725
signed_sd.seasonal,0.0,0.0,0.0,0.0,0.0
signed_sd.slope,-2.338557236163731e-05,0.0005664466417781546,-0.0012220327009560888,0.0,0.0009375916078355896
state_level,1.436,0.4963837160777682,1.0,1.0,2.0
state_season,0.0,0.0,0.0,0.0,0.0
state_trend,0.542,0.8034469827612873,0.0,0.0,2.0
xi,-0.17833012175156585,0.03158462182108212,-0.22655095768314656,-0.17938993282777282,-0.1213079928151525
