parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,25.265657173381218,0.24703819598356816,1.0060916564737483,245.66612199217818,,False,sampled
beta0,-0.00020163083434065953,0.0030456151267216516,1.0011790370494185,320.4124588487731,,False,sampled
initial.level,25.265657173381218,0.24703819598356816,1.0060916564737483,245.66612199217818,,False,sampled
initial.slope,-0.00020163083434065953,0.0030456151267216516,1.0011790370494185,320.4124588487731,,False,sampled
model_index,5.55,5.042455027604195,1.0030634972356642,284.70443217304313,,False,sampled
q_level,0.0011458238217864705,0.00225289359544764,1.0131422528222673,182.82497519480268,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,3.207669593804669e-07,1.0152922334015492e-06,0.9970654596299882,356.79203530078945,,False,sampled
s_level,-0.0015519428075429032,0.033848289598235805,1.0131422528222673,496.31646298375597,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,-2.338557236163731e-05,0.0005664466417781546,1.0004099760338678,360.9822761021786,,False,sampled
sd.level,0.01898417798110507,0.028053498993525838,1.0131422528222673,182.82497519480268,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,0.00021199229089737375,0.0005257175914428346,0.9970654596299882,356.79203530078945,,False,sampled
sigma,1.3526252260211207,0.06091444366108411,1.0126417756184054,92.54369898483611,0.654,False,sampled
sigma2,1.8332981503763335,0.16530270128657729,1.0126417756184054,92.54369898483611,,False,sampled
signed_sd.level,-0.0015519428075429032,0.033848289598235805,1.0131422528222673,496.31646298375597,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,-2.338557236163731e-05,0.0005664466417781546,1.0004099760338678,360.9822761021786,,False,sampled
state_level,1.436,0.4963837160777682,1.0068674245311597,238.15075925277927,,False,sampled
state_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_trend,0.542,0.8034469827612873,0.9964467189213496,379.50087376809137,,False,sampled
xi,-0.17833012175156585,0.03158462182108212,1.038441610455681,87.31118277046109,0.5389999999999999,False,sampled
