parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,-0.39699203113520504,0.30527510545397973,1.0416189997338101,32.205670338521564,,False,sampled
beta0,4.661822810007919e-05,0.00027839305366718765,1.0208361042314762,198.47767548373687,,False,sampled
initial.level,-0.39699203113520504,0.30527510545397973,1.0416189997338101,32.205670338521564,,False,sampled
initial.slope,4.661822810007919e-05,0.00027839305366718765,1.0208361042314762,198.47767548373687,,False,sampled
model_index,10.438,1.0316416864097129,1.0126363300407037,204.82230708610237,,False,sampled
q_level,0.0016905662414055844,0.0014405370399806093,1.479352582037505,4.355116591269401,,False,sampled
q_season,3.4498837936753595e-05,0.000129728038523437,1.0015301387903415,278.264006092388,,False,sampled
q_trend,4.5797388249885845e-11,6.051543142656509e-10,1.008104117875429,167.30369340029046,,False,sampled
s_level,-0.0005309954589959569,0.04115424192577334,1.1253798176172902,245.64137828724682,,False,sampled
s_season,5.0434169021791306e-05,0.005879236785647615,1.0015301387903415,500.0,,False,sampled
s_trend,2.2732382749129426e-07,6.770331373067556e-06,1.008104117875429,500.0,,False,sampled
sd.level,0.03853019089233351,0.01436674765150721,1.479352582037505,4.355116591269401,,False,sampled
sd.seasonal,0.0018878484545385575,0.005567482363617182,1.0015301387903415,278.264006092388,,False,sampled
sd.slope,5.206343353335347e-07,6.754077528818293e-06,1.008104117875429,167.30369340029046,,False,sampled
sigma,2.083427228299509,0.05039380072348485,1.0198105202289418,51.25943982314032,0.395,False,sampled
sigma2,4.34320347170083,0.21072034129908124,1.0198105202289418,51.25943982314032,,False,sampled
signed_sd.level,-0.0005309954589959569,0.04115424192577334,1.1253798176172902,245.64137828724682,,False,sampled
signed_sd.seasonal,5.0434169021791306e-05,0.005879236785647615,1.0015301387903415,500.0,,False,sampled
signed_sd.slope,2.2732382749129426e-07,6.770331373067556e-06,1.008104117875429,500.0,,False,sampled
state_level,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_season,1.156,0.36321874361247225,1.0040449556980657,327.4492993581932,,False,sampled
state_trend,0.094,0.31202358474139374,1.0164999024568686,184.4285236379598,,False,sampled
xi,-0.018826463257040953,0.019400585333612955,1.0575746794651895,37.49521377440701,0.276,False,sampled
