date,time,y,eta,level,slope,seasonal
1961-01-01,1,25.042529266327925,24.994720981778052,24.994720981778052,0.0,0.0
1961-02-01,2,24.700612723664523,25.110484071084144,25.110484071084144,0.0,0.0
1961-03-01,3,24.171745559631532,25.08685939340899,25.08685939340899,0.0,0.0
1961-04-01,4,24.37102197882721,25.1606334441893,25.1606334441893,0.0,0.0
1961-05-01,5,25.09629578400121,25.081559118260387,25.081559118260387,0.0,0.0
1961-06-01,6,26.8016749933784,25.08589797891826,25.08589797891826,0.0,0.0
1961-07-01,7,26.65416374642843,25.117528623538963,25.117528623538963,0.0,0.0
1961-08-01,8,23.34216103829647,25.06714932351252,25.06714932351252,0.0,0.0
1961-09-01,9,28.460754235280607,25.022415408180855,25.022415408180855,0.0,0.0
1961-10-01,10,25.536058947438068,24.980614954965716,24.980614954965716,0.0,0.0
1961-11-01,11,24.917820924370364,25.05693559412166,25.05693559412166,0.0,0.0
1961-12-01,12,24.6157301289971,24.981184709003692,24.981184709003692,0.0,0.0
1962-01-01,13,25.49735699300655,24.912804031125017,24.912804031125017,0.0,0.0
1962-02-01,14,27.614405081337743,24.779996885153246,24.779996885153246,0.0,0.0
1962-03-01,15,23.3958518119181,24.92773935635857,24.92773935635857,0.0,0.0
1962-04-01,16,25.943239995819095,24.980082055399045,24.980082055399045,0.0,0.0
1962-05-01,17,25.5500279116236,25.1092360479835,25.1092360479835,0.0,0.0
1962-06-01,18,26.728866257865974,25.12909983957885,25.12909983957885,0.0,0.0
1962-07-01,19,26.59441735550724,25.05371989639201,25.05371989639201,0.0,0.0
1962-08-01,20,24.51711339245752,25.077408031982227,25.077408031982227,0.0,0.0
1962-09-01,21,26.214832359636215,25.196674654815183,25.196674654815183,0.0,0.0
1962-10-01,22,24.89229858385637,25.25483145494973,25.25483145494973,0.0,0.0
1962-11-01,23,27.069471243913267,25.16409095029788,25.16409095029788,0.0,0.0
1962-12-01,24,26.080681580307836,25.094913174913714,25.094913174913714,0.0,0.0
1963-01-01,25,26.618560874183345,25.141741719571304,25.141741719571304,0.0,0.0
1963-02-01,26,26.31291898904897,25.158526061869853,25.158526061869853,0.0,0.0
1963-03-01,27,25.487073417853992,25.1298571450385,25.1298571450385,0.0,0.0
1963-04-01,28,24.826850457613226,25.065004323557993,25.065004323557993,0.0,0.0
1963-05-01,29,27.02111680833294,25.10737736885146,25.10737736885146,0.0,0.0
1963-06-01,30,23.092912811695943,25.08925373978412,25.08925373978412,0.0,0.0
1963-07-01,31,27.279873863587255,25.14662276800131,25.14662276800131,0.0,0.0
1963-08-01,32,28.693310003125625,25.247062366792516,25.247062366792516,0.0,0.0
1963-09-01,33,27.10956313867737,25.36646145393718,25.36646145393718,0.0,0.0
1963-10-01,34,22.508768498081523,25.423712379454233,25.423712379454233,0.0,0.0
1963-11-01,35,25.24109579269301,25.339861858546975,25.339861858546975,0.0,0.0
1963-12-01,36,22.582501008114875,25.333623812507696,25.333623812507696,0.0,0.0
1964-01-01,37,26.603254224118594,25.367362831729938,25.367362831729938,0.0,0.0
1964-02-01,38,25.45260458845976,25.332023417153444,25.332023417153444,0.0,0.0
1964-03-01,39,24.645485566622725,25.28875299426169,25.28875299426169,0.0,0.0
1964-04-01,40,26.006721764053875,25.228092519840093,25.228092519840093,0.0,0.0
1964-05-01,41,23.29878412935399,25.209747217358146,25.209747217358146,0.0,0.0
1964-06-01,42,25.937794190336035,25.18360709131785,25.18360709131785,0.0,0.0
1964-07-01,43,27.518287050237355,25.191474492351595,25.191474492351595,0.0,0.0
1964-08-01,44,25.565868713746806,25.35927874060008,25.35927874060008,0.0,0.0
1964-09-01,45,26.140306180996802,25.448585231317725,25.448585231317725,0.0,0.0
1964-10-01,46,26.08805875416842,25.491096530224002,25.491096530224002,0.0,0.0
1964-11-01,47,27.02437207348849,25.42556156080829,25.42556156080829,0.0,0.0
1964-12-01,48,24.956593250557617,25.343721840509957,25.343721840509957,0.0,0.0
1965-01-01,49,25.099673979397014,25.2445388147137,25.2445388147137,0.0,0.0
1965-02-01,50,24.884526243849653,25.181344809829397,25.181344809829397,0.0,0.0
1965-03-01,51,25.309836600846932,25.195198038585847,25.195198038585847,0.0,0.0
1965-04-01,52,30.085671409238095,25.12802975540135,25.12802975540135,0.0,0.0
1965-05-01,53,25.03597170684805,25.242941351214565,25.242941351214565,0.0,0.0
1965-06-01,54,25.53833486441133,25.262278804851427,25.262278804851427,0.0,0.0
1965-07-01,55,25.644482846895603,25.25239001241676,25.25239001241676,0.0,0.0
1965-08-01,56,25.37983082179118,25.26186285227395,25.26186285227395,0.0,0.0
1965-09-01,57,25.06200648402566,25.269329948738825,25.269329948738825,0.0,0.0
1965-10-01,58,27.088613461142018,25.279479576490267,25.279479576490267,0.0,0.0
1965-11-01,59,24.081283493615818,25.208819775718005,25.208819775718005,0.0,0.0
1965-12-01,60,27.645356479594113,25.117488337908334,25.117488337908334,0.0,0.0
1966-01-01,61,24.406296235682277,25.060665000438924,25.060665000438924,0.0,0.0
1966-02-01,62,27.49722010432591,25.140981019525622,25.140981019525622,0.0,0.0
1966-03-01,63,26.98732739459209,25.109118859851918,25.109118859851918,0.0,0.0
1966-04-01,64,26.6079101623954,25.056482500953827,25.056482500953827,0.0,0.0
1966-05-01,65,24.509868947785055,25.106904190964162,25.106904190964162,0.0,0.0
1966-06-01,66,27.05599334825764,25.16876161136771,25.16876161136771,0.0,0.0
1966-07-01,67,26.824106887748204,25.087178355081598,25.087178355081598,0.0,0.0
1966-08-01,68,25.964254890290764,24.83423476376228,24.83423476376228,0.0,0.0
1966-09-01,69,27.133431458291348,24.7828689965804,24.7828689965804,0.0,0.0
1966-10-01,70,24.955346289698088,24.809029440920146,24.809029440920146,0.0,0.0
1966-11-01,71,25.06369060732451,24.8997798427301,24.8997798427301,0.0,0.0
1966-12-01,72,21.286923670842818,24.905910560011908,24.905910560011908,0.0,0.0
1967-01-01,73,27.9080295287196,24.821583038173053,24.821583038173053,0.0,0.0
1967-02-01,74,28.86905934756991,24.8405673940669,24.8405673940669,0.0,0.0
1967-03-01,75,25.95923486464127,24.81750340831449,24.81750340831449,0.0,0.0
1967-04-01,76,21.59903477105585,24.784773871601416,24.784773871601416,0.0,0.0
1967-05-01,77,26.407112715944262,24.76132569228034,24.76132569228034,0.0,0.0
1967-06-01,78,25.131040629056862,24.82532440264892,24.82532440264892,0.0,0.0
1967-07-01,79,24.663547615298167,24.790670198978876,24.790670198978876,0.0,0.0
1967-08-01,80,22.51352345461745,24.81159458833945,24.81159458833945,0.0,0.0
1967-09-01,81,25.671233282829345,24.899901948492598,24.899901948492598,0.0,0.0
1967-10-01,82,23.79212674678969,24.889002119563948,24.889002119563948,0.0,0.0
1967-11-01,83,26.86092604608159,24.98489513335898,24.98489513335898,0.0,0.0
1967-12-01,84,26.507575941004525,24.76072043580423,24.76072043580423,0.0,0.0
1968-01-01,85,25.10962215629016,24.918852625966114,24.918852625966114,0.0,0.0
1968-02-01,86,23.044201222324865,24.83972522551133,24.83972522551133,0.0,0.0
1968-03-01,87,25.298388639742335,25.011647893314024,25.011647893314024,0.0,0.0
1968-04-01,88,23.186204537172745,24.87547686737403,24.87547686737403,0.0,0.0
1968-05-01,89,24.92050256083626,24.819799515124263,24.819799515124263,0.0,0.0
1968-06-01,90,24.372734700569715,24.83273214607093,24.83273214607093,0.0,0.0
1968-07-01,91,25.690293642047536,24.789563028429335,24.789563028429335,0.0,0.0
1968-08-01,92,24.880106345390274,24.723095017209822,24.723095017209822,0.0,0.0
1968-09-01,93,25.045903662670057,24.8895789935721,24.8895789935721,0.0,0.0
1968-10-01,94,26.954531818275566,24.974287361900142,24.974287361900142,0.0,0.0
1968-11-01,95,25.520935724843977,24.951823891656797,24.951823891656797,0.0,0.0
1968-12-01,96,25.431236679660618,24.877987480257957,24.877987480257957,0.0,0.0
1969-01-01,97,23.12435438661081,24.95128496611091,24.95128496611091,0.0,0.0
1969-02-01,98,21.998638951380954,24.92284429840541,24.92284429840541,0.0,0.0
1969-03-01,99,25.704391046970596,24.959522709206382,24.959522709206382,0.0,0.0
1969-04-01,100,25.51684244683662,24.937247152363547,24.937247152363547,0.0,0.0
1969-05-01,101,27.14289725955217,25.024125849832256,25.024125849832256,0.0,0.0
1969-06-01,102,25.206647456393224,24.95966621052151,24.95966621052151,0.0,0.0
1969-07-01,103,23.665173367276882,25.069686222891978,25.069686222891978,0.0,0.0
