parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.76363785781603,0.19192929265606606,1.001832919255163,65.1860977119408,,False,sampled
beta0,-0.0006817414494651483,0.0016873255959494262,1.4583941107898366,2.438862852334197,,False,sampled
initial.level,24.76363785781603,0.19192929265606606,1.001832919255163,65.1860977119408,,False,sampled
initial.slope,-0.0006817414494651483,0.0016873255959494262,1.4583941107898366,2.438862852334197,,False,sampled
model_index,7.9275,3.473818112783361,0.9975775727259096,165.13216632246898,,False,sampled
q_level,5.444568710458617e-05,0.0002482660352916311,0.9984410696965814,98.43797902353039,,False,sampled
q_season,4.586036837233248e-06,3.40473578646922e-05,0.9990952713524017,244.895696145821,,False,sampled
q_trend,1.40413237019148e-06,8.72362906773162e-07,1.0121219353222461,17.10518213110608,,False,sampled
s_level,0.00022788671392795043,0.007384448520375539,1.020512757195097,304.55961831110267,,False,sampled
s_season,3.333782573469807e-05,0.0021439254809293108,0.9995512062981144,400.0,,False,sampled
s_trend,1.7836820771544476e-05,0.001186310477653181,0.9987936315080039,400.0,,False,sampled
sd.level,0.0024396269004845986,0.006972477773846615,0.9984410696965814,98.43797902353039,,False,sampled
sd.seasonal,0.0003763506379687212,0.002110814031178335,0.9990952713524017,244.895696145821,,False,sampled
sd.slope,0.0011422663393479274,0.0003156089394977475,1.0133168030474307,17.10518213110608,,False,sampled
sigma,1.5078948504827663,0.030893706684411406,1.0180926537234338,58.9470422164919,0.388,False,sampled
sigma2,2.274698915172364,0.09368183767979427,1.0185042615933184,58.9470422164919,,False,sampled
signed_sd.level,0.00022788671392795043,0.007384448520375539,1.020512757195097,304.55961831110267,,False,sampled
signed_sd.seasonal,3.333782573469807e-05,0.0021439254809293108,0.9995512062981144,400.0,,False,sampled
signed_sd.slope,1.7836820771544476e-05,0.001186310477653181,0.9987936315080039,400.0,,False,sampled
state_level,1.175,0.38044295512634113,0.9974968671630001,129.6000541184274,,False,sampled
state_season,0.3525,0.5736431085963644,0.9975721849501923,254.55225349994163,,False,sampled
state_trend,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
xi,-0.31229441329841373,0.018805547056099672,1.0246723011737109,43.701190699999,0.304,False,sampled
