time,observed,lower,median,upper,truth
1,23.773954603718376,24.706792841699258,25.037942919780626,25.150895179645428,25.0
2,26.25998659273474,24.72110777391057,25.03721167579934,25.15457338992868,25.0
3,25.40202635744245,24.726548823537485,25.038778923892366,25.15336046141586,25.0
4,24.806881024681974,24.727884999810726,25.036974498686757,25.150409744840086,25.0
5,24.5176912798758,24.742028483450856,25.038908045322046,25.149493764127634,25.0
6,25.85780711229602,24.737825814897093,25.03787968584121,25.15457338992868,25.0
7,23.57324394200329,24.731903995412292,25.03909740256632,25.152555494367785,25.0
8,27.469307958715437,24.72416190129733,25.03592959673865,25.154469939587457,25.0
9,24.329445120117025,24.73968015035696,25.03692230951942,25.15289019069871,25.0
10,28.05434728334392,24.741172148337927,25.036444822025533,25.15457338992868,25.0
11,26.55038611972706,24.732615789201535,25.03732954268085,25.15457338992868,25.0
12,25.859906706576,24.740952868622283,25.037965972067838,25.15520644483409,25.0
13,24.63361083209685,24.734807268714402,25.038991495294916,25.15457338992868,25.0
14,25.534978979825144,24.738276666397223,25.03913631572992,25.152024744018373,25.0
15,27.67233298987345,24.744191364956297,25.038908045322046,25.155020014686094,25.0
16,27.403342217910577,24.73711486960051,25.03969962930272,25.153101204178522,25.0
17,25.44839321272576,24.731811475055913,25.04045572452766,25.151514776476546,25.0
18,25.735502774176624,24.74654656253747,25.04045572452766,25.152672102685226,25.0
19,23.934831599126174,24.74147506069338,25.04045572452766,25.150556753940922,25.0
20,25.903159930726943,24.74262771204383,25.04045572452766,25.151747894539906,25.0
21,24.885434090105463,24.742791724808143,25.040702874193776,25.149267050821962,25.0
22,25.30633044603476,24.750583999937092,25.04024927058493,25.149627373331477,25.0
23,25.663575159133472,24.75346650071749,25.038908045322046,25.149502126130866,25.0
24,24.807010229182477,24.740418085077916,25.04045572452766,25.149267050821962,25.0
25,24.809204372904148,24.736769958489557,25.038908045322046,25.149267050821962,25.0
26,25.287382195928465,24.742120130050857,25.038908045322046,25.14941719521913,25.0
27,26.374174857945643,24.74455164212133,25.040148731696156,25.152277539665167,25.0
28,23.72449929813617,24.74789972751015,25.039034112940293,25.146459684447173,25.0
29,26.92457253573974,24.749215863564583,25.040286008137432,25.147303999457034,25.0
30,24.38095187521064,24.751047003957943,25.03969962930272,25.146459684447173,25.0
31,26.13596059344045,24.754057941454686,25.03969962930272,25.146459684447173,25.0
32,26.18021285302252,24.755588135524338,25.038908045322046,25.149562213872954,25.0
33,26.02862099575953,24.752718280178126,25.037925396610788,25.149370200731425,25.0
34,24.33590135740446,24.756306502217193,25.036974498686757,25.149267050821962,25.0
