date,y,eta,level
1901-01-01,25.474900781248266,25.074068499622467,25.074068499622467
1901-04-01,29.479424933056922,24.99739354156619,24.99739354156619
1901-07-01,24.36515790757172,24.84569510245079,24.84569510245079
1901-10-01,24.613606628663973,24.898901614938122,24.898901614938122
1902-01-01,26.790504059552795,24.853074947868492,24.853074947868492
1902-04-01,27.715182262282134,24.849370245663955,24.849370245663955
1902-07-01,24.40741138113443,24.864909835439065,24.864909835439065
1902-10-01,26.964128685317757,25.0921519277732,25.0921519277732
1903-01-01,23.957859211315032,25.113613228689708,25.113613228689708
1903-04-01,23.040025102798158,25.062492108063235,25.062492108063235
1903-07-01,26.933398284033256,25.189714762908626,25.189714762908626
1903-10-01,27.903264676578996,25.216445836191202,25.216445836191202
1904-01-01,36.00007851095707,25.403668161745355,25.403668161745355
1904-04-01,25.937207091099904,25.400166760635653,25.400166760635653
1904-07-01,24.741076215415415,25.373370602307432,25.373370602307432
1904-10-01,25.404957826954366,25.397203669726153,25.397203669726153
1905-01-01,26.465459465799405,25.395717449179077,25.395717449179077
1905-04-01,27.344748533075162,25.49807495345185,25.49807495345185
1905-07-01,27.234745661896664,25.501830704283723,25.501830704283723
1905-10-01,26.35048300186793,25.46690663079999,25.46690663079999
1906-01-01,25.779372779360536,25.357212065336032,25.357212065336032
1906-04-01,24.958303670025458,25.34958683775436,25.34958683775436
1906-07-01,25.217441203136932,25.374599999817715,25.374599999817715
1906-10-01,26.86953891373748,25.440162711623177,25.440162711623177
1907-01-01,25.5261822057825,25.43085526086179,25.43085526086179
1907-04-01,27.206831325121104,25.522040896453053,25.522040896453053
1907-07-01,26.315997163459446,25.520784360298297,25.520784360298297
1907-10-01,25.476242703927124,25.518746950231378,25.518746950231378
1908-01-01,24.608908713674108,25.460008506307396,25.460008506307396
1908-04-01,26.583557396645862,25.487882753875,25.487882753875
1908-07-01,27.759836713468758,25.2947163384501,25.2947163384501
1908-10-01,24.7047976635117,25.25845777830907,25.25845777830907
1909-01-01,26.54739471050747,25.320213136326366,25.320213136326366
1909-04-01,26.37400605013918,25.323784583712932,25.323784583712932
1909-07-01,24.913206779353455,25.35889838926721,25.35889838926721
1909-10-01,24.65948334699785,25.385935829286176,25.385935829286176
1910-01-01,27.64382595796174,25.26045882664301,25.26045882664301
1910-04-01,43.54674706428649,25.3852393161916,25.3852393161916
1910-07-01,24.6727767755326,25.557193335687035,25.557193335687035
1910-10-01,25.768690918634878,25.525287742045226,25.525287742045226
1911-01-01,26.676576513513876,25.537229184183957,25.537229184183957
1911-04-01,24.666852080769335,25.68697692728754,25.68697692728754
1911-07-01,25.88227547852268,25.917801820041067,25.917801820041067
1911-10-01,26.33799664870293,25.95045457916753,25.95045457916753
1912-01-01,34.658394948022405,25.953379899489303,25.953379899489303
1912-04-01,27.852986048717423,25.88967395569694,25.88967395569694
1912-07-01,27.18635475264718,25.851157357917803,25.851157357917803
1912-10-01,27.109550929214198,25.711229303332544,25.711229303332544
1913-01-01,26.48232877743407,25.703093393560074,25.703093393560074
1913-04-01,23.91119621000367,25.606505469152125,25.606505469152125
1913-07-01,27.543243111543724,25.65243053250493,25.65243053250493
1913-10-01,29.139710960957526,25.624486445535084,25.624486445535084
1914-01-01,25.749250746509514,25.662182360668037,25.662182360668037
1914-04-01,24.22498782351539,25.608774996352746,25.608774996352746
1914-07-01,26.633540001390244,25.658438053919326,25.658438053919326
1914-10-01,24.407386213074926,25.716110855597872,25.716110855597872
1915-01-01,25.260455731166132,25.766668563121502,25.766668563121502
1915-04-01,27.323649008222063,25.70382480559805,25.70382480559805
1915-07-01,27.92031634897368,25.64473987646072,25.64473987646072
1915-10-01,24.455617252139913,25.71635323166262,25.71635323166262
1916-01-01,26.090611751262664,25.65994720112246,25.65994720112246
1916-04-01,27.47155962287068,25.61619203898272,25.61619203898272
1916-07-01,25.059201662058335,25.62445240538058,25.62445240538058
1916-10-01,24.061734061598166,25.697249654189108,25.697249654189108
1917-01-01,26.253196241502394,25.78283882529,25.78283882529
1917-04-01,29.288907371667,25.70623976238156,25.70623976238156
1917-07-01,30.580958977432154,25.663496065143335,25.663496065143335
1917-10-01,27.296639701278785,25.652623414729913,25.652623414729913
1918-01-01,27.756821412894062,25.59827442328438,25.59827442328438
1918-04-01,25.286672420795064,25.521696556051104,25.521696556051104
1918-07-01,24.731288355217576,25.624199267564748,25.624199267564748
1918-10-01,25.056581693724254,25.675230710242804,25.675230710242804
1919-01-01,24.36095662876999,25.84832557372824,25.84832557372824
1919-04-01,25.093634346242144,25.89463098005303,25.89463098005303
1919-07-01,26.722626741206096,25.795845410190825,25.795845410190825
1919-10-01,25.8502105284728,25.714052263864627,25.714052263864627
1920-01-01,32.29703984777031,25.645765239914272,25.645765239914272
1920-04-01,31.475561451447437,25.579829187073713,25.579829187073713
1920-07-01,24.476927040044362,25.506068673216763,25.506068673216763
1920-10-01,24.689004323591778,25.423116808057785,25.423116808057785
1921-01-01,24.656220286583874,25.47844134690124,25.47844134690124
1921-04-01,26.30240844336559,25.519948302982773,25.519948302982773
1921-07-01,27.402562513520696,25.4914570669298,25.4914570669298
1921-10-01,24.140520873715563,25.4326550586448,25.4326550586448
1922-01-01,25.201818288739393,25.462140099747728,25.462140099747728
1922-04-01,28.530567323905398,25.46063689248538,25.46063689248538
1922-07-01,26.672457305872573,25.43695361438392,25.43695361438392
1922-10-01,25.175649935772125,25.329572979640208,25.329572979640208
1923-01-01,25.784975493630558,25.297443387120897,25.297443387120897
1923-04-01,25.95226808511071,25.364969192394195,25.364969192394195
1923-07-01,26.206965038029622,25.336982869430855,25.336982869430855
1923-10-01,26.419634375725334,25.254085054064163,25.254085054064163
1924-01-01,32.46689976213572,25.39451144798015,25.39451144798015
1924-04-01,24.0014850704076,25.325625080214195,25.325625080214195
1924-07-01,29.67935723758018,25.347126077888547,25.347126077888547
1924-10-01,23.498885153039314,25.447281527282126,25.447281527282126
1925-01-01,24.461670734398375,25.513405862509437,25.513405862509437
1925-04-01,24.795930043803406,25.461031224144627,25.461031224144627
1925-07-01,24.573183400583023,25.4965956306171,25.4965956306171
1925-10-01,26.200701856958656,25.580377138856495,25.580377138856495
1926-01-01,28.284770413718192,25.537293609795757,25.537293609795757
1926-04-01,27.31173074628539,25.514716719434663,25.514716719434663
1926-07-01,29.13360644132069,25.447128836368023,25.447128836368023
1926-10-01,25.120585066741494,25.40591798750237,25.40591798750237
1927-01-01,24.029145551130235,25.344321161293784,25.344321161293784
1927-04-01,25.133560162690284,25.394216311174493,25.394216311174493
1927-07-01,24.23308870589622,25.373147121576594,25.373147121576594
1927-10-01,27.441976410528977,25.34432940503966,25.34432940503966
1928-01-01,30.19914790293671,25.435969299833474,25.435969299833474
1928-04-01,25.412811825482958,25.384226822247744,25.384226822247744
1928-07-01,24.86426735672676,25.345249317767543,25.345249317767543
1928-10-01,23.899774447530163,25.40740077778296,25.40740077778296
1929-01-01,31.525714578981837,25.239557194527638,25.239557194527638
1929-04-01,25.289388400136303,25.38024601298025,25.38024601298025
1929-07-01,25.77812327055971,25.39747994675591,25.39747994675591
1929-10-01,27.697920181687266,25.47561528852751,25.47561528852751
1930-01-01,28.71133087022165,25.617069328616044,25.617069328616044
1930-04-01,25.26506721218358,25.81504701175569,25.81504701175569
1930-07-01,25.693714745208503,25.980653969568227,25.980653969568227
1930-10-01,25.60764901440305,26.08053528826408,26.08053528826408
1931-01-01,29.25352371564671,25.986897812313984,25.986897812313984
1931-04-01,25.023504441516042,25.998724228038235,25.998724228038235
1931-07-01,24.893284344877735,26.061565700003275,26.061565700003275
1931-10-01,25.78876125795422,26.11686909422701,26.11686909422701
1932-01-01,26.25239980501554,26.18108408397818,26.18108408397818
1932-04-01,26.758817349413675,26.23526307329968,26.23526307329968
1932-07-01,28.937311076325525,26.198802499196756,26.198802499196756
1932-10-01,36.8076974287044,26.169631109414638,26.169631109414638
1933-01-01,26.004966854159104,26.27964552308227,26.27964552308227
1933-04-01,25.485136104912215,26.272619608896832,26.272619608896832
1933-07-01,26.049942953226513,26.31794140110524,26.31794140110524
1933-10-01,27.675269052947538,26.27468494519978,26.27468494519978
1934-01-01,25.981811818398313,26.368922824175453,26.368922824175453
1934-04-01,25.200752490260903,26.394207771704817,26.394207771704817
1934-07-01,27.100913778084756,26.408736145910808,26.408736145910808
1934-10-01,30.83411680078061,26.428492398668453,26.428492398668453
1935-01-01,31.23124364294603,26.29674721829586,26.29674721829586
1935-04-01,26.303887934097094,26.366503991640602,26.366503991640602
1935-07-01,26.167703871513233,26.38766521584344,26.38766521584344
1935-10-01,27.60653627153422,26.38612667199718,26.38612667199718
1936-01-01,28.20909229202376,26.405396544989955,26.405396544989955
1936-04-01,25.5203524329591,26.553493121355697,26.553493121355697
1936-07-01,26.479099773421996,26.55928737178295,26.55928737178295
1936-10-01,28.36825374986175,26.365823843219307,26.365823843219307
1937-01-01,28.808725298610078,26.36045393339589,26.36045393339589
1937-04-01,25.21783897124681,26.27840333292795,26.27840333292795
1937-07-01,25.092759843269157,26.28862352057418,26.28862352057418
1937-10-01,24.791154578152238,26.235323992966165,26.235323992966165
1938-01-01,26.52286235789327,26.20648448124137,26.20648448124137
1938-04-01,24.801470531599342,26.313672557218233,26.313672557218233
1938-07-01,28.11880678629682,26.2300129008878,26.2300129008878
1938-10-01,24.63215549065646,26.086051292529536,26.086051292529536
1939-01-01,26.917335043240577,26.114840831072435,26.114840831072435
1939-04-01,24.391547039378572,26.059631288367424,26.059631288367424
1939-07-01,27.27260962240773,26.004492966127877,26.004492966127877
1939-10-01,28.83165187018507,26.010152742397217,26.010152742397217
1940-01-01,26.273793663219518,25.97285523787524,25.97285523787524
1940-04-01,28.238437915785603,26.007873696805106,26.007873696805106
1940-07-01,24.522652782643192,26.093695772617092,26.093695772617092
1940-10-01,31.139895708541573,25.96462325552891,25.96462325552891
1941-01-01,29.717900269339946,26.142786492086795,26.142786492086795
1941-04-01,27.52982439142761,26.177776264433817,26.177776264433817
1941-07-01,27.25909288578151,26.243562199091365,26.243562199091365
1941-10-01,26.20380690521259,26.245059957690355,26.245059957690355
1942-01-01,26.624005321795412,26.27627189734669,26.27627189734669
1942-04-01,27.700084524835365,26.27911681220914,26.27911681220914
1942-07-01,28.05918973357045,26.223174067836585,26.223174067836585
1942-10-01,25.96536323155104,26.1732323587998,26.1732323587998
1943-01-01,26.045365702335733,26.244035129910923,26.244035129910923
1943-04-01,26.809086811981334,26.142843343433565,26.142843343433565
1943-07-01,28.655852071849104,26.179070249851176,26.179070249851176
1943-10-01,27.11835456071354,26.15046385423277,26.15046385423277
1944-01-01,27.395555803625978,26.155457330155038,26.155457330155038
1944-04-01,34.510432122242435,26.056972025991065,26.056972025991065
1944-07-01,28.585472118544917,26.07689493720978,26.07689493720978
1944-10-01,24.756369979428026,26.013484431026864,26.013484431026864
1945-01-01,34.89314341757078,25.866242254072578,25.866242254072578
1945-04-01,28.599724049938153,25.86251731913259,25.86251731913259
1945-07-01,27.22113239668194,26.02565912510913,26.02565912510913
1945-10-01,26.997954816086636,26.054804932868635,26.054804932868635
1946-01-01,28.19684651569639,26.03349976363249,26.03349976363249
1946-04-01,27.184637722060636,25.993977043721305,25.993977043721305
1946-07-01,27.77719732439031,25.942965741121416,25.942965741121416
1946-10-01,27.635500323201324,25.92692187199415,25.92692187199415
1947-01-01,24.289786109172812,25.849270845532867,25.849270845532867
1947-04-01,27.130009091380547,25.825032313751986,25.825032313751986
1947-07-01,26.603044619787138,25.87530419279344,25.87530419279344
1947-10-01,24.834268700115274,26.006097572820266,26.006097572820266
1948-01-01,26.66824913805773,25.95499285082581,25.95499285082581
1948-04-01,25.0242641469218,25.880395752889623,25.880395752889623
1948-07-01,26.51414442180961,25.902867778736262,25.902867778736262
1948-10-01,27.179970170313666,25.789406136357794,25.789406136357794
1949-01-01,29.582192196248528,25.895190762821457,25.895190762821457
1949-04-01,24.27550642586594,25.808337968176037,25.808337968176037
1949-07-01,30.409767686959363,25.826898431621114,25.826898431621114
1949-10-01,28.709583614491123,25.938543605871164,25.938543605871164
1950-01-01,26.44238535925016,25.880853817929058,25.880853817929058
1950-04-01,29.885455764759822,25.873310267630295,25.873310267630295
1950-07-01,25.011850769019134,25.81689613114946,25.81689613114946
1950-10-01,25.31764323618884,25.87300059587164,25.87300059587164
1951-01-01,25.335236279654882,26.05012922341181,26.05012922341181
1951-04-01,26.435428742101873,26.050580099731416,26.050580099731416
1951-07-01,26.652086356677703,26.141647172883896,26.141647172883896
1951-10-01,26.715212740255435,26.05687775270736,26.05687775270736
1952-01-01,28.108022221308495,26.132605696063713,26.132605696063713
1952-04-01,25.727786935130577,26.047154613745167,26.047154613745167
1952-07-01,37.04954708526062,26.09038066143365,26.09038066143365
1952-10-01,42.26878674868733,26.08872225237658,26.08872225237658
1953-01-01,25.043334319966956,26.099905025562826,26.099905025562826
1953-04-01,25.654056216007497,26.03849296487701,26.03849296487701
1953-07-01,25.96492889017309,26.053069150519196,26.053069150519196
1953-10-01,26.055089956368523,25.98316776513313,25.98316776513313
1954-01-01,25.100973596283573,26.02037709666218,26.02037709666218
1954-04-01,29.929361635369872,25.954597961058564,25.954597961058564
1954-07-01,25.16495920111158,25.914513434113193,25.914513434113193
1954-10-01,25.836232325762605,25.799943317870213,25.799943317870213
1955-01-01,26.55487394723129,25.810520491588495,25.810520491588495
1955-04-01,25.450377821027363,25.754133250738313,25.754133250738313
1955-07-01,26.85507017831417,25.73938399373823,25.73938399373823
1955-10-01,28.0278768796475,25.813741274886674,25.813741274886674
1956-01-01,25.050559074710307,25.72619064390069,25.72619064390069
1956-04-01,24.33680008306406,25.632096213822916,25.632096213822916
1956-07-01,31.97119614114482,25.634723719721045,25.634723719721045
1956-10-01,25.99082408330906,25.59767062291812,25.59767062291812
1957-01-01,26.694267398733142,25.58731379550441,25.58731379550441
1957-04-01,24.69239125360776,25.618915918980356,25.618915918980356
1957-07-01,25.86107411193405,25.762349521718626,25.762349521718626
1957-10-01,25.949730414113446,25.79303672858572,25.79303672858572
1958-01-01,34.25972051551509,25.752690982800694,25.752690982800694
1958-04-01,27.330392754664416,25.854012506351516,25.854012506351516
1958-07-01,28.55967141506314,25.871383978424657,25.871383978424657
1958-10-01,26.347401739281622,25.922394356617794,25.922394356617794
1959-01-01,25.99801869923939,25.88671117258132,25.88671117258132
1959-04-01,25.777011427101492,25.910603055000387,25.910603055000387
1959-07-01,26.54038682791834,25.95967151071392,25.95967151071392
1959-10-01,27.552550927654355,26.060509470053585,26.060509470053585
1960-01-01,25.261622982494114,26.07319583627941,26.07319583627941
1960-04-01,27.366240725446797,26.044472807799632,26.044472807799632
1960-07-01,26.61756345262079,26.04955898811536,26.04955898811536
1960-10-01,25.006930105096817,25.92397161675325,25.92397161675325
1961-01-01,27.002307351106378,25.985907725732396,25.985907725732396
1961-04-01,27.93436307488142,25.92130929428005,25.92130929428005
1961-07-01,24.67533915196692,25.92273188634647,25.92273188634647
1961-10-01,43.9782563759769,25.88347122687609,25.88347122687609
1962-01-01,26.187954941874178,25.967446932704902,25.967446932704902
1962-04-01,32.20088352763267,25.857809033244607,25.857809033244607
1962-07-01,26.2982368727863,25.785905403275077,25.785905403275077
1962-10-01,26.312212038458995,25.752228206596765,25.752228206596765
1963-01-01,25.781704189445232,25.6942404994965,25.6942404994965
1963-04-01,27.052888769658498,25.737137996535008,25.737137996535008
1963-07-01,27.481550548042758,25.70534886631181,25.70534886631181
1963-10-01,40.54923610781091,25.877369439037864,25.877369439037864
1964-01-01,25.708415323771643,25.796269422223073,25.796269422223073
1964-04-01,25.654077013528134,25.717907612458674,25.717907612458674
1964-07-01,29.893818092505395,25.770039005949265,25.770039005949265
1964-10-01,29.947613247564448,25.738497303853983,25.738497303853983
1965-01-01,27.079399139512116,25.744552682282563,25.744552682282563
1965-04-01,25.904824115863452,25.70899527286961,25.70899527286961
1965-07-01,26.242325639266884,25.644336023716455,25.644336023716455
1965-10-01,28.8111445008682,25.63094013404045,25.63094013404045
1966-01-01,25.7228305203352,25.582775298679806,25.582775298679806
1966-04-01,23.95688913565487,25.67367571198146,25.67367571198146
1966-07-01,27.45154156000512,25.723881649289392,25.723881649289392
1966-10-01,24.192319808013252,25.938748759924326,25.938748759924326
1967-01-01,24.51780653645284,26.005268809484523,26.005268809484523
1967-04-01,26.890052711127677,26.13465214945055,26.13465214945055
1967-07-01,25.786292378710552,26.210368578603923,26.210368578603923
1967-10-01,25.049676774456746,26.326846713966823,26.326846713966823
1968-01-01,26.960743621481193,26.236062096405547,26.236062096405547
1968-04-01,26.819934203472673,26.16055694091776,26.16055694091776
1968-07-01,25.865320094063332,26.040416598704788,26.040416598704788
1968-10-01,27.769956139409622,26.042668754850528,26.042668754850528
1969-01-01,27.19607457968239,25.99153229435499,25.99153229435499
1969-04-01,28.070423908426054,26.00160880601576,26.00160880601576
1969-07-01,25.32697714220701,25.962245420959626,25.962245420959626
1969-10-01,26.926924472600554,25.776276714123117,25.776276714123117
1970-01-01,25.026163428241613,25.69534876501209,25.69534876501209
1970-04-01,30.923266605316606,25.797767475886573,25.797767475886573
1970-07-01,25.52890599114026,25.726059291678265,25.726059291678265
1970-10-01,26.039984783108068,25.69594058509984,25.69594058509984
1971-01-01,25.819679745838403,25.64130349351007,25.64130349351007
1971-04-01,24.43761187961568,25.457659037214043,25.457659037214043
1971-07-01,26.90693879864351,25.40981838021814,25.40981838021814
1971-10-01,46.84472222344739,25.45950069433571,25.45950069433571
