parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.91923140373954,0.17163842468280976,1.0100075190926094,229.859874054399,,False,sampled
beta0,0.00596191015493761,0.001375233563174074,1.0041218581477662,166.9930076113238,,False,sampled
initial.level,24.91923140373954,0.17163842468280976,1.0100075190926094,229.859874054399,,False,sampled
initial.slope,0.00596191015493761,0.001375233563174074,1.0041218581477662,166.9930076113238,,False,sampled
model_index,5.5825,3.913628107320114,0.998037691972827,210.10166447308163,,False,sampled
q_level,8.87467754985172e-05,0.0002753034411177876,0.9982808174834907,147.23132425731015,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,9.475629725222137e-09,3.287040446656067e-08,1.002216551592898,131.55413366643498,,False,sampled
s_level,-0.0008620758949781833,0.00939277174493482,1.0008225837563203,198.57777141952712,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,3.3393879686543322e-06,9.740738529491449e-05,1.002216551592898,352.0196652903047,,False,sampled
sd.level,0.0036973330353267282,0.008675521055727418,0.9982808174834907,147.23132425731015,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,3.654999009951487e-05,9.033342830658847e-05,1.002216551592898,131.55413366643498,,False,sampled
sigma,1.3945627178409503,0.02978054218528794,1.015127814606821,34.80966908173272,0.386,False,sampled
sigma2,1.945689837483056,0.08308135923868742,1.0143528606319705,34.80966908173272,,False,sampled
signed_sd.level,-0.0008620758949781833,0.00939277174493482,1.0008225837563203,198.57777141952712,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,3.3393879686543322e-06,9.740738529491449e-05,1.002216551592898,352.0196652903047,,False,sampled
state_level,1.2175,0.4130621027786012,0.9978266000353734,164.75924007803962,,False,sampled
state_season,0.01,0.09962335082737976,1.000018987161516,400.0,,False,sampled
state_trend,1.205,0.4042071976679987,1.0050229337544931,156.15834603399975,,False,sampled
xi,-0.2750747269054401,0.014987850438479819,1.0435474505977522,36.944261454222996,0.32,False,sampled
