date,time,phase,y,eta,level,slope,seasonal
1901-01-01,1,1,24.741448087662675,24.992933168134645,24.992933168134645,0.0,0.0
1901-04-01,2,2,26.462690437830577,24.986371464570098,24.986371464570098,0.0,0.0
1901-07-01,3,3,27.968594387662332,24.901301309174684,24.901301309174684,0.0,0.0
1901-10-01,4,4,25.42368884345964,24.911753019238404,24.911753019238404,0.0,0.0
1902-01-01,5,1,27.046744219349755,24.888154393104347,24.888154393104347,0.0,0.0
1902-04-01,6,2,28.287723482458865,24.84375288412485,24.84375288412485,0.0,0.0
1902-07-01,7,3,26.094174077702622,24.911540910700854,24.911540910700854,0.0,0.0
1902-10-01,8,4,26.487426456231194,24.85423679413962,24.85423679413962,0.0,0.0
1903-01-01,9,1,28.00315419459875,24.848475211835805,24.848475211835805,0.0,0.0
1903-04-01,10,2,26.04503038605042,24.872637828848372,24.872637828848372,0.0,0.0
1903-07-01,11,3,25.052094430215032,24.826972833331386,24.826972833331386,0.0,0.0
1903-10-01,12,4,24.87578588253516,24.817461076131202,24.817461076131202,0.0,0.0
1904-01-01,13,1,26.086944544870924,24.787231151701015,24.787231151701015,0.0,0.0
1904-04-01,14,2,24.745995964086806,24.73210937675856,24.73210937675856,0.0,0.0
1904-07-01,15,3,25.106004280042225,24.73219541725958,24.73219541725958,0.0,0.0
1904-10-01,16,4,26.955056715062952,24.682851099662486,24.682851099662486,0.0,0.0
1905-01-01,17,1,23.675882231649297,24.709933259891777,24.709933259891777,0.0,0.0
1905-04-01,18,2,25.91482671483038,24.71236616980394,24.71236616980394,0.0,0.0
1905-07-01,19,3,24.904320880419924,24.630583907002787,24.630583907002787,0.0,0.0
1905-10-01,20,4,27.00143584642662,24.638871560994343,24.638871560994343,0.0,0.0
1906-01-01,21,1,24.901708722017485,24.68101279990784,24.68101279990784,0.0,0.0
1906-04-01,22,2,26.453409373513047,24.658208321905747,24.658208321905747,0.0,0.0
1906-07-01,23,3,25.516594769855757,24.645623860459683,24.645623860459683,0.0,0.0
1906-10-01,24,4,25.52788351482942,24.594449591167677,24.594449591167677,0.0,0.0
1907-01-01,25,1,22.74117947832974,24.60322886681023,24.60322886681023,0.0,0.0
1907-04-01,26,2,27.349607365091227,24.509440718412172,24.509440718412172,0.0,0.0
1907-07-01,27,3,25.16315816591728,24.529366887503695,24.529366887503695,0.0,0.0
1907-10-01,28,4,25.053199917993147,24.4884786512745,24.4884786512745,0.0,0.0
1908-01-01,29,1,22.889032880712463,24.446417769656144,24.446417769656144,0.0,0.0
1908-04-01,30,2,24.910555154857953,24.380162509435735,24.380162509435735,0.0,0.0
1908-07-01,31,3,26.073412596226696,24.410566715900806,24.410566715900806,0.0,0.0
1908-10-01,32,4,24.275831309019026,24.3861051545334,24.3861051545334,0.0,0.0
1909-01-01,33,1,25.645978688615884,24.462484133275552,24.462484133275552,0.0,0.0
1909-04-01,34,2,24.767447798352983,24.55817025625563,24.55817025625563,0.0,0.0
1909-07-01,35,3,26.44708837022665,24.595047316570327,24.595047316570327,0.0,0.0
1909-10-01,36,4,24.854593754071107,24.50221062084465,24.50221062084465,0.0,0.0
1910-01-01,37,1,23.930418354171902,24.61192817235599,24.61192817235599,0.0,0.0
1910-04-01,38,2,26.01866655056898,24.594802500769926,24.594802500769926,0.0,0.0
1910-07-01,39,3,21.771228918256604,24.660574624239338,24.660574624239338,0.0,0.0
1910-10-01,40,4,25.439883926935853,24.618746775762357,24.618746775762357,0.0,0.0
1911-01-01,41,1,25.92037558214792,24.671954964956914,24.671954964956914,0.0,0.0
1911-04-01,42,2,23.908844493127848,24.61862410362019,24.61862410362019,0.0,0.0
1911-07-01,43,3,25.25902715035379,24.65677697172982,24.65677697172982,0.0,0.0
1911-10-01,44,4,25.527007623843062,24.64672149106026,24.64672149106026,0.0,0.0
1912-01-01,45,1,22.837422364436645,24.711766990174564,24.711766990174564,0.0,0.0
1912-04-01,46,2,25.95505129424123,24.61718599349953,24.61718599349953,0.0,0.0
1912-07-01,47,3,24.2545186061574,24.608350907670378,24.608350907670378,0.0,0.0
1912-10-01,48,4,22.37348166464183,24.670901620292096,24.670901620292096,0.0,0.0
1913-01-01,49,1,22.32069544205432,24.72761409305123,24.72761409305123,0.0,0.0
1913-04-01,50,2,27.12014935120641,24.737094842000545,24.737094842000545,0.0,0.0
1913-07-01,51,3,25.178923927599058,24.760179447703777,24.760179447703777,0.0,0.0
1913-10-01,52,4,28.17191194837885,24.68595637045256,24.68595637045256,0.0,0.0
1914-01-01,53,1,24.446361727168775,24.71985345887305,24.71985345887305,0.0,0.0
1914-04-01,54,2,25.000707715534237,24.685021283245028,24.685021283245028,0.0,0.0
1914-07-01,55,3,25.593769246133117,24.675876800137978,24.675876800137978,0.0,0.0
1914-10-01,56,4,22.716513914641684,24.741879949911958,24.741879949911958,0.0,0.0
1915-01-01,57,1,24.135781394996307,24.685579179905496,24.685579179905496,0.0,0.0
1915-04-01,58,2,24.910447601403853,24.735653803595497,24.735653803595497,0.0,0.0
1915-07-01,59,3,26.666421440273947,24.735863348207985,24.735863348207985,0.0,0.0
1915-10-01,60,4,26.76624325839092,24.684373540182406,24.684373540182406,0.0,0.0
1916-01-01,61,1,24.891078352283518,24.758597834209848,24.758597834209848,0.0,0.0
1916-04-01,62,2,25.385052812817523,24.86176785298849,24.86176785298849,0.0,0.0
1916-07-01,63,3,25.450384279476822,24.9094511693363,24.9094511693363,0.0,0.0
1916-10-01,64,4,22.793115895166377,24.881833464971244,24.881833464971244,0.0,0.0
1917-01-01,65,1,25.03476186134839,24.94759770820011,24.94759770820011,0.0,0.0
1917-04-01,66,2,24.477260938185832,24.959959314111273,24.959959314111273,0.0,0.0
1917-07-01,67,3,26.170222555526735,24.914643688547454,24.914643688547454,0.0,0.0
1917-10-01,68,4,25.346438841891707,25.031989724158883,25.031989724158883,0.0,0.0
1918-01-01,69,1,25.067596063877783,25.126468216444852,25.126468216444852,0.0,0.0
1918-04-01,70,2,27.206876694437852,25.136060675166906,25.136060675166906,0.0,0.0
1918-07-01,71,3,23.73197998997614,25.245776278910153,25.245776278910153,0.0,0.0
1918-10-01,72,4,24.44046899983995,25.170459772671848,25.170459772671848,0.0,0.0
1919-01-01,73,1,25.791813650052667,25.18134675351336,25.18134675351336,0.0,0.0
1919-04-01,74,2,26.25625954469423,25.198574161869935,25.198574161869935,0.0,0.0
1919-07-01,75,3,25.856840038132567,25.185780307723945,25.185780307723945,0.0,0.0
1919-10-01,76,4,25.354406991955784,25.163587027134476,25.163587027134476,0.0,0.0
1920-01-01,77,1,26.4915256086965,25.167835127517126,25.167835127517126,0.0,0.0
1920-04-01,78,2,25.637486143845074,25.169115940509773,25.169115940509773,0.0,0.0
1920-07-01,79,3,24.988488145107112,25.20404579332662,25.20404579332662,0.0,0.0
1920-10-01,80,4,27.47597310065783,25.179417207412694,25.179417207412694,0.0,0.0
1921-01-01,81,1,26.01525356430011,25.190246075825975,25.190246075825975,0.0,0.0
1921-04-01,82,2,23.795098131290498,25.154471433334603,25.154471433334603,0.0,0.0
1921-07-01,83,3,27.374326385610864,25.197291691972485,25.197291691972485,0.0,0.0
1921-10-01,84,4,24.25399183023677,25.190134171726935,25.190134171726935,0.0,0.0
1922-01-01,85,1,24.232009756063576,25.23599442745453,25.23599442745453,0.0,0.0
1922-04-01,86,2,25.317090274362474,25.218463255775195,25.218463255775195,0.0,0.0
1922-07-01,87,3,28.354439777266926,25.203280667030185,25.203280667030185,0.0,0.0
1922-10-01,88,4,25.610602428947306,25.178538151666245,25.178538151666245,0.0,0.0
1923-01-01,89,1,26.714400177420046,25.076005514991365,25.076005514991365,0.0,0.0
1923-04-01,90,2,23.06323434554502,25.05167849172025,25.05167849172025,0.0,0.0
1923-07-01,91,3,25.302923826336013,25.04200422879175,25.04200422879175,0.0,0.0
1923-10-01,92,4,26.736581598026003,25.093873007594894,25.093873007594894,0.0,0.0
1924-01-01,93,1,23.531297756589638,25.121139643878564,25.121139643878564,0.0,0.0
1924-04-01,94,2,24.878902979454107,25.09894444857163,25.09894444857163,0.0,0.0
1924-07-01,95,3,25.853218081733345,25.15583496730842,25.15583496730842,0.0,0.0
1924-10-01,96,4,29.354860356796912,25.160182012074987,25.160182012074987,0.0,0.0
1925-01-01,97,1,27.377300426775538,25.099763702012794,25.099763702012794,0.0,0.0
1925-04-01,98,2,24.542106894786563,25.129685200347346,25.129685200347346,0.0,0.0
1925-07-01,99,3,26.243856906334642,25.160181686987215,25.160181686987215,0.0,0.0
1925-10-01,100,4,25.871405737935262,25.143456375982517,25.143456375982517,0.0,0.0
1926-01-01,101,1,26.952979597014018,25.197011117045236,25.197011117045236,0.0,0.0
1926-04-01,102,2,25.012922877703332,25.22467725106286,25.22467725106286,0.0,0.0
1926-07-01,103,3,26.441841267824106,25.214189757866727,25.214189757866727,0.0,0.0
1926-10-01,104,4,25.209407814877917,25.206669638044026,25.206669638044026,0.0,0.0
1927-01-01,105,1,26.859312247968077,25.199443222771304,25.199443222771304,0.0,0.0
1927-04-01,106,2,24.217146485391137,25.229998796053298,25.229998796053298,0.0,0.0
1927-07-01,107,3,26.91776133434479,25.179411699126916,25.179411699126916,0.0,0.0
1927-10-01,108,4,27.606678138783515,25.226182131401416,25.226182131401416,0.0,0.0
1928-01-01,109,1,25.11311969781585,25.154539314063687,25.154539314063687,0.0,0.0
1928-04-01,110,2,26.28643084466459,25.240356749388784,25.240356749388784,0.0,0.0
1928-07-01,111,3,27.14906390392705,25.262864656844837,25.262864656844837,0.0,0.0
1928-10-01,112,4,24.932396621157594,25.30316199529579,25.30316199529579,0.0,0.0
1929-01-01,113,1,24.565064021076637,25.477956188245404,25.477956188245404,0.0,0.0
1929-04-01,114,2,24.888809059667686,25.43939094903295,25.43939094903295,0.0,0.0
1929-07-01,115,3,24.190538147966546,25.44842786335725,25.44842786335725,0.0,0.0
1929-10-01,116,4,27.130172376697505,25.343428939794386,25.343428939794386,0.0,0.0
1930-01-01,117,1,27.752532209630154,25.310175820354818,25.310175820354818,0.0,0.0
1930-04-01,118,2,26.329354978864952,25.306108141017532,25.306108141017532,0.0,0.0
1930-07-01,119,3,26.18258119624898,25.292141262805,25.292141262805,0.0,0.0
1930-10-01,120,4,25.284389005249704,25.364303668153408,25.364303668153408,0.0,0.0
1931-01-01,121,1,24.427103410581413,25.404599034097732,25.404599034097732,0.0,0.0
1931-04-01,122,2,23.148638204869066,25.387341386865092,25.387341386865092,0.0,0.0
1931-07-01,123,3,25.376990082575674,25.400473989164418,25.400473989164418,0.0,0.0
1931-10-01,124,4,25.460424100960225,25.42318294837,25.42318294837,0.0,0.0
1932-01-01,125,1,24.05250217894377,25.406687954027348,25.406687954027348,0.0,0.0
1932-04-01,126,2,24.590091812814634,25.373633232062776,25.373633232062776,0.0,0.0
1932-07-01,127,3,22.767786594392994,25.37558458781754,25.37558458781754,0.0,0.0
