parameter,lower,median,upper
alpha0,12.023050164735578,12.44657836121985,12.847716349726621
s_level,-0.03893179057288252,0.00041197734281016145,0.03968530441609298
q_level,2.1939796539450256e-06,0.00034824060697532665,0.002132584262899799
sigma,1.984379930479646,2.0896893283381135,2.1940339182221282
sigma2,3.9377637248981316,4.366801488988949,4.813784834517279
beta0,-0.0009722272151619994,0.0018078970923810782,0.004497282408069924
s_trend,-0.00019728379873062613,3.8084323419579436e-06,0.0001997272654935665
q_trend,8.262293814683602e-11,8.661410954442134e-09,5.5785309556249576e-08
s_season,-0.014352436320021134,-0.00010717759342445798,0.014161551532410522
q_season,2.2218739398177813e-07,3.0101644173556943e-05,0.0002956441087831352
lambda2_level,0.4130302430932249,1.7765134559654123,4.78274132780456
lambda2_trend,0.46563584520430873,1.8613029672617643,4.932236890962862
lambda2_season,0.5202905979452093,2.0100785367282747,5.2267218211622755
tau_level,0.06068467505362799,0.7604855934939339,4.908374629847259
tau_trend,0.05673332020200692,0.6289448133115363,4.057222693872813
tau_season,0.022707505349189163,0.3926989347834887,3.4623335360353003
