date,TNm_seasonal
1891-12-01,-1.1833333333333333
1892-03-01,3.143478260869565
1892-06-01,11.070652173913043
1892-09-01,6.77032967032967
1892-12-01,-2.112222222222222
1893-03-01,5.608695652173913
1893-06-01,12.31304347826087
1893-09-01,6.024175824175825
1893-12-01,-0.011111111111111136
1894-03-01,5.318478260869566
1894-06-01,11.859782608695651
1894-09-01,6.383516483516483
1894-12-01,-3.4166666666666665
1895-03-01,4.3489130434782615
1895-06-01,11.554347826086957
1895-09-01,7.08021978021978
1895-12-01,-0.232967032967033
1896-03-01,4.444565217391304
1896-06-01,11.785869565217391
1896-09-01,5.235164835164835
1896-12-01,0.1788888888888889
1897-03-01,4.804347826086956
1897-06-01,12.684782608695652
1897-09-01,5.469230769230769
1897-12-01,1.0755555555555556
1898-03-01,3.8315217391304346
1898-06-01,11.496739130434783
1898-09-01,7.220879120879121
1898-12-01,1.6855555555555555
1899-03-01,3.553260869565217
1899-06-01,11.950000000000001
1899-09-01,6.764835164835165
1899-12-01,-1.0966666666666667
1900-03-01,3.0152173913043474
1900-06-01,12.194565217391306
1900-09-01,6.648351648351649
1900-12-01,-0.8833333333333333
1901-03-01,4.298913043478261
1901-06-01,12.085869565217392
1901-09-01,6.343956043956044
1901-12-01,0.1822222222222222
1902-03-01,4.005434782608695
1902-06-01,10.81304347826087
1902-09-01,5.756043956043955
1902-12-01,0.6888888888888889
1903-03-01,4.783695652173913
1903-06-01,11.275
1903-09-01,7.576923076923077
1903-12-01,-0.6208791208791209
1904-03-01,4.636956521739131
1904-06-01,11.51304347826087
1904-09-01,5.621978021978022
1904-12-01,0.6388888888888888
1905-03-01,4.906521739130435
1905-06-01,12.755434782608695
1905-09-01,5.0989010989010985
1905-12-01,0.7722222222222223
1906-03-01,4.26304347826087
1906-06-01,11.786956521739132
1906-09-01,7.797802197802198
1906-12-01,-1.6822222222222223
1907-03-01,4.38804347826087
1907-06-01,10.667391304347825
1907-09-01,7.447252747252747
1907-12-01,-0.5483516483516483
1908-03-01,4.28695652173913
1908-06-01,11.693478260869565
1908-09-01,6.20989010989011
1908-12-01,-1.63
1909-03-01,3.6554347826086957
1909-06-01,10.826086956521738
1909-09-01,6.197802197802198
1909-12-01,1.2155555555555557
1910-03-01,4.592391304347826
1910-06-01,12.076086956521738
1910-09-01,6.406593406593407
1910-12-01,1.0444444444444445
1911-03-01,4.843478260869565
1911-06-01,13.052173913043477
1911-09-01,6.7967032967032965
1911-12-01,2.334065934065934
1912-03-01,5.627173913043479
1912-06-01,11.922826086956523
1912-09-01,4.824175824175824
1912-12-01,1.8611111111111112
1913-03-01,5.810869565217391
1913-06-01,10.751086956521739
1913-09-01,8.16043956043956
1913-12-01,0.14888888888888888
1914-03-01,5.485869565217391
1914-06-01,11.769565217391303
1914-09-01,6.231868131868132
1914-12-01,1.5622222222222222
1915-03-01,4.219565217391304
1915-06-01,11.63695652173913
1915-09-01,4.745054945054945
1915-12-01,2.3615384615384616
1916-03-01,5.05
1916-06-01,10.69891304347826
1916-09-01,6.792307692307692
1916-12-01,-2.5688888888888886
1917-03-01,3.433695652173913
1917-06-01,12.493478260869566
1917-09-01,6.267032967032967
1917-12-01,-0.518888888888889
1918-03-01,5.195652173913044
1918-06-01,10.453260869565218
1918-09-01,5.931868131868131
1918-12-01,0.7811111111111111
1919-03-01,4.238043478260869
1919-06-01,10.488043478260868
1919-09-01,4.481318681318681
1919-12-01,1.8087912087912088
1920-03-01,5.8999999999999995
1920-06-01,10.704347826086956
1920-09-01,5.034065934065934
1920-12-01,1.3788888888888888
1921-03-01,5.011956521739131
1921-06-01,11.440217391304348
1921-09-01,5.781318681318681
1921-12-01,-0.43111111111111106
1922-03-01,4.106521739130435
1922-06-01,10.68804347826087
1922-09-01,4.49010989010989
1922-12-01,1.9822222222222223
1923-03-01,4.631521739130435
1923-06-01,10.905434782608696
1923-09-01,5.814285714285715
1923-12-01,-1.2571428571428571
1924-03-01,4.395652173913044
1924-06-01,10.796739130434782
1924-09-01,6.907692307692308
1924-12-01,1.8888888888888888
1925-03-01,4.498913043478261
1925-06-01,11.430434782608694
1925-09-01,4.682417582417583
1925-12-01,1.4377777777777778
1926-03-01,4.702173913043478
1926-06-01,11.585869565217392
1926-09-01,7.059340659340659
1926-12-01,0.5655555555555556
1927-03-01,4.758695652173913
1927-06-01,11.754347826086958
1927-09-01,6.564835164835165
1927-12-01,0.10109890109890111
1928-03-01,4.4380434782608695
1928-06-01,10.943478260869565
1928-09-01,6.323076923076923
1928-12-01,-3.5900000000000003
1929-03-01,3.448913043478261
1929-06-01,10.630434782608695
1929-09-01,7.248351648351648
1929-12-01,1.8766666666666667
1930-03-01,4.864130434782608
1930-06-01,12.09891304347826
1930-09-01,7.459340659340659
1930-12-01,0.09444444444444444
1931-03-01,3.9130434782608696
1931-06-01,11.65
1931-09-01,5.537362637362637
1931-12-01,0.10659340659340659
1932-03-01,3.770652173913043
1932-06-01,12.696739130434782
1932-09-01,6.813186813186813
1932-12-01,-0.13
1933-03-01,4.952173913043478
1933-06-01,12.121739130434783
1933-09-01,6.281318681318681
1933-12-01,-1.8477777777777775
1934-03-01,4.753260869565217
1934-06-01,11.81086956521739
1934-09-01,7.472527472527473
1934-12-01,2.4833333333333334
1935-03-01,4.0793478260869565
