date,TXm_seasonal
1891-12-01,4.043333333333333
1892-03-01,11.856521739130434
1892-06-01,20.122826086956522
1892-09-01,12.757142857142858
1892-12-01,3.006666666666667
1893-03-01,15.228260869565217
1893-06-01,21.43913043478261
1893-09-01,12.319780219780219
1893-12-01,4.905555555555556
1894-03-01,13.668478260869565
1894-06-01,19.368478260869566
1894-09-01,12.396703296703295
1894-12-01,1.7311111111111113
1895-03-01,12.195652173913043
1895-06-01,20.128260869565217
1895-09-01,14.774725274725276
1895-12-01,4.30989010989011
1896-03-01,12.23695652173913
1896-06-01,20.541304347826088
1896-09-01,11.054945054945055
1896-12-01,4.308888888888889
1897-03-01,12.31086956521739
1897-06-01,20.979347826086954
1897-09-01,12.796703296703297
1897-12-01,6.025555555555555
1898-03-01,11.064130434782609
1898-06-01,20.014130434782608
1898-09-01,15.062637362637362
1898-12-01,7.691111111111112
1899-03-01,11.331521739130435
1899-06-01,21.65108695652174
1899-09-01,14.247252747252746
1899-12-01,4.195555555555556
1900-03-01,10.996739130434783
1900-06-01,21.069565217391304
1900-09-01,13.745054945054944
1900-12-01,4.413333333333333
1901-03-01,12.116304347826087
1901-06-01,21.84565217391304
1901-09-01,13.146153846153846
1901-12-01,4.758888888888889
1902-03-01,11.73804347826087
1902-06-01,19.479347826086954
1902-09-01,12.087912087912088
1902-12-01,5.808888888888888
1903-03-01,12.43695652173913
1903-06-01,19.296739130434784
1903-09-01,13.886813186813187
1903-12-01,3.830769230769231
1904-03-01,12.520652173913044
1904-06-01,21.831521739130434
1904-09-01,12.569230769230769
1904-12-01,5.524444444444445
1905-03-01,12.458695652173914
1905-06-01,21.42391304347826
1905-09-01,10.948351648351649
1905-12-01,5.226666666666667
1906-03-01,12.309782608695652
1906-06-01,20.72391304347826
1906-09-01,14.868131868131869
1906-12-01,3.3733333333333335
1907-03-01,12.965217391304348
1907-06-01,18.67717391304348
1907-09-01,14.497802197802198
1907-12-01,4.672527472527473
1908-03-01,11.61413043478261
1908-06-01,20.42391304347826
1908-09-01,14.404395604395605
1908-12-01,3.732222222222222
1909-03-01,12.467391304347826
1909-06-01,18.74021739130435
1909-09-01,12.812087912087913
1909-12-01,6.056666666666667
1910-03-01,12.795652173913044
1910-06-01,19.693478260869565
1910-09-01,12.805494505494504
1910-12-01,5.488888888888889
1911-03-01,13.220652173913043
1911-06-01,23.414130434782606
1911-09-01,14.45934065934066
1911-12-01,7.380219780219781
1912-03-01,13.826086956521738
1912-06-01,19.835869565217394
1912-09-01,11.34175824175824
1912-12-01,7.308888888888888
1913-03-01,13.789130434782608
1913-06-01,18.857608695652175
1913-09-01,15.187912087912087
1913-12-01,5.398888888888889
1914-03-01,13.589130434782609
1914-06-01,20.8
1914-09-01,12.854945054945054
1914-12-01,6.197777777777778
1915-03-01,12.51304347826087
1915-06-01,20.809782608695652
1915-09-01,11.7010989010989
1915-12-01,7.664835164835165
1916-03-01,13.015217391304349
1916-06-01,18.94891304347826
1916-09-01,12.885714285714284
1916-12-01,2.4077777777777776
