date,Prec
1892-01-01,2.133166666666667
1892-04-01,1.1548913043478262
1892-07-01,1.6206521739130435
1892-10-01,2.5135164835164834
1893-01-01,2.3192222222222223
1893-04-01,0.4096739130434782
1893-07-01,1.9477173913043477
1893-10-01,2.611758241758242
1894-01-01,1.8765555555555553
1894-04-01,1.119021739130435
1894-07-01,2.9795652173913045
1894-10-01,3.006703296703297
1895-01-01,1.6252222222222223
1895-04-01,1.6321739130434783
1895-07-01,3.1883695652173913
1895-10-01,1.9961538461538462
1896-01-01,1.6546153846153846
1896-04-01,1.618586956521739
1896-07-01,2.242391304347826
1896-10-01,3.330879120879121
1897-01-01,1.691888888888889
1897-04-01,2.049782608695652
1897-07-01,2.852282608695652
1897-10-01,1.7778021978021978
1898-01-01,1.8691111111111112
1898-04-01,1.7514130434782609
1898-07-01,1.809782608695652
1898-10-01,1.176043956043956
1899-01-01,1.6755555555555557
1899-04-01,2.2769565217391303
1899-07-01,1.772608695652174
1899-10-01,2.041758241758242
1900-01-01,2.5027777777777778
1900-04-01,1.217608695652174
1900-07-01,2.221195652173913
1900-10-01,1.722747252747253
1901-01-01,2.2383333333333333
1901-04-01,2.091304347826087
1901-07-01,1.7771739130434783
1901-10-01,1.8164835164835167
1902-01-01,1.9388888888888889
1902-04-01,1.9065217391304348
1902-07-01,2.3086956521739133
1902-10-01,2.0054945054945055
1903-01-01,1.7133333333333332
1903-04-01,2.4206521739130435
1903-07-01,2.529347826086956
1903-10-01,2.758241758241758
1904-01-01,1.7538461538461538
1904-04-01,1.3641304347826086
1904-07-01,1.5108695652173914
1904-10-01,1.8472527472527471
1905-01-01,1.6822222222222223
1905-04-01,2.734782608695652
1905-07-01,3.0565217391304347
1905-10-01,2.792307692307692
1906-01-01,2.08
1906-04-01,2.135869565217391
1906-07-01,1.9717391304347827
1906-10-01,2.0373626373626372
1907-01-01,1.8822222222222222
1907-04-01,1.8119565217391307
1907-07-01,1.7108695652173913
1907-10-01,1.4967032967032965
1908-01-01,1.7472527472527473
1908-04-01,1.8663043478260868
1908-07-01,2.273913043478261
1908-10-01,1.4296703296703297
1909-01-01,1.1388888888888888
1909-04-01,1.8684782608695654
1909-07-01,2.975
1909-10-01,2.174725274725275
1910-01-01,3.4655555555555555
1910-04-01,2.098913043478261
1910-07-01,2.8391304347826085
1910-10-01,2.563736263736264
1911-01-01,1.8988888888888888
1911-04-01,1.9760869565217392
1911-07-01,1.2728260869565218
1911-10-01,2.647252747252747
1912-01-01,2.4296703296703295
1912-04-01,1.7054347826086957
1912-07-01,3.3793478260869567
1912-10-01,2.8098901098901097
1913-01-01,1.89
1913-04-01,2.8554347826086954
1913-07-01,2.1815217391304347
1913-10-01,1.687912087912088
1914-01-01,2.0633333333333335
1914-04-01,2.5630434782608695
1914-07-01,2.5413043478260873
1914-10-01,1.921978021978022
1915-01-01,3.0577777777777775
1915-04-01,1.4489130434782609
1915-07-01,2.4641304347826085
1915-10-01,2.0912087912087913
1916-01-01,3.1923076923076925
1916-04-01,2.8445652173913043
1916-07-01,2.993478260869565
1916-10-01,2.310989010989011
1917-01-01,2.3666666666666667
1917-04-01,2.1782608695652175
1917-07-01,3.473913043478261
1917-10-01,2.258241758241758
1918-01-01,1.962222222222222
1918-04-01,1.3336956521739132
1918-07-01,2.481521739130435
1918-10-01,2.552747252747253
1919-01-01,2.362222222222222
1919-04-01,2.014130434782609
1919-07-01,2.476086956521739
1919-10-01,3.0362637362637366
1920-01-01,3.3934065934065933
1920-04-01,2.257608695652174
1920-07-01,2.4521739130434783
1920-10-01,1.0307692307692307
1921-01-01,1.65
1921-04-01,0.9836956521739131
1921-07-01,0.4673913043478261
1921-10-01,1.4351648351648352
1922-01-01,2.2133333333333334
1922-04-01,1.6945652173913044
1922-07-01,3.5195652173913046
1922-10-01,2.4802197802197803
1923-01-01,2.2844444444444445
1923-04-01,2.0793478260869565
1923-07-01,1.923913043478261
1923-10-01,3.1
1924-01-01,2.036263736263736
1924-04-01,2.175
1924-07-01,2.8043478260869565
1924-10-01,2.476923076923077
1925-01-01,2.66
1925-04-01,2.226086956521739
1925-07-01,2.7076086956521737
1925-10-01,3.2362637362637363
1926-01-01,2.7399999999999998
1926-04-01,1.4608695652173913
1926-07-01,3.0195652173913046
1926-10-01,3.0670329670329672
1927-01-01,2.0677777777777777
1927-04-01,1.748913043478261
1927-07-01,2.5847826086956522
1927-10-01,2.108791208791209
1928-01-01,2.413186813186813
1928-04-01,2.115217391304348
1928-07-01,1.982608695652174
1928-10-01,2.9439560439560437
1929-01-01,1.4877777777777779
1929-04-01,0.9641304347826087
1929-07-01,1.7532608695652174
1929-10-01,2.7824175824175823
1930-01-01,2.158888888888889
1930-04-01,2.226086956521739
1930-07-01,3.0630434782608695
1930-10-01,3.5087912087912088
1931-01-01,2.6533333333333333
1931-04-01,1.9608695652173913
1931-07-01,2.8978260869565218
1931-10-01,1.6164835164835165
1932-01-01,1.2142857142857142
1932-04-01,2.1717391304347826
1932-07-01,1.6228260869565219
1932-10-01,4.253846153846154
1933-01-01,1.098888888888889
1933-04-01,2.027173913043478
1933-07-01,2.339130434782609
1933-10-01,2.5582417582417585
1934-01-01,0.9088888888888889
1934-04-01,1.8804347826086956
1934-07-01,1.606521739130435
1934-10-01,2.0164835164835164
1935-01-01,2.888888888888889
1935-04-01,1.9739130434782608
1935-07-01,2.4543478260869565
1935-10-01,2.7879120879120878
1936-01-01,2.412087912087912
1936-04-01,1.0923913043478262
1936-07-01,2.5673913043478263
1936-10-01,2.332967032967033
1937-01-01,3.2244444444444444
1937-04-01,2.8347826086956522
1937-07-01,1.8934782608695655
1937-10-01,1.3285714285714287
1938-01-01,2.7955555555555556
1938-04-01,1.326086956521739
1938-07-01,1.5217391304347827
1938-10-01,2.332967032967033
1939-01-01,2.161111111111111
1939-04-01,2.3
1939-07-01,1.7902173913043478
1939-10-01,3.812087912087912
1940-01-01,1.4428571428571426
1940-04-01,2.2978260869565217
1940-07-01,1.6608695652173915
1940-10-01,2.6263736263736264
1941-01-01,2.0388888888888888
1941-04-01,1.875
1941-07-01,2.4054347826086957
1941-10-01,1.945054945054945
1942-01-01,1.8722222222222222
1942-04-01,2.01195652173913
1942-07-01,3.1260869565217395
1942-10-01,1.9956043956043956
1943-01-01,2.321111111111111
1943-04-01,1.4380434782608698
1943-07-01,2.4391304347826086
1943-10-01,2.3087912087912086
1944-01-01,1.7285714285714286
1944-04-01,0.9586956521739131
1944-07-01,1.423913043478261
1944-10-01,3.768131868131868
1945-01-01,2.31
1945-04-01,1.9630434782608694
1945-07-01,2.4586956521739127
1945-10-01,1.4274725274725275
1946-01-01,3.447777777777778
1946-04-01,1.7793478260869566
1946-07-01,2.492391304347826
1946-10-01,1.7527472527472527
1947-01-01,1.1199999999999999
1947-04-01,2.240217391304348
1947-07-01,1.6880434782608698
1947-10-01,1.531868131868132
1948-01-01,2.8472527472527474
1948-04-01,1.6130434782608696
1948-07-01,3.1
1948-10-01,1.4175824175824177
1949-01-01,1.2655555555555555
1949-04-01,1.6141304347826086
1949-07-01,1.0782608695652174
1949-10-01,1.6681318681318682
1950-01-01,2.626666666666667
1950-04-01,2.0945652173913043
1950-07-01,2.7467391304347823
1950-10-01,2.704395604395604
1951-01-01,2.5055555555555555
1951-04-01,2.6902173913043477
1951-07-01,2.7119565217391304
1951-10-01,2.010989010989011
1952-01-01,2.7637362637362637
1952-04-01,1.373913043478261
1952-07-01,2.215217391304348
1952-10-01,2.969230769230769
1953-01-01,2.598888888888889
1953-04-01,1.341304347826087
1953-07-01,2.467391304347826
1953-10-01,0.8329670329670329
1954-01-01,1.4755555555555557
1954-04-01,1.318478260869565
1954-07-01,2.860869565217391
1954-10-01,2.326373626373626
1955-01-01,2.28
1955-04-01,1.4467391304347825
1955-07-01,1.1
1955-10-01,1.6626373626373627
1956-01-01,2.0373626373626372
1956-04-01,1.1065217391304347
1956-07-01,3.0304347826086957
1956-10-01,2.8593406593406594
1957-01-01,2.501111111111111
1957-04-01,1.3391304347826087
1957-07-01,2.5228260869565218
1957-10-01,2.294505494505495
1958-01-01,2.4833333333333334
1958-04-01,1.4445652173913044
1958-07-01,2.723913043478261
1958-10-01,2.178021978021978
1959-01-01,1.8922222222222222
1959-04-01,1.5608695652173912
1959-07-01,1.5695652173913044
1959-10-01,1.0703296703296703
1960-01-01,1.998901098901099
1960-04-01,1.4108695652173915
1960-07-01,3.2163043478260867
1960-10-01,3.7714285714285714
1961-01-01,2.7855555555555553
1961-04-01,1.6532608695652173
1961-07-01,2.0434782608695654
1961-10-01,3.5758241758241756
1962-01-01,2.5866666666666664
1962-04-01,2.3195652173913044
1962-07-01,2.7467391304347823
1962-10-01,1.4505494505494505
1963-01-01,1.6133333333333335
1963-04-01,1.6173913043478263
1963-07-01,3.502173913043478
1963-10-01,2.0197802197802197
1964-01-01,0.6912087912087912
1964-04-01,1.6108695652173912
1964-07-01,2.023913043478261
1964-10-01,3.251648351648351
1965-01-01,2.582222222222222
1965-04-01,3.257608695652174
1965-07-01,3.340217391304348
1965-10-01,1.8978021978021977
1966-01-01,3.3200000000000003
1966-04-01,1.982608695652174
1966-07-01,3.6695652173913045
1966-10-01,2.667032967032967
1967-01-01,3.0244444444444443
1967-04-01,1.7826086956521738
1967-07-01,1.2728260869565218
1967-10-01,2.4296703296703295
1968-01-01,2.735164835164835
1968-04-01,1.5434782608695652
1968-07-01,2.6847826086956523
1968-10-01,1.8802197802197802
1969-01-01,1.7866666666666668
1969-04-01,2.157608695652174
1969-07-01,3.641304347826087
1969-10-01,1.1637362637362638
1970-01-01,2.0688888888888886
1970-04-01,2.023913043478261
1970-07-01,1.7793478260869564
1970-10-01,2.256043956043956
1971-01-01,1.2744444444444445
1971-04-01,2.15
1971-07-01,2.516304347826087
1971-10-01,1.7230769230769232
1972-01-01,1.1692307692307693
1972-04-01,2.5467391304347826
1972-07-01,2.356521739130435
1972-10-01,1.5494505494505495
1973-01-01,1.2366666666666666
1973-04-01,1.9858695652173912
1973-07-01,1.4717391304347827
1973-10-01,2.5593406593406596
1974-01-01,2.151111111111111
1974-04-01,1.6782608695652175
1974-07-01,2.6054347826086954
1974-10-01,4.523076923076923
1975-01-01,2.261111111111111
1975-04-01,2.2304347826086954
1975-07-01,1.798913043478261
1975-10-01,2.4065934065934065
1976-01-01,1.5615384615384615
1976-04-01,0.75
1976-07-01,1.3293478260869565
1976-10-01,2.1615384615384614
1977-01-01,2.148888888888889
1977-04-01,2.601086956521739
1977-07-01,2.476086956521739
1977-10-01,2.1021978021978023
1978-01-01,1.6677777777777778
1978-04-01,2.9228260869565217
1978-07-01,2.176086956521739
1978-10-01,1.1065934065934067
1979-01-01,2.47
1979-04-01,2.819565217391304
1979-07-01,2.0836956521739127
1979-10-01,1.7032967032967032
1980-01-01,2.464835164835165
1980-04-01,2.373913043478261
1980-07-01,3.786956521739131
1980-10-01,1.7120879120879122
1981-01-01,2.7577777777777777
