parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.975966127889116,0.24709347938739046,1.005716412527264,500.0,,False,sampled
beta0,0.0023037688169672333,0.0029312499717018534,1.0099366093652689,370.76180223376815,,False,sampled
initial.level,24.975966127889116,0.24709347938739046,1.005716412527264,500.0,,False,sampled
initial.slope,0.0023037688169672333,0.0029312499717018534,1.0099366093652689,370.76180223376815,,False,sampled
model_index,6.806,4.173631800340037,1.0057287282927023,420.66630442647084,,False,sampled
q_level,0.00045140993090700193,0.001443022528840392,0.9969361327324646,357.6136539126032,,False,sampled
q_season,0.0019039768159371821,0.004532601014562566,1.0103119142018209,204.51377498810265,,False,sampled
q_trend,1.4268067615812336e-07,5.93546854508745e-07,1.0062699426344122,345.9531797723497,,False,sampled
s_level,-0.0003036740454458393,0.021265515683747616,1.0003589166340656,353.8027317250539,,False,sampled
s_season,-0.0038682926219021974,0.04350630673338842,1.0103119142018209,466.80259329785395,,False,sampled
s_trend,1.2123128022163325e-06,0.000378107308484313,1.0062699426344122,500.0,,False,sampled
sd.level,0.008981249926858002,0.019274077430058094,0.9969361327324646,357.6136539126032,,False,sampled
sd.seasonal,0.022972012428215637,0.037135178792392726,1.0103119142018209,204.51377498810265,,False,sampled
sd.slope,0.00013955914417213106,0.0003513556931120231,1.0062699426344122,345.9531797723497,,False,sampled
sigma,1.4238479499141603,0.0740560213996683,1.043242825443232,39.25868502070203,0.655,False,sampled
sigma2,2.0328163101916945,0.21363610642093867,1.043242825443232,39.25868502070203,,False,sampled
signed_sd.level,-0.0003036740454458393,0.021265515683747616,1.0003589166340656,353.8027317250539,,False,sampled
signed_sd.seasonal,-0.0038682926219021974,0.04350630673338842,1.0103119142018209,466.80259329785395,,False,sampled
signed_sd.slope,1.2123128022163325e-06,0.000378107308484313,1.0062699426344122,500.0,,False,sampled
state_level,1.268,0.443361182645203,0.9993064261443201,397.6258949702795,,False,sampled
state_season,1.43,0.49557157138472885,1.0060955964718334,337.11250696743105,,False,sampled
state_trend,0.988,0.7048756623680502,1.0011808066451149,438.86831791364153,,False,sampled
xi,-0.1458029128705395,0.05060791339188661,1.0139147744975192,39.00700978354751,0.6799999999999999,False,sampled
