parameter,mean,sd,lower,median,upper
alpha0,24.975966127889116,0.24709347938739046,24.5859019278118,24.965613992850628,25.37527504443559
beta0,0.0023037688169672333,0.0029312499717018534,-0.0010314696082623976,0.0024911238829789964,0.006546472235810313
initial.level,24.975966127889116,0.24709347938739046,24.5859019278118,24.965613992850628,25.37527504443559
initial.slope,0.0023037688169672333,0.0029312499717018534,-0.0010314696082623976,0.0024911238829789964,0.006546472235810313
model_index,6.806,4.173631800340037,1.0,5.0,16.0
q_level,0.00045140993090700193,0.001443022528840392,0.0,0.0,0.002770386915103019
q_season,0.0019039768159371821,0.004532601014562566,0.0,0.0,0.010959445810360843
q_trend,1.4268067615812336e-07,5.93546854508745e-07,0.0,0.0,7.444160479479191e-07
s_level,-0.0003036740454458393,0.021265515683747616,-0.0371613983559472,0.0,0.03259820226264341
s_season,-0.0038682926219021974,0.04350630673338842,-0.09000173931945396,0.0,0.06990071791287698
s_trend,1.2123128022163325e-06,0.000378107308484313,-0.0005915460917917903,0.0,0.0005817221499192428
sd.level,0.008981249926858002,0.019274077430058094,0.0,0.0,0.052634375761869585
sd.seasonal,0.022972012428215637,0.037135178792392726,0.0,0.0,0.10468730509081396
sd.slope,0.00013955914417213106,0.0003513556931120231,0.0,0.0,0.0008627303621927714
sigma,1.4238479499141603,0.0740560213996683,1.3139036493299507,1.419365165639963,1.5533209115023259
sigma2,2.0328163101916945,0.21363610642093867,1.7263430141958138,2.014597599703512,2.4128070204952135
signed_sd.level,-0.0003036740454458393,0.021265515683747616,-0.0371613983559472,0.0,0.03259820226264341
signed_sd.seasonal,-0.0038682926219021974,0.04350630673338842,-0.09000173931945396,0.0,0.06990071791287698
signed_sd.slope,1.2123128022163325e-06,0.000378107308484313,-0.0005915460917917903,0.0,0.0005817221499192428
state_level,1.268,0.443361182645203,1.0,1.0,2.0
state_season,1.43,0.49557157138472885,1.0,1.0,2.0
state_trend,0.988,0.7048756623680502,0.0,1.0,2.0
xi,-0.1458029128705395,0.05060791339188661,-0.2219620033897327,-0.14817603481807293,-0.05873099162720423
