parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,25.044699508967184,0.21092670372058786,1.046592896673005,30.67661393678411,,False,sampled
beta0,0.010337300964139859,0.0016187255482887806,1.022177483357419,44.326039411303604,,False,sampled
initial.level,25.044699508967184,0.21092670372058786,1.046592896673005,30.67661393678411,,False,sampled
initial.slope,0.010337300964139859,0.0016187255482887806,1.022177483357419,44.326039411303604,,False,sampled
model_index,14.9475,0.4303565578880997,1.0259814782142778,146.809328520426,,False,sampled
q_level,0.007909140122520104,0.002180605996730538,1.1325980179117852,7.665148984528804,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,5.234096436947036e-08,2.89095365178339e-08,1.109805153577436,13.630770436673535,,False,sampled
s_level,-0.002018706268386536,0.08902177902273697,1.0402315025927984,400.0,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,4.662358078424087e-06,0.00022902041976271382,1.109805153577436,400.0,,False,sampled
sd.level,0.08816544935921358,0.01167623646785126,1.1325980179117852,7.665148984528804,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,0.00021749149014240452,7.107069504614806e-05,1.109805153577436,13.630770436673535,,False,sampled
sigma,1.4739019427128328,0.03592395020393325,1.0716722703800363,62.90353694392467,0.392,False,sampled
sigma2,2.1736742406054232,0.10609830123316134,1.0733087619596433,62.90353694392467,,False,sampled
signed_sd.level,-0.002018706268386536,0.08902177902273697,1.0402315025927984,400.0,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,4.662358078424087e-06,0.00022902041976271382,1.109805153577436,400.0,,False,sampled
state_level,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_season,0.0075,0.08638521873004427,1.0050633235094988,242.03942141259,,False,sampled
state_trend,1.98,0.14017532881009248,1.0180659769058846,94.48771919173764,,False,sampled
xi,-0.3019962855423319,0.018897485347631426,1.003660600913196,37.98104989603261,0.282,False,sampled
