date,y,mu,alpha,beta,gamma
2000-01-01T00:00:00,5.1872172989345815,5.506853480472439,5.506853480472439,0.012,0.0
2000-02-01T00:00:00,32.665425153766904,5.567834287678662,5.567834287678662,0.012,0.0
2000-03-01T00:00:00,5.383297554910418,5.551025375885133,5.551025375885133,0.012,0.0
2000-04-01T00:00:00,24.21609509849217,5.1727140188309395,5.1727140188309395,0.012,0.0
2000-05-01T00:00:00,12.68648327142488,5.142351152064845,5.142351152064845,0.012,0.0
2000-06-01T00:00:00,8.8267461014455,5.2102472945296325,5.2102472945296325,0.012,0.0
2000-07-01T00:00:00,0.18958389468588166,5.126934403637791,5.126934403637791,0.012,0.0
2000-08-01T00:00:00,3.8864469069210252,5.2620971303784945,5.2620971303784945,0.012,0.0
2000-09-01T00:00:00,-4.570890472401636,5.412661561239291,5.412661561239291,0.012,0.0
2000-10-01T00:00:00,0.6893427166237522,5.335943551861436,5.335943551861436,0.012,0.0
2000-11-01T00:00:00,0.6785733203086526,5.347467716823738,5.347467716823738,0.012,0.0
2000-12-01T00:00:00,4.960378070266081,5.493432556620569,5.493432556620569,0.012,0.0
2001-01-01T00:00:00,10.210745741485832,5.622055322591684,5.622055322591684,0.012,0.0
2001-02-01T00:00:00,5.166177156766271,5.30070187311142,5.30070187311142,0.012,0.0
2001-03-01T00:00:00,0.7863845531801843,5.609907724148799,5.609907724148799,0.012,0.0
2001-04-01T00:00:00,10.823192581363987,5.563613360647022,5.563613360647022,0.012,0.0
2001-05-01T00:00:00,12.03482010586309,5.579900772258237,5.579900772258237,0.012,0.0
2001-06-01T00:00:00,3.3993280536324715,5.665807125420319,5.665807125420319,0.012,0.0
2001-07-01T00:00:00,-1.7280405744431322,5.395428237434753,5.395428237434753,0.012,0.0
2001-08-01T00:00:00,23.641154674537063,5.263475698007762,5.263475698007762,0.012,0.0
2001-09-01T00:00:00,13.192106965052101,5.183081274502731,5.183081274502731,0.012,0.0
2001-10-01T00:00:00,8.351539290219094,5.035068511065263,5.035068511065263,0.012,0.0
2001-11-01T00:00:00,17.044382076107556,4.875318312203671,4.875318312203671,0.012,0.0
2001-12-01T00:00:00,4.904327963565509,5.226975688842947,5.226975688842947,0.012,0.0
2002-01-01T00:00:00,-2.4567667999694516,5.410192074695398,5.410192074695398,0.012,0.0
2002-02-01T00:00:00,13.500526622763168,5.463641627178101,5.463641627178101,0.012,0.0
2002-03-01T00:00:00,26.21475758601001,5.538596854937551,5.538596854937551,0.012,0.0
2002-04-01T00:00:00,17.46000642724632,5.605778859462271,5.605778859462271,0.012,0.0
2002-05-01T00:00:00,4.674879359813775,5.587128079636565,5.587128079636565,0.012,0.0
2002-06-01T00:00:00,6.3292428825615525,5.992409888875704,5.992409888875704,0.012,0.0
2002-07-01T00:00:00,10.543760730186232,5.895934048453645,5.895934048453645,0.012,0.0
2002-08-01T00:00:00,-3.3365223138837514,6.157040916981597,6.157040916981597,0.012,0.0
