date,y,mu,alpha,beta,gamma
2000-01-01T00:00:00,15.617153957712578,17.06267496714947,5.170370121736208,0.012,11.892304845413262
2000-02-01T00:00:00,3.491046536253168,9.425641640680753,4.925641640680746,0.012,4.500000000000007
2000-03-01T00:00:00,18.444591940710623,1.9086055574610739,4.908605557461073,0.012,-2.9999999999999996
2000-04-01T00:00:00,19.174927175140198,-2.387860706501373,5.112139293498623,0.012,-7.499999999999996
2000-05-01T00:00:00,-7.706609400711165,-3.5768434706061267,5.315461374807143,0.012,-8.89230484541327
2000-06-01T00:00:00,-14.12505376859302,-3.6068305350824943,5.393169464917506,0.012,-9.0
2000-07-01T00:00:00,-1.9814334882366753,-3.584703591324021,5.307601254089241,0.012,-8.892304845413262
2000-08-01T00:00:00,-11.058838774759142,-2.067972398921328,5.432027601078675,0.012,-7.5000000000000036
2000-09-01T00:00:00,12.699361110267679,2.8843414250282358,5.884341425028238,0.012,-3.0000000000000027
2000-10-01T00:00:00,10.056812072483659,10.511831117324316,6.011831117324324,0.012,4.499999999999991
2000-11-01T00:00:00,18.672649010433325,17.943383737856173,6.051078892442923,0.012,11.892304845413252
2000-12-01T00:00:00,15.742070040409342,21.07792546243369,6.07792546243369,0.012,15.0
2001-01-01T00:00:00,17.092472701811616,17.798828872481263,5.906524027067992,0.012,11.892304845413271
2001-02-01T00:00:00,38.049324968927536,10.411319230230443,5.91131923023043,0.012,4.500000000000012
2001-03-01T00:00:00,14.542108300075425,2.964240541140119,5.964240541140105,0.012,-2.9999999999999862
2001-04-01T00:00:00,5.7323123043266335,-1.4506007245211396,6.049399275478853,0.012,-7.499999999999993
2001-05-01T00:00:00,-7.996696630310414,-2.652855317444857,6.239449527968413,0.012,-8.89230484541327
2001-06-01T00:00:00,-7.683606084421979,-2.5777910512262254,6.422208948773773,0.012,-8.999999999999998
2001-07-01T00:00:00,1.6994258901387047,-2.44559301087898,6.446711834534282,0.012,-8.892304845413262
2001-08-01T00:00:00,8.600426519090554,-0.8556956964367766,6.644304303563232,0.012,-7.500000000000009
2001-09-01T00:00:00,10.222914401715283,3.8772158756694854,6.877215875669491,0.012,-3.0000000000000058
2001-10-01T00:00:00,10.17448413282083,11.548139231907516,7.048139231907529,0.012,4.499999999999987
2001-11-01T00:00:00,17.812809520379396,19.27884690821428,7.386542062801041,0.012,11.89230484541324
2001-12-01T00:00:00,21.052951702800623,22.165897965411393,7.165897965411393,0.012,15.0
2002-01-01T00:00:00,52.711504624336015,18.95536638354092,7.063061538127647,0.012,11.892304845413273
2002-02-01T00:00:00,11.070218018520793,11.62398436411778,7.1239843641177485,0.012,4.500000000000031
2002-03-01T00:00:00,32.63129508111184,4.194870427318936,7.194870427318908,0.012,-2.9999999999999725
2002-04-01T00:00:00,-6.450745282009952,-0.3418071431263252,7.158192856873665,0.012,-7.49999999999999
2002-05-01T00:00:00,7.048648008924054,-2.234684940080843,6.6576199053324245,0.012,-8.892304845413268
2002-06-01T00:00:00,1.7131884143363063,-2.2916555670916186,6.70834443290838,0.012,-8.999999999999998
2002-07-01T00:00:00,8.589216582145834,-2.432633339214397,6.459671506198865,0.012,-8.892304845413262
2002-08-01T00:00:00,14.847727490131629,-1.1826755451600155,6.317324454839994,0.012,-7.50000000000001
2002-09-01T00:00:00,17.454589771498775,3.2180819953710844,6.218081995371114,0.012,-3.0000000000000298
2002-10-01T00:00:00,17.86112078527647,10.875067054340438,6.375067054340483,0.012,4.499999999999955
2002-11-01T00:00:00,15.679096256088672,18.05112190892727,6.158817063514052,0.012,11.892304845413218
2002-12-01T00:00:00,12.566531462829,20.9377534294651,5.937753429465103,0.012,14.999999999999998
2003-01-01T00:00:00,18.036105966415228,17.69249004020108,5.800185194787802,0.012,11.892304845413276
2003-02-01T00:00:00,16.516646935834203,10.402265347018233,5.902265347018198,0.012,4.500000000000035
2003-03-01T00:00:00,3.7633797569081873,2.8208588100332093,5.820858810033179,0.012,-2.9999999999999694
2003-04-01T00:00:00,-4.833807281335176,-1.8840589202564377,5.615941079743542,0.012,-7.49999999999998
2003-05-01T00:00:00,14.250694776124224,-3.3117530597387557,5.58055178567451,0.012,-8.892304845413266
2003-06-01T00:00:00,-4.406757290931349,-3.527290622728275,5.472709377271725,0.012,-9.0
2003-07-01T00:00:00,3.7425004949425924,-3.37008907132636,5.522215774086902,0.012,-8.892304845413262
2003-08-01T00:00:00,-1.6401902647749163,-1.4800834473698616,6.019916552630149,0.012,-7.500000000000011
2003-09-01T00:00:00,-1.1899373670927416,3.0123301714417234,6.012330171441756,0.012,-3.000000000000033
2003-10-01T00:00:00,4.9401720757654255,10.614579297055275,6.114579297055324,0.012,4.499999999999951
2003-11-01T00:00:00,24.13801781397225,17.720659875315267,5.8283550299020535,0.012,11.892304845413214
2003-12-01T00:00:00,31.10165879192219,21.084354622333958,6.084354622333958,0.012,15.0
2004-01-01T00:00:00,20.04101251173366,18.321128167627684,6.4288233222144004,0.012,11.892304845413282
2004-02-01T00:00:00,5.030192586533929,10.817692101297053,6.317692101297014,0.012,4.500000000000039
2004-03-01T00:00:00,45.965229946155766,3.776272451112051,6.776272451112018,0.012,-2.9999999999999667
2004-04-01T00:00:00,25.24574749546126,-0.8280907553953911,6.6719092446045885,0.012,-7.49999999999998
2004-05-01T00:00:00,10.466708028393338,-1.9981326063019438,6.894172239111322,0.012,-8.892304845413266
2004-06-01T00:00:00,2.175541773749999,-2.2516543259067774,6.748345674093223,0.012,-9.0
2004-07-01T00:00:00,5.3668096251079875,-1.7250712388044818,7.167233606608782,0.012,-8.892304845413264
2004-08-01T00:00:00,10.328186013467274,-0.37676940751626997,7.1232305924837425,0.012,-7.500000000000012
2004-09-01T00:00:00,0.21293720969003882,4.233827413301961,7.233827413301997,0.012,-3.0000000000000355
2004-10-01T00:00:00,3.7316019858269502,11.910810513594193,7.410810513594245,0.012,4.4999999999999485
