parameter,mean,sd,lower,median,upper
alpha0,24.900188108674893,0.1437647031047164,24.71222198534362,24.875207254070347,25.20635030724461
beta0,0.00617205103971524,0.0008599784818893924,0.004551831041192189,0.006374794764594686,0.006772576103870326
initial.level,24.900188108674893,0.1437647031047164,24.71222198534362,24.875207254070347,25.20635030724461
initial.slope,0.00617205103971524,0.0008599784818893924,0.004551831041192189,0.006374794764594686,0.006772576103870326
model_index,5.38,3.9299122797227666,3.0,3.0,12.0
q_level,9.629060550161314e-05,0.00030748581524509195,0.0,0.0,0.0006308945491994931
q_season,0.0,0.0,0.0,0.0,0.0
q_trend,2.0500965850298746e-09,9.112108537984239e-09,0.0,0.0,1.1154234689060267e-08
s_level,-0.00012127955277533897,0.009824316248271781,-0.016372322338539386,-0.0,0.016977032997740272
s_season,0.0,0.0,0.0,-0.0,0.0
s_trend,-1.1156790643621102e-06,4.532093128220043e-05,-3.5353785966265295e-05,0.0,4.773530735181331e-05
sd.level,0.003812689116179792,0.009053115732505723,0.0,0.0,0.025117538630437343
sd.seasonal,0.0,0.0,0.0,0.0,0.0
sd.slope,1.3063819762881151e-05,4.3406722487716624e-05,0.0,0.0,0.00010561350184149069
sigma,1.3869751635701721,0.03600764461839609,1.3288546241890438,1.3838098206243235,1.4424366560411424
sigma2,1.9249934134552933,0.0999796963790775,1.7658551153992057,1.9149296669876388,2.0806235066911527
signed_sd.level,-0.00012127955277533897,0.009824316248271781,-0.016372322338539386,-0.0,0.016977032997740272
signed_sd.seasonal,0.0,0.0,0.0,-0.0,0.0
signed_sd.slope,-1.1156790643621102e-06,4.532093128220043e-05,-3.5353785966265295e-05,0.0,4.773530735181331e-05
state_level,1.2225,0.41644605688581005,1.0,1.0,2.0
state_season,0.0175,0.13128915456069917,0.0,0.0,0.0
state_trend,1.12,0.3253685013244757,1.0,1.0,2.0
xi,-0.27487841548355035,0.016718845087960857,-0.3024092078003237,-0.2751838480489696,-0.24853963898624584
