time,observed,lower,median,upper,truth
1,23.773954603718376,24.937031862693022,25.076104135273265,25.208720915920605,25.0
2,26.25998659273474,24.938997211187264,25.076104135273265,25.20922744381996,25.0
3,25.40202635744245,24.933988537245572,25.075724239429086,25.206640727533355,25.0
4,24.806881024681974,24.932470333256155,25.075512348222112,25.205625627154443,25.0
5,24.5176912798758,24.927937289289837,25.074079926672958,25.204423209290013,25.0
6,25.85780711229602,24.930941593695422,25.074079926672958,25.205171282271948,25.0
7,23.57324394200329,24.92030942646315,25.072554987122814,25.197555547113723,25.0
8,27.469307958715437,24.915255526548226,25.07095308052147,25.19055236361713,25.0
9,24.329445120117025,24.919510911874603,25.07157474021689,25.190643064455454,25.0
10,28.05434728334392,24.91298812917148,25.070759005635402,25.18800950206403,25.0
11,26.55038611972706,24.902220745367536,25.068787105013215,25.17927779618294,25.0
12,25.859906706576,24.886134766463655,25.06726892126104,25.180914935320622,25.0
13,24.63361083209685,24.9089987757094,25.07015464797916,25.181314991013913,25.0
14,25.534978979825144,24.91379415770727,25.070653536939773,25.185162541795766,25.0
15,27.67233298987345,24.92034168275009,25.071936248227967,25.191540681417546,25.0
16,27.403342217910577,24.92215726241478,25.073716340172876,25.199509484282277,25.0
17,25.44839321272576,24.920349033114366,25.07182081210544,25.190643064455454,25.0
18,25.735502774176624,24.92843010724697,25.07371965427135,25.201443639731206,25.0
19,23.934831599126174,24.914847221826413,25.070181234776122,25.181314991013913,25.0
20,25.903159930726943,24.913485636093842,25.070046855746657,25.181314991013913,25.0
21,24.885434090105463,24.9264698046929,25.07371965427135,25.19896368077956,25.0
22,25.30633044603476,24.92407238008961,25.073261733754308,25.197275957537435,25.0
23,25.663575159133472,24.92046896732538,25.072017687195988,25.190643064455454,25.0
24,24.807010229182477,24.929210486277107,25.07371965427135,25.199500193557654,25.0
25,24.809204372904148,24.92245116180825,25.072017687195988,25.19105355311639,25.0
26,25.287382195928465,24.920264284575442,25.07104559855123,25.190616069680352,25.0
27,26.374174857945643,24.9202931120982,25.0710863514444,25.19060894149463,25.0
28,23.72449929813617,24.922022337405714,25.072017687195988,25.190643064455454,25.0
29,26.92457253573974,24.92420409965385,25.072017687195988,25.19071963229547,25.0
30,24.38095187521064,24.93093377635257,25.07371965427135,25.198254485589022,25.0
31,26.13596059344045,24.930788714172486,25.07371965427135,25.198300973422914,25.0
32,26.18021285302252,24.93093377635257,25.07371965427135,25.20030348982506,25.0
33,26.02862099575953,24.927483700886945,25.072554987122814,25.19344503199273,25.0
34,24.33590135740446,24.931041598685923,25.07371965427135,25.200067195692803,25.0
35,23.605779334068224,24.92454491576329,25.072017687195988,25.190992572948836,25.0
36,26.474300654518384,24.91668305433655,25.069280707440385,25.181314991013913,25.0
37,26.627236559670287,24.91488997730783,25.06881041746545,25.181314991013913,25.0
38,26.769143320282147,24.91529166692905,25.068787105013215,25.181314991013913,25.0
39,27.031006983613537,24.90867227120548,25.06870774434768,25.181314991013913,25.0
40,22.454128763411504,24.91098319712153,25.06870774434768,25.181314991013913,25.0
41,25.401258639417865,24.919318245283073,25.069700280878145,25.182002676131386,25.0
42,23.36005289003053,24.920269758447763,25.07070275029344,25.181314991013913,25.0
43,27.43398232926541,24.92030212111193,25.070759005635402,25.181314991013913,25.0
44,22.75127634961808,24.920314175511393,25.070759005635402,25.181314991013913,25.0
45,24.98960902630542,24.920409999544113,25.070759005635402,25.181314991013913,25.0
46,27.103930852804343,24.9274612759211,25.071906460367565,25.190574081337363,25.0
47,26.136939052667262,24.922418103743023,25.0710863514444,25.18247557534211,25.0
48,25.097047543973726,24.92763416876502,25.07157474021689,25.189641638386483,25.0
49,22.14193311894097,24.92562380010162,25.071137850294775,25.187375427066495,25.0
50,24.336784628465917,24.931020255137984,25.07289607320149,25.197579801608068,25.0
51,22.04632529092902,24.922340026254183,25.07079973014939,25.18247063298713,25.0
52,23.769296659599032,24.931115444114084,25.073055287154972,25.197284588831128,25.0
53,26.38683374009853,24.926793086127073,25.071137850294775,25.186876175010468,25.0
54,23.78326695738846,24.918637839243416,25.068787105013215,25.181314991013913,25.0
55,24.13910334142877,24.91809326312063,25.068787105013215,25.181314991013913,25.0
56,22.61734095129864,24.916318147689662,25.068388710914896,25.181314991013913,25.0
57,26.242012838725397,24.895795758427457,25.065780604374723,25.17910531593451,25.0
58,27.711186250436217,24.890929863199165,25.06567334610742,25.17910531593451,25.0
59,25.520778299958533,24.903088224762154,25.066129522367135,25.17910531593451,25.0
60,24.96050957827253,24.896117096802442,25.06575929802773,25.17910531593451,25.0
61,23.656283320508678,24.902537417757667,25.06612018373913,25.17910531593451,25.0
62,25.9451583041313,24.92034779236263,25.068594615743656,25.181314991013913,25.0
63,24.53623771754805,24.924032866411792,25.070626844199474,25.181314991013913,25.0
64,26.209071655290927,24.921335093551356,25.070507361180418,25.181314991013913,25.0
65,27.210996122885543,24.92156414035515,25.070605694109652,25.181314991013913,25.0
66,25.36500877801646,24.92035569302604,25.06867812903779,25.181314991013913,25.0
67,24.806497416797573,24.92032905316288,25.068396534618188,25.181314991013913,25.0
68,25.60570937784008,24.927830721850714,25.070759005635402,25.182636428435266,25.0
69,26.15719380207521,24.916620202979683,25.067180981928985,25.181314991013913,25.0
70,25.29979680894147,24.90554318139696,25.06594729735664,25.179347894872183,25.0
71,28.17106797313677,24.89204312381373,25.065579882445057,25.17910531593451,25.0
72,26.20261483004133,24.885639661580072,25.06555416362879,25.181257461352125,25.0
73,24.92831419948581,24.892776473028533,25.0656905337092,25.17910531593451,25.0
74,22.19430422074135,24.882699292124023,25.065598637083408,25.181314991013913,25.0
75,24.433836604408665,24.86348795253008,25.065349010200002,25.181314991013913,25.0
76,24.77739045509142,24.850544303809194,25.06529129213874,25.182512142968296,25.0
77,25.17036864954524,24.831265081789535,25.065233574077475,25.182691812779645,25.0
78,23.059288803768336,24.79533807645194,25.06522749386881,25.182691812779645,25.0
79,23.60382034851894,24.823437933850443,25.06522749386881,25.182691812779645,25.0
80,26.364258733600455,24.830469547185224,25.06522749386881,25.182691812779645,25.0
81,26.927925210065865,24.859107183812966,25.06522749386881,25.181314991013913,25.0
82,28.46625689964761,24.844399445698794,25.06522749386881,25.182492415955316,25.0
83,27.584504615992387,24.820034360335395,25.06522749386881,25.182691812779645,25.0
84,24.86140496333035,24.781366693382743,25.064777829505523,25.182691812779645,25.0
85,22.31352898027261,24.78630130715296,25.06522749386881,25.182691812779645,25.0
86,25.367719075497856,24.734443982297208,25.063928271803853,25.184243387488294,25.0
87,23.333240918589706,24.74179801038236,25.064383193696848,25.18308841415311,25.0
88,25.943770903215725,24.728158455915462,25.063882984742584,25.18590671598568,25.0
89,25.61065878225215,24.722085359334017,25.063882984742584,25.187157560947846,25.0
90,27.491331999668237,24.692109676974567,25.06332997929829,25.1877722545771,25.0
91,24.84792018491089,24.67073782094403,25.06202423951337,25.1877722545771,25.0
92,23.11113570719301,24.667167591615723,25.061859911649826,25.1877722545771,25.0
93,24.48720588075292,24.671195178981662,25.06258862463276,25.1877722545771,25.0
94,24.841619552408524,24.710519660066474,25.063882984742584,25.187647074091966,25.0
95,24.59501898890036,24.73665353298026,25.063882984742584,25.183646819455582,25.0
96,26.443985820914666,24.736072409477,25.063882984742584,25.183801412401422,25.0
97,27.11018685553744,24.745724085025223,25.064485019477406,25.182691812779645,25.0
98,26.303940313047768,24.753892194662047,25.064485019477406,25.182691812779645,25.0
99,24.445316406639904,24.740152785391953,25.064485019477406,25.182715933446804,25.0
100,22.699046088281342,24.764527977370662,25.064808819715193,25.182691812779645,25.0
101,26.46717328316028,24.77295240602964,25.06520659778662,25.182691812779645,25.0
102,24.34146362473956,24.755351615310243,25.064485019477406,25.182691812779645,25.0
103,22.77102648528179,24.753197851258196,25.064485019477406,25.182691812779645,25.0
104,24.674411131752755,24.752859984986454,25.064485019477406,25.182691812779645,25.0
105,26.044883843240985,24.750407233510177,25.064485019477406,25.182691812779645,25.0
106,23.25476761788173,24.755003933384266,25.064485019477406,25.182691812779645,25.0
107,27.357126158267796,24.72024570574826,25.063882984742584,25.184882718827396,25.0
108,26.03713982524364,24.725551030260295,25.063882984742584,25.184004742803065,25.0
109,25.565005452522307,24.7620956452631,25.06513330949493,25.182691812779645,25.0
110,24.45448901702065,24.782891917513595,25.06510927550464,25.182691812779645,25.0
111,24.698616748577145,24.791769475844298,25.065085241514353,25.1826271573826,25.0
112,26.897071542642127,24.8129133598374,25.065061207524067,25.181314991013913,25.0
113,23.79919507452047,24.815398582715158,25.06503717353378,25.181314991013913,25.0
114,25.09787369079601,24.790408488624635,25.065013139543495,25.18261248085718,25.0
115,26.637872919707075,24.835810687401622,25.06516880689377,25.181314991013913,25.0
116,23.51513464730132,24.857235646604153,25.06532008956294,25.17910531593451,25.0
117,26.22605954053796,24.8768680320523,25.06531380729347,25.17910531593451,25.0
118,25.258439514328483,24.834374756117523,25.065127219448605,25.181314991013913,25.0
119,27.281446843818948,24.860340358676766,25.065388517953373,25.17910531593451,25.0
120,26.800810215873625,24.865125411226416,25.06538384863937,25.17910531593451,25.0
121,25.617649644338485,24.853579320168276,25.06537917932537,25.17910531593451,25.0
122,27.37270831321672,24.86172011213323,25.065374510011367,25.17910531593451,25.0
123,25.892491031499496,24.86284256471751,25.065369840697368,25.17910531593451,25.0
124,27.807567291145656,24.88093715654748,25.06536517138337,25.17972949694648,25.0
125,24.878858273229746,24.862335979058688,25.06534609210319,25.17910531593451,25.0
126,27.986408078934105,24.887750782504035,25.065355832755365,25.181314991013913,25.0
127,24.8211830608126,24.861474093255154,25.065319314588134,25.17910531593451,25.0
128,22.93391486889505,24.836219361830274,25.065189410224114,25.17910531593451,25.0
129,24.63065976621988,24.884235223562456,25.065341824813363,25.181314991013913,25.0
130,22.693397150924262,24.882587635146397,25.065337155499364,25.181314991013913,25.0
131,25.387184840974356,24.88554177656644,25.065332486185362,25.181314991013913,25.0
132,26.47872587371303,24.879637006415727,25.06532781687136,25.181314991013913,25.0
133,25.197167163342336,24.90393311410879,25.06640983525219,25.181314991013913,25.0
134,24.325642364529,24.867653902782404,25.06531847824336,25.179352341453516,25.0
135,28.32976982800782,24.87882818095883,25.06531380892936,25.181314991013913,25.0
136,24.6613447085218,24.893335755787728,25.06530913961536,25.181314991013913,25.0
137,25.34524725323256,24.91180558528273,25.06700997686466,25.181888310181307,25.0
138,28.1550416816726,24.920199794571808,25.06700997686466,25.182457497428317,25.0
139,26.246674587605344,24.91972867399137,25.06700997686466,25.181314991013913,25.0
140,24.12460876622941,24.916667537918915,25.06700997686466,25.181314991013913,25.0
141,26.893518534784864,24.90217817788654,25.06700997686466,25.181314991013913,25.0
142,26.70977781423086,24.860873918338125,25.065281123731353,25.18027688217458,25.0
143,27.255176166785432,24.838034236427685,25.065258812205414,25.17910531593451,25.0
144,25.43374560326338,24.82298057656107,25.06527178510335,25.17910531593451,25.0
145,23.77740290831129,24.821313696491565,25.06523745955516,25.17910531593451,25.0
146,25.13398989073853,24.800251047735202,25.06499647865658,25.181314991013913,25.0
147,24.43739691648804,24.814822727419767,25.06499180934258,25.179258674547164,25.0
148,27.965641776095463,24.875525240057858,25.065253107847347,25.181314991013913,25.0
149,24.037454186047803,24.8812881601854,25.06559880324189,25.181314991013913,25.0
150,25.129318732921234,24.853861126675152,25.065243769219347,25.18127942795895,25.0
151,26.955529463556925,24.878639570612123,25.065532804608893,25.181307629579766,25.0
152,25.911142672925173,24.85301105754539,25.065243935298284,25.18130005885962,25.0
153,23.20404251166444,24.830140783002705,25.065472647295056,25.17910531593451,25.0
154,24.633558631300048,24.82188631869232,25.065584797608572,25.17910531593451,25.0
