parameter,mean,sd,lower,median,upper
alpha0,24.823267476078065,0.2724991384594375,24.369550897454243,24.815575615817693,25.271430231717126
beta0,0.00893850618644289,0.006418975481730427,-0.0027260008121310878,0.011016687550399897,0.017436239698604993
initial.level,24.823267476078065,0.2724991384594375,24.369550897454243,24.815575615817693,25.271430231717126
initial.slope,0.00893850618644289,0.006418975481730427,-0.0027260008121310878,0.011016687550399897,0.017436239698604993
model_index,9.06,4.3884983577154655,3.0,6.0,15.0
q_level,0.0020376552643124298,0.0036762200569290604,0.0,0.0,0.010099792132108393
q_season,0.0,0.0,0.0,0.0,0.0
q_trend,1.405475577624151e-06,2.288782698668261e-06,0.0,1.098475738875212e-07,6.400532474618077e-06
s_level,0.0019166524232493648,0.04514485378697972,-0.07835134467496135,0.0,0.08400777831986908
s_season,0.0,0.0,0.0,0.0,0.0
s_trend,3.444742223081378e-05,0.0011862137914574636,-0.00206836181055153,0.0,0.0023356847779782493
sd.level,0.02745198214974199,0.0358694462560004,0.0,0.0,0.10049772182131911
sd.seasonal,0.0,0.0,0.0,0.0,0.0
sd.slope,0.0007608838618442527,0.0009100481865334124,0.0,0.0003314220049538783,0.002529924870119751
sigma,1.554070530897364,0.06788669905546639,1.4591639801593579,1.548032764338287,1.6703555403245922
sigma2,2.4197346017044445,0.21220879851932353,2.129159520994499,2.3964054405332735,2.7900876310930602
signed_sd.level,0.0019166524232493648,0.04514485378697972,-0.07835134467496135,0.0,0.08400777831986908
signed_sd.seasonal,0.0,0.0,0.0,0.0,0.0
signed_sd.slope,3.444742223081378e-05,0.0011862137914574636,-0.00206836181055153,0.0,0.0023356847779782493
state_level,1.494,0.5004647139007099,1.0,1.0,2.0
state_season,0.0,0.0,0.0,0.0,0.0
state_trend,1.538,0.5524186208531812,1.0,2.0,2.0
xi,-0.24320627589968907,0.03646258956879699,-0.2960649477498682,-0.251503438755229,-0.17556047744045714
