date,y,mu,alpha_mu,beta_mu,gamma_mu,sigma,eta,alpha_sig,beta_sig,gamma_sig
2000-01-01T00:00:00,10.921309337682237,5.5,5.5,0.0,0.0,1.6753533440726815,0.5160240947150347,0.5160240947150347,0.004,0.0
2000-02-01T00:00:00,6.676052734552833,5.5,5.5,0.0,0.0,1.5415577374687448,0.4327934230229407,0.4327934230229407,0.004,0.0
2000-03-01T00:00:00,7.506412940790702,5.5,5.5,0.0,0.0,2.0363188617916284,0.7111436983078552,0.7111436983078552,0.004,0.0
2000-04-01T00:00:00,3.5119761631589084,5.5,5.5,0.0,0.0,2.3308887330310895,0.8462496253369404,0.8462496253369404,0.004,0.0
2000-05-01T00:00:00,4.742284805370107,5.5,5.5,0.0,0.0,1.8986950577584445,0.6411668385031054,0.6411668385031054,0.004,0.0
2000-06-01T00:00:00,6.314547160346546,5.5,5.5,0.0,0.0,2.069757861234877,0.7274316251862879,0.7274316251862879,0.004,0.0
2000-07-01T00:00:00,5.584686905655808,5.5,5.5,0.0,0.0,2.1265700135403467,0.7545103594772687,0.7545103594772687,0.004,0.0
2000-08-01T00:00:00,6.471326059473501,5.5,5.5,0.0,0.0,2.101660769458885,0.7427278747776127,0.7427278747776127,0.004,0.0
2000-09-01T00:00:00,10.321508361279811,5.5,5.5,0.0,0.0,3.041283369178845,1.1122795872473765,1.1122795872473765,0.004,0.0
2000-10-01T00:00:00,11.88582741465924,5.5,5.5,0.0,0.0,2.3797961963001217,0.8670148522100993,0.8670148522100993,0.004,0.0
2000-11-01T00:00:00,17.355500984044866,5.5,5.5,0.0,0.0,3.0293642041869546,1.1083527639014623,1.1083527639014623,0.004,0.0
2000-12-01T00:00:00,5.618300699005749,5.5,5.5,0.0,0.0,4.639906338306709,1.5346941803246688,1.5346941803246688,0.004,0.0
2001-01-01T00:00:00,9.283800257917424,5.5,5.5,0.0,0.0,3.9981329847663623,1.385827498348015,1.385827498348015,0.004,0.0
2001-02-01T00:00:00,2.1740829079370902,5.5,5.5,0.0,0.0,3.882746158805059,1.3565426761699753,1.3565426761699753,0.004,0.0
2001-03-01T00:00:00,8.591135620384808,5.5,5.5,0.0,0.0,4.814413666893091,1.571614265642749,1.571614265642749,0.004,0.0
2001-04-01T00:00:00,6.312795311022244,5.5,5.5,0.0,0.0,3.614850653278776,1.2850505416947406,1.2850505416947406,0.004,0.0
2001-05-01T00:00:00,5.117690019523053,5.5,5.5,0.0,0.0,2.4961542675207857,0.914751254495026,0.914751254495026,0.004,0.0
2001-06-01T00:00:00,5.077023077772166,5.5,5.5,0.0,0.0,2.0819139844511962,0.7332876554350097,0.7332876554350097,0.004,0.0
2001-07-01T00:00:00,5.958550460193018,5.5,5.5,0.0,0.0,2.2536471468660983,0.8125498580507982,0.8125498580507982,0.004,0.0
2001-08-01T00:00:00,7.7371942605443875,5.5,5.5,0.0,0.0,1.8893582004329899,0.6362371949119172,0.6362371949119172,0.004,0.0
2001-09-01T00:00:00,6.715341344205513,5.5,5.5,0.0,0.0,1.6617302447908906,0.5078593756732462,0.5078593756732462,0.004,0.0
2001-10-01T00:00:00,9.67403366941802,5.5,5.5,0.0,0.0,1.9496684825605397,0.6676593491791839,0.6676593491791839,0.004,0.0
2001-11-01T00:00:00,5.046235821820555,5.5,5.5,0.0,0.0,1.6644640372178838,0.5095031720427814,0.5095031720427814,0.004,0.0
2001-12-01T00:00:00,7.418006345896642,5.5,5.5,0.0,0.0,1.5007088044453765,0.4059375327949646,0.4059375327949646,0.004,0.0
2002-01-01T00:00:00,12.17090139550853,5.5,5.5,0.0,0.0,1.4942690025689285,0.40163712576964183,0.40163712576964183,0.004,0.0
2002-02-01T00:00:00,3.462389216538305,5.5,5.5,0.0,0.0,1.5170705960739468,0.4167812359177109,0.4167812359177109,0.004,0.0
2002-03-01T00:00:00,10.20280918430572,5.5,5.5,0.0,0.0,1.6760375704486552,0.5164324185441145,0.5164324185441145,0.004,0.0
2002-04-01T00:00:00,6.624223857159554,5.5,5.5,0.0,0.0,1.7464417044456324,0.5575804062053173,0.5575804062053173,0.004,0.0
2002-05-01T00:00:00,7.643956606972177,5.5,5.5,0.0,0.0,1.799094042105281,0.5872832282576441,0.5872832282576441,0.004,0.0
2002-06-01T00:00:00,4.385734371631863,5.5,5.5,0.0,0.0,1.9660125252565177,0.6760073926388197,0.6760073926388197,0.004,0.0
2002-07-01T00:00:00,12.19056643092951,5.5,5.5,0.0,0.0,2.2542751267095844,0.8128284697079821,0.8128284697079821,0.004,0.0
2002-08-01T00:00:00,7.025618856687041,5.5,5.5,0.0,0.0,2.213189852811902,0.7944348471821755,0.7944348471821755,0.004,0.0
2002-09-01T00:00:00,8.997116393020331,5.5,5.5,0.0,0.0,2.5852883930215156,0.9498370657691229,0.9498370657691229,0.004,0.0
2002-10-01T00:00:00,6.0983397214196495,5.5,5.5,0.0,0.0,3.332581445755603,1.2037472126087188,1.2037472126087188,0.004,0.0
2002-11-01T00:00:00,9.859125524601652,5.5,5.5,0.0,0.0,3.855877926150959,1.3495987180912976,1.3495987180912976,0.004,0.0
2002-12-01T00:00:00,4.390285931375379,5.5,5.5,0.0,0.0,3.7945547146888194,1.333567069230481,1.333567069230481,0.004,0.0
2003-01-01T00:00:00,8.848107739999959,5.5,5.5,0.0,0.0,3.0374257962767173,1.1110103791589576,1.1110103791589576,0.004,0.0
2003-02-01T00:00:00,3.790617724360536,5.5,5.5,0.0,0.0,4.6475185567830835,1.536333433458225,1.536333433458225,0.004,0.0
2003-03-01T00:00:00,6.856019805859093,5.5,5.5,0.0,0.0,4.454909032103048,1.4940066414332744,1.4940066414332744,0.004,0.0
2003-04-01T00:00:00,8.039764845614782,5.5,5.5,0.0,0.0,2.8615051417957207,1.0513477597536531,1.0513477597536531,0.004,0.0
2003-05-01T00:00:00,8.37215879658325,5.5,5.5,0.0,0.0,2.973485551003706,1.0897348508971834,1.0897348508971834,0.004,0.0
2003-06-01T00:00:00,17.816960635886076,5.5,5.5,0.0,0.0,3.2979316574712882,1.1932955015064695,1.1932955015064695,0.004,0.0
2003-07-01T00:00:00,17.15860482740993,5.5,5.5,0.0,0.0,3.883698644825033,1.3567879585479055,1.3567879585479055,0.004,0.0
2003-08-01T00:00:00,17.833963460269604,5.5,5.5,0.0,0.0,2.7353051924828047,1.0062430173935792,1.0062430173935792,0.004,0.0
2003-09-01T00:00:00,4.002657447824696,5.5,5.5,0.0,0.0,2.8059784929028875,1.0317523169691019,1.0317523169691019,0.004,0.0
2003-10-01T00:00:00,10.819849479996302,5.5,5.5,0.0,0.0,2.6865332122505254,0.988251593757084,0.988251593757084,0.004,0.0
2003-11-01T00:00:00,3.109996918586974,5.5,5.5,0.0,0.0,3.340425290424654,1.2060981313449903,1.2060981313449903,0.004,0.0
2003-12-01T00:00:00,9.585596279224475,5.5,5.5,0.0,0.0,2.956757930846453,1.0840933744305863,1.0840933744305863,0.004,0.0
2004-01-01T00:00:00,18.783479558618254,5.5,5.5,0.0,0.0,2.529575818475283,0.9280516280010993,0.9280516280010993,0.004,0.0
2004-02-01T00:00:00,7.28795596708719,5.5,5.5,0.0,0.0,3.6335695234627647,1.2902155049118018,1.2902155049118018,0.004,0.0
2004-03-01T00:00:00,4.626047607075436,5.5,5.5,0.0,0.0,4.423224282456982,1.4868689058205538,1.4868689058205538,0.004,0.0
2004-04-01T00:00:00,9.34843104122514,5.5,5.5,0.0,0.0,4.288727973314658,1.4559901792553651,1.4559901792553651,0.004,0.0
2004-05-01T00:00:00,3.926258731908879,5.5,5.5,0.0,0.0,3.9349578891765558,1.3699001802051296,1.3699001802051296,0.004,0.0
2004-06-01T00:00:00,8.660399287563205,5.5,5.5,0.0,0.0,3.3821485814926384,1.218511182536979,1.218511182536979,0.004,0.0
2004-07-01T00:00:00,11.100814564317506,5.5,5.5,0.0,0.0,4.078087889020419,1.4056282239112976,1.4056282239112976,0.004,0.0
2004-08-01T00:00:00,7.683497788928072,5.5,5.5,0.0,0.0,3.9688207193945453,1.37846900256015,1.37846900256015,0.004,0.0
2004-09-01T00:00:00,4.232171218538726,5.5,5.5,0.0,0.0,2.653333741899171,0.9758168651702697,0.9758168651702697,0.004,0.0
2004-10-01T00:00:00,3.9427134535789365,5.5,5.5,0.0,0.0,2.1784546750975315,0.7786157608035077,0.7786157608035077,0.004,0.0
2004-11-01T00:00:00,1.8521278612433134,5.5,5.5,0.0,0.0,2.97219066257794,1.0892992777513464,1.0892992777513464,0.004,0.0
2004-12-01T00:00:00,16.744736028827077,5.5,5.5,0.0,0.0,3.8524529307764594,1.3487100702988086,1.3487100702988086,0.004,0.0
2005-01-01T00:00:00,2.087693061109534,5.5,5.5,0.0,0.0,3.267751043660198,1.1841019940653714,1.1841019940653714,0.004,0.0
2005-02-01T00:00:00,2.0906919003520366,5.5,5.5,0.0,0.0,3.9794367565852005,1.3811402908357366,1.3811402908357366,0.004,0.0
