date,y,mu,alpha_mu,beta_mu,gamma_mu,sigma,eta,alpha_sig,beta_sig,gamma_sig
2000-01-01T00:00:00,5.360870654662987,5.512,5.512,0.012,0.0,0.5072084463200467,-0.6788332231585692,-0.6788332231585692,0.004,0.0
2000-02-01T00:00:00,6.095037558760489,5.524,5.524,0.012,0.0,0.4344875250535889,-0.8335880457277809,-0.8335880457277809,0.004,0.0
2000-03-01T00:00:00,7.348664896350295,5.536,5.536,0.012,0.0,0.442003688444306,-0.8164370520426375,-0.8164370520426375,0.004,0.0
2000-04-01T00:00:00,5.275804719090685,5.548,5.548,0.012,0.0,0.4144585709649051,-0.8807822588232816,-0.8807822588232816,0.004,0.0
2000-05-01T00:00:00,5.379329439778345,5.56,5.56,0.012,0.0,0.34188152809493644,-1.07329101101215,-1.07329101101215,0.004,0.0
2000-06-01T00:00:00,5.590271549520241,5.572,5.572,0.012,0.0,0.27111268765830504,-1.3052207229149244,-1.3052207229149244,0.004,0.0
2000-07-01T00:00:00,5.4824743267306335,5.584,5.584,0.012,0.0,0.1722786412268999,-1.7586421058316257,-1.7586421058316257,0.004,0.0
2000-08-01T00:00:00,5.440679269918858,5.596,5.596,0.012,0.0,0.20001236880892842,-1.6093760703017224,-1.6093760703017224,0.004,0.0
2000-09-01T00:00:00,5.647549569908774,5.608,5.608,0.012,0.0,0.09828717520856439,-2.3198617261739494,-2.3198617261739494,0.004,0.0
2000-10-01T00:00:00,5.7921318563554545,5.62,5.62,0.012,0.0,0.119170573486223,-2.127199421553811,-2.127199421553811,0.004,0.0
2000-11-01T00:00:00,6.516322535616338,5.632,5.632,0.012,0.0,0.13447011290812663,-2.0064133134938023,-2.0064133134938023,0.004,0.0
2000-12-01T00:00:00,5.837037276404211,5.644,5.644,0.012,0.0,0.1494186386585736,-1.901003257314069,-1.901003257314069,0.004,0.0
2001-01-01T00:00:00,5.479385291908229,5.656,5.656,0.012,0.0,0.2136717014167305,-1.5433145474343517,-1.5433145474343517,0.004,0.0
2001-02-01T00:00:00,6.938642986479863,5.668,5.668,0.012,0.0,0.1909545551994368,-1.6557198101385537,-1.6557198101385537,0.004,0.0
2001-03-01T00:00:00,5.530081639714085,5.68,5.68,0.012,0.0,0.2511690494576879,-1.3816290627367742,-1.3816290627367742,0.004,0.0
2001-04-01T00:00:00,6.606142012094858,5.692,5.692,0.012,0.0,0.2830407586957588,-1.262164368049386,-1.262164368049386,0.004,0.0
2001-05-01T00:00:00,5.633208520849778,5.704,5.704,0.012,0.0,0.22472220987897124,-1.4928902623124152,-1.4928902623124152,0.004,0.0
2001-06-01T00:00:00,5.65094634871126,5.716,5.716,0.012,0.0,0.18582356199760988,-1.6829576468771925,-1.6829576468771925,0.004,0.0
2001-07-01T00:00:00,5.518952330730893,5.728,5.728,0.012,0.0,0.22980871110502138,-1.4705080069533905,-1.4705080069533905,0.004,0.0
2001-08-01T00:00:00,5.724096269811302,5.74,5.74,0.012,0.0,0.18710803684774976,-1.6760690917996666,-1.6760690917996666,0.004,0.0
2001-09-01T00:00:00,5.75701497582135,5.752,5.752,0.012,0.0,0.2344917708919088,-1.450334783856925,-1.450334783856925,0.004,0.0
2001-10-01T00:00:00,5.797392085576114,5.764,5.764,0.012,0.0,0.15792590804263495,-1.8456292923792668,-1.8456292923792668,0.004,0.0
2001-11-01T00:00:00,5.874615727580566,5.776,5.776,0.012,0.0,0.14441702592604946,-1.9350501513988871,-1.9350501513988871,0.004,0.0
2001-12-01T00:00:00,5.666713212488341,5.788,5.788,0.012,0.0,0.16982663271850978,-1.772977169827567,-1.772977169827567,0.004,0.0
2002-01-01T00:00:00,5.674623103909385,5.8,5.8,0.012,0.0,0.08791089013331979,-2.431431589663319,-2.431431589663319,0.004,0.0
