parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.617251045821696,0.11227267656547182,1.0110104187290605,42.03140785853157,,False,sampled
beta0,0.001959234444704412,0.00023821209756094027,1.0427385661989597,29.703605630027376,,False,sampled
initial.level,24.617251045821696,0.11227267656547182,1.0110104187290605,42.03140785853157,,False,sampled
initial.slope,0.001959234444704412,0.00023821209756094027,1.0427385661989597,29.703605630027376,,False,sampled
model_index,14.7025,1.2238211042624225,1.243541909366833,4.32623223817291,,False,sampled
q_level,0.010359039730279107,0.0017348693657824414,1.0080319856212072,22.190081132210135,,False,sampled
q_season,5.243690541833086e-06,3.395506775608109e-05,1.0150587407567684,50.92682556743119,,False,sampled
q_trend,4.127839395130774e-07,3.273937938197923e-07,1.8980570032580266,1.5195366031101405,,False,sampled
s_level,0.011423210483972853,0.10126295204149618,1.0124396118583456,400.0,,False,sampled
s_season,-6.997632417682188e-05,0.0022917075871608083,1.0150587407567684,400.0,,False,sampled
s_trend,-1.5068531495720398e-05,0.0006431102984804932,1.8980570032580266,331.95165421629133,,False,sampled
sd.level,0.10140693776757191,0.008709900044194282,1.0080319856212072,22.190081132210135,,False,sampled
sd.seasonal,0.00037332972728345285,0.0022621026119801395,1.0150587407567684,50.92682556743119,,False,sampled
sd.slope,0.0005557207011663854,0.00032282965985395745,1.8980570032580266,1.5195366031101405,,False,sampled
sigma,1.5086819140177627,0.03618368181095689,1.0013357692208278,20.18316790750108,0.388,False,sampled
sigma2,2.277427103366623,0.10941252544058905,1.00128554965733,20.18316790750108,,False,sampled
signed_sd.level,0.011423210483972853,0.10126295204149618,1.0124396118583456,400.0,,False,sampled
signed_sd.seasonal,-6.997632417682188e-05,0.0022917075871608083,1.0150587407567684,400.0,,False,sampled
signed_sd.slope,-1.5068531495720398e-05,0.0006431102984804932,1.8980570032580266,331.95165421629133,,False,sampled
state_level,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_season,0.2725,0.5137153966662181,1.0022210737410084,43.757311245484736,,False,sampled
state_trend,1.81,0.39279220242478635,1.2668222881199318,4.353828003813037,,False,sampled
xi,-0.3388014680993088,0.02056532072631441,1.0395411652827669,15.395179523834827,0.274,False,sampled
