date,y,mu,alpha,beta,gamma
2000-01-01T00:00:00,11.71303576437544,5.567755604581273,5.567755604581273,0.010911774968465557,0.0
2000-02-01T00:00:00,8.3608638644718,5.512805530080265,5.512805530080265,0.19296330190967392,0.0
2000-03-01T00:00:00,2.320779879203033,5.56211092548636,5.56211092548636,0.19259356738920694,0.0
2000-04-01T00:00:00,13.484595432028183,6.110772499936403,6.110772499936403,0.16633883978397057,0.0
2000-05-01T00:00:00,3.71260776146721,6.100720876694404,6.100720876694404,0.07997058917991712,0.0
2000-06-01T00:00:00,1.9094718630444136,6.0739588904661534,6.0739588904661534,0.0016526091498532125,0.0
2000-07-01T00:00:00,0.014269474736259724,6.208443700175614,6.208443700175614,-0.20841689438679706,0.0
2000-08-01T00:00:00,4.615908285870162,6.082673199443219,6.082673199443219,-0.24193725548605957,0.0
2000-09-01T00:00:00,7.818463492865636,5.542998002809974,5.542998002809974,-0.2674793893256878,0.0
2000-10-01T00:00:00,39.65160439031021,5.258751087772017,5.258751087772017,-0.3593835237102136,0.0
2000-11-01T00:00:00,6.969593398779904,4.662380553260023,4.662380553260023,-0.31926621734246813,0.0
2000-12-01T00:00:00,15.633781943523939,4.063373342006054,4.063373342006054,-0.3066864115808021,0.0
2001-01-01T00:00:00,1.0948386152572502,3.720337414510698,3.720337414510698,-0.495317687699259,0.0
2001-02-01T00:00:00,1.154231216570158,3.2067999591347656,3.2067999591347656,-0.29840799841151744,0.0
2001-03-01T00:00:00,14.792397651173303,3.1106330323105342,3.1106330323105342,-0.5370261229804638,0.0
2001-04-01T00:00:00,6.417468135190626,2.466409610395237,2.466409610395237,-0.2916019707558043,0.0
2001-05-01T00:00:00,0.5586305360953268,1.8919365212076165,1.8919365212076165,-0.3713867844471598,0.0
2001-06-01T00:00:00,9.504212520193763,1.5077095596434877,1.5077095596434877,-0.5161719034076793,0.0
2001-07-01T00:00:00,-7.584491400228815,1.1524610693893358,1.1524610693893358,-0.8396999838803711,0.0
2001-08-01T00:00:00,10.568756516163587,0.5220043505334939,0.5220043505334939,-0.7079829613968226,0.0
2001-09-01T00:00:00,-0.02473754659514099,-0.5229266270239583,-0.5229266270239583,-0.7305161253084547,0.0
2001-10-01T00:00:00,1.3705874125124078,-1.1771215124645225,-1.1771215124645225,-0.9563245530762752,0.0
2001-11-01T00:00:00,10.040784514911774,-1.7621344151744875,-1.7621344151744875,-1.0493622370535183,0.0
2001-12-01T00:00:00,-7.440488547718706,-2.4151882553619353,-2.4151882553619353,-1.0066305470981756,0.0
2002-01-01T00:00:00,10.96466244580061,-3.384940017861935,-3.384940017861935,-1.2937497571058663,0.0
2002-02-01T00:00:00,-2.3316769090707385,-4.388366403108391,-4.388366403108391,-1.4594672972668958,0.0
2002-03-01T00:00:00,-1.7828296638753924,-5.71029142749667,-5.71029142749667,-1.58742074521545,0.0
2002-04-01T00:00:00,-6.508619254869452,-7.183438635582486,-7.183438635582486,-1.318612050470934,0.0
2002-05-01T00:00:00,0.8457916132618699,-8.46873784313601,-8.46873784313601,-1.477217697503638,0.0
2002-06-01T00:00:00,-12.395722506874908,-10.440928944226448,-10.440928944226448,-1.4602180340858457,0.0
2002-07-01T00:00:00,-21.78143557606335,-11.805127814886083,-11.805127814886083,-1.3970616531790996,0.0
2002-08-01T00:00:00,-7.8707051652739715,-12.838997252227683,-12.838997252227683,-1.2345729494752276,0.0
2002-09-01T00:00:00,-18.865691656397146,-13.527340559043875,-13.527340559043875,-1.3329285709153418,0.0
2002-10-01T00:00:00,-16.043040893618056,-14.819125680290963,-14.819125680290963,-1.524689553542587,0.0
2002-11-01T00:00:00,-18.17381597401812,-16.43829501542805,-16.43829501542805,-1.5099083064629781,0.0
2002-12-01T00:00:00,-14.210870594287726,-17.951960496964915,-17.951960496964915,-1.6490701484562733,0.0
2003-01-01T00:00:00,-21.594167038510992,-19.85520051614289,-19.85520051614289,-1.6451647071137316,0.0
2003-02-01T00:00:00,-17.94775682746055,-21.369908750678682,-21.369908750678682,-1.570105511227981,0.0
2003-03-01T00:00:00,-15.127461950149502,-22.800514871523134,-22.800514871523134,-1.4725106429625257,0.0
2003-04-01T00:00:00,-30.083387232247098,-24.597165169910614,-24.597165169910614,-1.8359172460304642,0.0
2003-05-01T00:00:00,-20.84161232550006,-26.939119680303534,-26.939119680303534,-1.7930831077033806,0.0
2003-06-01T00:00:00,-22.662615098608047,-28.638667036140788,-28.638667036140788,-1.9607388258441372,0.0
2003-07-01T00:00:00,-20.458954974834157,-31.051412025732187,-31.051412025732187,-1.9347060169997943,0.0
2003-08-01T00:00:00,-11.284196647255957,-33.14350962355401,-33.14350962355401,-1.8516147926552748,0.0
2003-09-01T00:00:00,-28.747240274848988,-34.67800258649742,-34.67800258649742,-1.6604240937814074,0.0
2003-10-01T00:00:00,-35.46973163217219,-36.60533224018741,-36.60533224018741,-1.7262957820906633,0.0
2003-11-01T00:00:00,-45.441840548728315,-38.44755209771627,-38.44755209771627,-1.7089475061071049,0.0
2003-12-01T00:00:00,-25.478977489352012,-40.045440207322834,-40.045440207322834,-1.7060304419230146,0.0
2004-01-01T00:00:00,-45.81024260513664,-41.46079744156398,-41.46079744156398,-1.8720894936432386,0.0
2004-02-01T00:00:00,-45.54207954882485,-43.078628964072074,-43.078628964072074,-1.8779165625437384,0.0
2004-03-01T00:00:00,-47.0967867196775,-44.72243138331963,-44.72243138331963,-1.6838201282010394,0.0
2004-04-01T00:00:00,-33.1475861186276,-46.55380749993771,-46.55380749993771,-1.849035159716492,0.0
2004-05-01T00:00:00,-35.93845349479156,-48.052984720563266,-48.052984720563266,-2.1081651888179143,0.0
2004-06-01T00:00:00,-47.24882693962117,-50.483230137290604,-50.483230137290604,-2.249509490158621,0.0
2004-07-01T00:00:00,-58.306516409785594,-52.75794479341589,-52.75794479341589,-2.3139883862627375,0.0
2004-08-01T00:00:00,-67.1167339942364,-55.03217116783554,-55.03217116783554,-2.5431861652351797,0.0
2004-09-01T00:00:00,-55.926967781443764,-57.75938117897914,-57.75938117897914,-2.641521278357723,0.0
2004-10-01T00:00:00,-66.00240967683433,-60.69656019765017,-60.69656019765017,-2.9094080505076523,0.0
2004-11-01T00:00:00,-35.33860298836929,-63.51198402538383,-63.51198402538383,-2.985876777830262,0.0
2004-12-01T00:00:00,-54.94208087673891,-66.42750177568101,-66.42750177568101,-2.8156253295801004,0.0
2005-01-01T00:00:00,-57.67745712858287,-68.85995105996604,-68.85995105996604,-2.8652433328268843,0.0
