parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.993171559298926,0.05621565849420199,1.003048444749822,173.2581647205104,,False,sampled
beta0,1.1807212065903546e-05,7.22403845521869e-05,1.0028170440096924,104.4717502654029,,False,sampled
initial.level,24.993171559298926,0.05621565849420199,1.003048444749822,173.2581647205104,,False,sampled
initial.slope,1.1807212065903546e-05,7.22403845521869e-05,1.0028170440096924,104.4717502654029,,False,sampled
model_index,3.7625,3.7724889572178775,1.01711382287456,76.20115492635915,,False,sampled
q_level,7.33093321704284e-05,0.0002829429723357689,1.0175533683888682,74.25126558390923,,False,sampled
q_season,0.004388812098065113,0.0010293177133905913,1.0606975892031996,28.249063299951402,,False,sampled
q_trend,1.1141028121811527e-09,9.935339795132474e-09,1.0050012822297838,90.49601520880636,,False,sampled
s_level,-0.00036840548352655184,0.008564870231084896,1.0175533683888682,400.0,,False,sampled
s_season,-0.0003055552842397377,0.06633037033747174,1.0208751732698467,400.0,,False,sampled
s_trend,6.744787298789752e-07,3.3413155913417234e-05,1.0050012822297838,400.0,,False,sampled
sd.level,0.0029175864355773227,0.00805974069754373,1.0175533683888682,74.25126558390923,,False,sampled
sd.seasonal,0.06578928663396313,0.007793182693906521,1.0606975892031996,28.249063299951402,,False,sampled
sd.slope,3.8093052613709263e-06,3.32016245881897e-05,1.0050012822297838,90.49601520880636,,False,sampled
sigma,1.4734694956414882,0.03160581002559836,1.0104648482204555,42.52647246773352,0.404,False,sampled
sigma2,2.1721087844952875,0.09350117612388965,1.0104648482204555,42.52647246773352,,False,sampled
signed_sd.level,-0.00036840548352655184,0.008564870231084896,1.0175533683888682,400.0,,False,sampled
signed_sd.seasonal,-0.0003055552842397377,0.06633037033747174,1.0208751732698467,400.0,,False,sampled
signed_sd.slope,6.744787298789752e-07,3.3413155913417234e-05,1.0050012822297838,400.0,,False,sampled
state_level,1.18,0.3846685908831524,1.0145376773823602,69.9345332016831,,False,sampled
state_season,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_trend,0.0475,0.2746494690092585,1.0031017593533818,103.73738324795059,,False,sampled
xi,-0.31005487459618686,0.016382924030478047,1.0353119204717918,23.625795441729284,0.232,False,sampled
