parameter,mean,sd,lower,median,upper
alpha0,-6.756820096434642,0.3533073218987758,-7.272132522548155,-6.790965569885915,-6.1464068865068695
beta0,-0.0015783532635197538,0.001374708626722643,-0.0038155104118940274,-0.0016717666211188739,8.379852436075825e-05
initial.level,-6.756820096434642,0.3533073218987758,-7.272132522548155,-6.790965569885915,-6.1464068865068695
initial.slope,-0.0015783532635197538,0.001374708626722643,-0.0038155104118940274,-0.0016717666211188739,8.379852436075825e-05
model_index,12.834,3.0286613510193434,7.0,13.0,17.0
q_level,0.0021416657530622645,0.0018927828193966675,0.0,0.0016485507310252268,0.005768987827499089
q_season,4.800695692905923e-05,0.00020121085723088142,0.0,0.0,0.0002844293032235876
q_trend,3.2289837349597853e-09,6.293249553395372e-09,0.0,0.0,1.7557444541377977e-08
s_level,-0.0010356461866931589,0.046312881101807445,-0.06800890576021368,0.0,0.07046296610347574
s_season,0.0005824985159125693,0.006911090996763823,-0.0049064686907419434,0.0,0.012844607475358948
s_trend,-4.99466845737779e-06,5.6660903079957464e-05,-0.00011563659268154408,0.0,9.004323010809402e-05
sd.level,0.03996198290133837,0.023362304471001915,0.0,0.04060233226962123,0.07595380560566341
sd.seasonal,0.002296137096974015,0.006543726160612862,0.0,0.0,0.016864663468894907
sd.slope,3.255643140923623e-05,4.6619838347108235e-05,0.0,0.0,0.00013250398185536013
sigma,2.274934185641534,0.0500708263441724,2.19220523266388,2.2723844707229555,2.3544012129079532
sigma2,5.177827622475996,0.22766047960198754,4.80576378306974,5.163731182782846,5.543205071342442
signed_sd.level,-0.0010356461866931589,0.046312881101807445,-0.06800890576021368,0.0,0.07046296610347574
signed_sd.seasonal,0.0005824985159125693,0.006911090996763823,-0.0049064686907419434,0.0,0.012844607475358948
signed_sd.slope,-4.99466845737779e-06,5.6660903079957464e-05,-0.00011563659268154408,0.0,9.004323010809402e-05
state_level,1.876,0.3299116296324418,1.0,2.0,2.0
state_season,1.17,0.37600899660920634,1.0,1.0,2.0
state_trend,1.26,0.7573289207394477,0.0,1.0,2.0
xi,-0.13940019575082288,0.011256935707206449,-0.15667733370513526,-0.1390780456599952,-0.1222137462867998
