time,cycle,phase,y,eta,level,slope,seasonal
1,1,1,23.773954603718376,25.0,25.0,0.0,0.0
2,1,2,26.25998659273474,25.0,25.0,0.0,0.0
3,1,3,25.40202635744245,25.0,25.0,0.0,0.0
4,1,4,24.806881024681978,25.0,25.0,0.0,0.0
5,2,1,24.517691279875798,25.0,25.0,0.0,0.0
6,2,2,25.85780711229602,25.0,25.0,0.0,0.0
7,2,3,23.57324394200329,25.0,25.0,0.0,0.0
8,2,4,27.469307958715433,25.0,25.0,0.0,0.0
9,3,1,24.329445120117025,25.0,25.0,0.0,0.0
10,3,2,28.05434728334392,25.0,25.0,0.0,0.0
11,3,3,26.55038611972706,25.0,25.0,0.0,0.0
12,3,4,25.859906706575998,25.0,25.0,0.0,0.0
13,4,1,24.633610832096846,25.0,25.0,0.0,0.0
14,4,2,25.534978979825144,25.0,25.0,0.0,0.0
15,4,3,27.67233298987345,25.0,25.0,0.0,0.0
16,4,4,27.403342217910577,25.0,25.0,0.0,0.0
17,5,1,25.44839321272576,25.0,25.0,0.0,0.0
18,5,2,25.735502774176624,25.0,25.0,0.0,0.0
19,5,3,23.934831599126174,25.0,25.0,0.0,0.0
20,5,4,25.903159930726943,25.0,25.0,0.0,0.0
21,6,1,24.885434090105466,25.0,25.0,0.0,0.0
22,6,2,25.306330446034757,25.0,25.0,0.0,0.0
23,6,3,25.663575159133472,25.0,25.0,0.0,0.0
24,6,4,24.807010229182474,25.0,25.0,0.0,0.0
25,7,1,24.809204372904148,25.0,25.0,0.0,0.0
26,7,2,25.287382195928462,25.0,25.0,0.0,0.0
27,7,3,26.374174857945643,25.0,25.0,0.0,0.0
28,7,4,23.72449929813617,25.0,25.0,0.0,0.0
29,8,1,26.92457253573974,25.0,25.0,0.0,0.0
30,8,2,24.38095187521064,25.0,25.0,0.0,0.0
31,8,3,26.135960593440455,25.0,25.0,0.0,0.0
32,8,4,26.18021285302252,25.0,25.0,0.0,0.0
33,9,1,26.028620995759532,25.0,25.0,0.0,0.0
34,9,2,24.33590135740446,25.0,25.0,0.0,0.0
35,9,3,23.605779334068224,25.0,25.0,0.0,0.0
36,9,4,26.474300654518384,25.0,25.0,0.0,0.0
37,10,1,26.627236559670287,25.0,25.0,0.0,0.0
38,10,2,26.769143320282147,25.0,25.0,0.0,0.0
39,10,3,27.031006983613537,25.0,25.0,0.0,0.0
40,10,4,22.454128763411504,25.0,25.0,0.0,0.0
41,11,1,25.401258639417865,25.0,25.0,0.0,0.0
42,11,2,23.360052890030534,25.0,25.0,0.0,0.0
43,11,3,27.43398232926541,25.0,25.0,0.0,0.0
44,11,4,22.75127634961808,25.0,25.0,0.0,0.0
45,12,1,24.98960902630542,25.0,25.0,0.0,0.0
46,12,2,27.103930852804346,25.0,25.0,0.0,0.0
47,12,3,26.136939052667262,25.0,25.0,0.0,0.0
48,12,4,25.097047543973726,25.0,25.0,0.0,0.0
49,13,1,22.14193311894097,25.0,25.0,0.0,0.0
50,13,2,24.336784628465914,25.0,25.0,0.0,0.0
51,13,3,22.04632529092902,25.0,25.0,0.0,0.0
52,13,4,23.769296659599032,25.0,25.0,0.0,0.0
53,14,1,26.38683374009853,25.0,25.0,0.0,0.0
54,14,2,23.78326695738846,25.0,25.0,0.0,0.0
55,14,3,24.139103341428772,25.0,25.0,0.0,0.0
56,14,4,22.617340951298637,25.0,25.0,0.0,0.0
57,15,1,26.242012838725394,25.0,25.0,0.0,0.0
58,15,2,27.711186250436217,25.0,25.0,0.0,0.0
59,15,3,25.520778299958533,25.0,25.0,0.0,0.0
60,15,4,24.96050957827253,25.0,25.0,0.0,0.0
61,16,1,23.656283320508674,25.0,25.0,0.0,0.0
62,16,2,25.9451583041313,25.0,25.0,0.0,0.0
63,16,3,24.536237717548055,25.0,25.0,0.0,0.0
64,16,4,26.209071655290927,25.0,25.0,0.0,0.0
65,17,1,27.210996122885543,25.0,25.0,0.0,0.0
66,17,2,25.36500877801646,25.0,25.0,0.0,0.0
67,17,3,24.806497416797573,25.0,25.0,0.0,0.0
68,17,4,25.60570937784008,25.0,25.0,0.0,0.0
69,18,1,26.157193802075206,25.0,25.0,0.0,0.0
70,18,2,25.29979680894147,25.0,25.0,0.0,0.0
71,18,3,28.171067973136772,25.0,25.0,0.0,0.0
72,18,4,26.202614830041334,25.0,25.0,0.0,0.0
73,19,1,24.928314199485815,25.0,25.0,0.0,0.0
74,19,2,22.19430422074135,25.0,25.0,0.0,0.0
75,19,3,24.433836604408665,25.0,25.0,0.0,0.0
76,19,4,24.77739045509142,25.0,25.0,0.0,0.0
77,20,1,25.170368649545242,25.0,25.0,0.0,0.0
78,20,2,23.059288803768336,25.0,25.0,0.0,0.0
79,20,3,23.60382034851894,25.0,25.0,0.0,0.0
80,20,4,26.364258733600458,25.0,25.0,0.0,0.0
81,21,1,26.927925210065865,25.0,25.0,0.0,0.0
82,21,2,28.46625689964761,25.0,25.0,0.0,0.0
83,21,3,27.584504615992387,25.0,25.0,0.0,0.0
84,21,4,24.86140496333035,25.0,25.0,0.0,0.0
85,22,1,22.31352898027261,25.0,25.0,0.0,0.0
86,22,2,25.367719075497856,25.0,25.0,0.0,0.0
87,22,3,23.333240918589706,25.0,25.0,0.0,0.0
88,22,4,25.943770903215725,25.0,25.0,0.0,0.0
89,23,1,25.61065878225215,25.0,25.0,0.0,0.0
90,23,2,27.491331999668233,25.0,25.0,0.0,0.0
91,23,3,24.84792018491089,25.0,25.0,0.0,0.0
92,23,4,23.111135707193014,25.0,25.0,0.0,0.0
93,24,1,24.48720588075292,25.0,25.0,0.0,0.0
94,24,2,24.841619552408524,25.0,25.0,0.0,0.0
95,24,3,24.595018988900357,25.0,25.0,0.0,0.0
96,24,4,26.443985820914666,25.0,25.0,0.0,0.0
97,25,1,27.110186855537442,25.0,25.0,0.0,0.0
98,25,2,26.303940313047768,25.0,25.0,0.0,0.0
99,25,3,24.445316406639904,25.0,25.0,0.0,0.0
100,25,4,22.699046088281342,25.0,25.0,0.0,0.0
101,26,1,26.467173283160278,25.0,25.0,0.0,0.0
102,26,2,24.341463624739557,25.0,25.0,0.0,0.0
103,26,3,22.77102648528179,25.0,25.0,0.0,0.0
104,26,4,24.674411131752755,25.0,25.0,0.0,0.0
105,27,1,26.044883843240985,25.0,25.0,0.0,0.0
106,27,2,23.254767617881726,25.0,25.0,0.0,0.0
107,27,3,27.357126158267793,25.0,25.0,0.0,0.0
108,27,4,26.03713982524364,25.0,25.0,0.0,0.0
109,28,1,25.565005452522307,25.0,25.0,0.0,0.0
110,28,2,24.45448901702065,25.0,25.0,0.0,0.0
111,28,3,24.698616748577145,25.0,25.0,0.0,0.0
112,28,4,26.897071542642127,25.0,25.0,0.0,0.0
113,29,1,23.79919507452047,25.0,25.0,0.0,0.0
114,29,2,25.097873690796014,25.0,25.0,0.0,0.0
115,29,3,26.637872919707075,25.0,25.0,0.0,0.0
116,29,4,23.51513464730132,25.0,25.0,0.0,0.0
117,30,1,26.226059540537957,25.0,25.0,0.0,0.0
118,30,2,25.258439514328483,25.0,25.0,0.0,0.0
119,30,3,27.281446843818948,25.0,25.0,0.0,0.0
120,30,4,26.800810215873625,25.0,25.0,0.0,0.0
121,31,1,25.617649644338485,25.0,25.0,0.0,0.0
122,31,2,27.372708313216716,25.0,25.0,0.0,0.0
123,31,3,25.892491031499496,25.0,25.0,0.0,0.0
124,31,4,27.807567291145656,25.0,25.0,0.0,0.0
125,32,1,24.878858273229742,25.0,25.0,0.0,0.0
126,32,2,27.986408078934105,25.0,25.0,0.0,0.0
127,32,3,24.821183060812597,25.0,25.0,0.0,0.0
128,32,4,22.93391486889505,25.0,25.0,0.0,0.0
129,33,1,24.630659766219882,25.0,25.0,0.0,0.0
130,33,2,22.693397150924266,25.0,25.0,0.0,0.0
131,33,3,25.387184840974353,25.0,25.0,0.0,0.0
132,33,4,26.47872587371303,25.0,25.0,0.0,0.0
133,34,1,25.197167163342336,25.0,25.0,0.0,0.0
134,34,2,24.325642364529,25.0,25.0,0.0,0.0
135,34,3,28.32976982800782,25.0,25.0,0.0,0.0
136,34,4,24.6613447085218,25.0,25.0,0.0,0.0
137,35,1,25.34524725323256,25.0,25.0,0.0,0.0
138,35,2,28.1550416816726,25.0,25.0,0.0,0.0
139,35,3,26.246674587605344,25.0,25.0,0.0,0.0
140,35,4,24.12460876622941,25.0,25.0,0.0,0.0
141,36,1,26.893518534784864,25.0,25.0,0.0,0.0
142,36,2,26.70977781423086,25.0,25.0,0.0,0.0
143,36,3,27.255176166785432,25.0,25.0,0.0,0.0
144,36,4,25.43374560326338,25.0,25.0,0.0,0.0
145,37,1,23.777402908311295,25.0,25.0,0.0,0.0
146,37,2,25.133989890738526,25.0,25.0,0.0,0.0
147,37,3,24.43739691648804,25.0,25.0,0.0,0.0
148,37,4,27.965641776095463,25.0,25.0,0.0,0.0
149,38,1,24.037454186047803,25.0,25.0,0.0,0.0
150,38,2,25.129318732921234,25.0,25.0,0.0,0.0
151,38,3,26.955529463556925,25.0,25.0,0.0,0.0
152,38,4,25.911142672925173,25.0,25.0,0.0,0.0
153,39,1,23.20404251166444,25.0,25.0,0.0,0.0
154,39,2,24.633558631300048,25.0,25.0,0.0,0.0
155,39,3,26.08958050422373,25.0,25.0,0.0,0.0
156,39,4,23.349679451460656,25.0,25.0,0.0,0.0
157,40,1,27.254221845115477,25.0,25.0,0.0,0.0
158,40,2,24.798973679275505,25.0,25.0,0.0,0.0
159,40,3,26.67637746232424,25.0,25.0,0.0,0.0
160,40,4,26.150323584456107,25.0,25.0,0.0,0.0
161,41,1,25.351531784830534,25.0,25.0,0.0,0.0
162,41,2,24.047679579778602,25.0,25.0,0.0,0.0
163,41,3,25.770900001507542,25.0,25.0,0.0,0.0
164,41,4,25.49097201734034,25.0,25.0,0.0,0.0
165,42,1,25.087496313648355,25.0,25.0,0.0,0.0
166,42,2,26.222992907623343,25.0,25.0,0.0,0.0
167,42,3,23.620772387625003,25.0,25.0,0.0,0.0
168,42,4,25.464289102149678,25.0,25.0,0.0,0.0
169,43,1,24.773768903900866,25.0,25.0,0.0,0.0
170,43,2,21.960885841797467,25.0,25.0,0.0,0.0
171,43,3,24.772844616303935,25.0,25.0,0.0,0.0
172,43,4,25.244874968958307,25.0,25.0,0.0,0.0
173,44,1,25.63400281664364,25.0,25.0,0.0,0.0
174,44,2,25.463951285178084,25.0,25.0,0.0,0.0
175,44,3,25.532007263031545,25.0,25.0,0.0,0.0
176,44,4,27.184044403153777,25.0,25.0,0.0,0.0
177,45,1,24.62931516164525,25.0,25.0,0.0,0.0
178,45,2,23.249934886809054,25.0,25.0,0.0,0.0
179,45,3,26.393561210529484,25.0,25.0,0.0,0.0
180,45,4,24.682550916634852,25.0,25.0,0.0,0.0
181,46,1,27.98465210780157,25.0,25.0,0.0,0.0
182,46,2,24.713894272911208,25.0,25.0,0.0,0.0
183,46,3,25.959275847493014,25.0,25.0,0.0,0.0
184,46,4,27.5021219582782,25.0,25.0,0.0,0.0
185,47,1,24.215823336545537,25.0,25.0,0.0,0.0
186,47,2,26.67633550595187,25.0,25.0,0.0,0.0
187,47,3,27.836050521417647,25.0,25.0,0.0,0.0
188,47,4,25.737137418409358,25.0,25.0,0.0,0.0
189,48,1,22.364607311434995,25.0,25.0,0.0,0.0
190,48,2,27.08264431260023,25.0,25.0,0.0,0.0
191,48,3,23.04103082235435,25.0,25.0,0.0,0.0
192,48,4,25.40927630958179,25.0,25.0,0.0,0.0
193,49,1,23.48962051691954,25.0,25.0,0.0,0.0
194,49,2,25.18876711454382,25.0,25.0,0.0,0.0
195,49,3,25.728074477424006,25.0,25.0,0.0,0.0
196,49,4,24.06967213800396,25.0,25.0,0.0,0.0
197,50,1,26.763561760267383,25.0,25.0,0.0,0.0
198,50,2,26.94056278657289,25.0,25.0,0.0,0.0
199,50,3,22.768660290762245,25.0,25.0,0.0,0.0
200,50,4,23.79726124900666,25.0,25.0,0.0,0.0
201,51,1,27.359582871804918,25.0,25.0,0.0,0.0
202,51,2,23.875164710087596,25.0,25.0,0.0,0.0
203,51,3,25.468778416032595,25.0,25.0,0.0,0.0
204,51,4,26.705815684089654,25.0,25.0,0.0,0.0
205,52,1,25.509406591589766,25.0,25.0,0.0,0.0
206,52,2,27.256356952933043,25.0,25.0,0.0,0.0
207,52,3,23.501996197441915,25.0,25.0,0.0,0.0
208,52,4,25.380519942486252,25.0,25.0,0.0,0.0
209,53,1,27.93948739539986,25.0,25.0,0.0,0.0
210,53,2,25.296375123179526,25.0,25.0,0.0,0.0
211,53,3,25.382246336284627,25.0,25.0,0.0,0.0
212,53,4,25.05073382845147,25.0,25.0,0.0,0.0
213,54,1,24.75906741883697,25.0,25.0,0.0,0.0
214,54,2,24.315209465358862,25.0,25.0,0.0,0.0
215,54,3,27.538403154959635,25.0,25.0,0.0,0.0
216,54,4,24.75705809873531,25.0,25.0,0.0,0.0
217,55,1,23.677364332020574,25.0,25.0,0.0,0.0
218,55,2,27.064892829356722,25.0,25.0,0.0,0.0
219,55,3,26.867782215355216,25.0,25.0,0.0,0.0
220,55,4,25.24942225296283,25.0,25.0,0.0,0.0
221,56,1,26.337461737006873,25.0,25.0,0.0,0.0
222,56,2,23.66409035237288,25.0,25.0,0.0,0.0
223,56,3,27.337771329849264,25.0,25.0,0.0,0.0
224,56,4,25.717934714327903,25.0,25.0,0.0,0.0
225,57,1,25.879163683767196,25.0,25.0,0.0,0.0
226,57,2,23.97687697896549,25.0,25.0,0.0,0.0
227,57,3,26.675148761869764,25.0,25.0,0.0,0.0
228,57,4,24.123128992971367,25.0,25.0,0.0,0.0
229,58,1,27.206203605513807,25.0,25.0,0.0,0.0
230,58,2,23.59123719935456,25.0,25.0,0.0,0.0
231,58,3,24.994877527800657,25.0,25.0,0.0,0.0
232,58,4,25.75875076010984,25.0,25.0,0.0,0.0
233,59,1,26.222259796583554,25.0,25.0,0.0,0.0
234,59,2,25.256880888914196,25.0,25.0,0.0,0.0
235,59,3,28.245946574616415,25.0,25.0,0.0,0.0
236,59,4,26.67914975817715,25.0,25.0,0.0,0.0
237,60,1,22.030033401291604,25.0,25.0,0.0,0.0
238,60,2,26.24718375843893,25.0,25.0,0.0,0.0
239,60,3,24.20268812009721,25.0,25.0,0.0,0.0
240,60,4,27.861086336914074,25.0,25.0,0.0,0.0
241,61,1,26.677768687793034,25.0,25.0,0.0,0.0
242,61,2,27.51258085352799,25.0,25.0,0.0,0.0
243,61,3,26.696614497132185,25.0,25.0,0.0,0.0
244,61,4,25.83861391397511,25.0,25.0,0.0,0.0
245,62,1,25.504339127179236,25.0,25.0,0.0,0.0
246,62,2,23.845699112219723,25.0,25.0,0.0,0.0
247,62,3,25.80103780370715,25.0,25.0,0.0,0.0
248,62,4,24.917294002892497,25.0,25.0,0.0,0.0
249,63,1,26.199901540194944,25.0,25.0,0.0,0.0
250,63,2,25.54414629203804,25.0,25.0,0.0,0.0
251,63,3,26.07261398401278,25.0,25.0,0.0,0.0
252,63,4,24.434246966970342,25.0,25.0,0.0,0.0
253,64,1,25.760872496439575,25.0,25.0,0.0,0.0
254,64,2,26.921674239564933,25.0,25.0,0.0,0.0
255,64,3,27.31413368930172,25.0,25.0,0.0,0.0
256,64,4,24.717923065762058,25.0,25.0,0.0,0.0
257,65,1,24.431440936545908,25.0,25.0,0.0,0.0
258,65,2,26.287112069192414,25.0,25.0,0.0,0.0
259,65,3,23.656444798726383,25.0,25.0,0.0,0.0
260,65,4,23.659864707288254,25.0,25.0,0.0,0.0
261,66,1,26.99027505627533,25.0,25.0,0.0,0.0
262,66,2,27.65482396143969,25.0,25.0,0.0,0.0
263,66,3,23.679268151734476,25.0,25.0,0.0,0.0
264,66,4,24.88760044153635,25.0,25.0,0.0,0.0
265,67,1,23.948380693288826,25.0,25.0,0.0,0.0
266,67,2,26.656088143521085,25.0,25.0,0.0,0.0
267,67,3,25.680046904536344,25.0,25.0,0.0,0.0
268,67,4,24.7332829843829,25.0,25.0,0.0,0.0
269,68,1,26.390735941200628,25.0,25.0,0.0,0.0
270,68,2,27.000746521649514,25.0,25.0,0.0,0.0
271,68,3,23.296267154920162,25.0,25.0,0.0,0.0
272,68,4,27.73035557224818,25.0,25.0,0.0,0.0
273,69,1,24.71794222031781,25.0,25.0,0.0,0.0
274,69,2,27.686976265931683,25.0,25.0,0.0,0.0
275,69,3,28.057741044434376,25.0,25.0,0.0,0.0
276,69,4,27.738065957667043,25.0,25.0,0.0,0.0
277,70,1,24.132200158957463,25.0,25.0,0.0,0.0
278,70,2,27.168461783348324,25.0,25.0,0.0,0.0
279,70,3,24.9102791085191,25.0,25.0,0.0,0.0
280,70,4,27.28872089201839,25.0,25.0,0.0,0.0
281,71,1,23.278333868444044,25.0,25.0,0.0,0.0
282,71,2,27.40841119729346,25.0,25.0,0.0,0.0
283,71,3,23.91030477163386,25.0,25.0,0.0,0.0
284,71,4,24.023183306497536,25.0,25.0,0.0,0.0
285,72,1,28.42414869883552,25.0,25.0,0.0,0.0
286,72,2,22.63635812498455,25.0,25.0,0.0,0.0
287,72,3,27.27371133438693,25.0,25.0,0.0,0.0
288,72,4,26.30091605405977,25.0,25.0,0.0,0.0
289,73,1,25.067436658371935,25.0,25.0,0.0,0.0
290,73,2,26.67131682897332,25.0,25.0,0.0,0.0
291,73,3,27.019490009339155,25.0,25.0,0.0,0.0
292,73,4,25.135272133024717,25.0,25.0,0.0,0.0
293,74,1,24.01466297113999,25.0,25.0,0.0,0.0
