parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.874173248335698,0.29247995545144767,1.1156298470647128,14.921513169171561,,False,sampled
beta0,0.0008719105373039851,0.00156622269552343,1.3306874874381247,4.101677727444505,,False,sampled
initial.level,24.874173248335698,0.29247995545144767,1.1156298470647128,14.921513169171561,,False,sampled
initial.slope,0.0008719105373039851,0.00156622269552343,1.3306874874381247,4.101677727444505,,False,sampled
model_index,10.2275,2.038659874822927,1.309972435619466,3.8023756078580138,,False,sampled
q_level,0.007086394347489046,0.002352823635897151,1.1157863297736086,9.122738757132739,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,5.765641501595288e-09,2.4421134420701277e-08,1.1222991250054533,11.474351711843308,,False,sampled
s_level,0.004747578950677441,0.08415199782799121,1.0454797181990476,349.97114253555674,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,-3.8704807317222e-08,7.602690463977828e-05,1.1222991250054533,286.475837757903,,False,sampled
sd.level,0.08302076549369403,0.013943920777411451,1.1157863297736086,9.122738757132739,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,2.1401547636524304e-05,7.294461977584417e-05,1.1222991250054533,11.474351711843308,,False,sampled
sigma,1.4896562172180114,0.03793873694525411,1.0847019459969627,17.45193742826977,0.402,False,sampled
sigma2,2.220511394887873,0.11277697987281533,1.0847019459969627,17.45193742826977,,False,sampled
signed_sd.level,0.004747578950677441,0.08415199782799121,1.0454797181990476,349.97114253555674,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,-3.8704807317222e-08,7.602690463977828e-05,1.1222991250054533,286.475837757903,,False,sampled
state_level,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_season,0.005,0.07062201265667242,1.00252207210141,400.0,,False,sampled
state_trend,0.4075,0.680147227169652,1.3192910680695218,3.7410724565314135,,False,sampled
xi,-0.30971237513893124,0.01991477213703368,1.1011181420432827,17.45160737754211,0.332,False,sampled
