parameter,mean,sd,lower,median,upper
alpha0,24.874173248335698,0.29247995545144767,24.371278477452318,24.856330863769745,25.342135081837238
beta0,0.0008719105373039851,0.00156622269552343,0.0,0.0,0.0044946367469920565
initial.level,24.874173248335698,0.29247995545144767,24.371278477452318,24.856330863769745,25.342135081837238
initial.slope,0.0008719105373039851,0.00156622269552343,0.0,0.0,0.0044946367469920565
model_index,10.2275,2.038659874822927,9.0,9.0,15.0
q_level,0.007086394347489046,0.002352823635897151,0.0034287838274859044,0.00708738465935667,0.01106887485092391
q_season,0.0,0.0,0.0,0.0,0.0
q_trend,5.765641501595288e-09,2.4421134420701277e-08,0.0,0.0,3.5732749278753675e-08
s_level,0.004747578950677441,0.08415199782799121,-0.09802043269689945,0.05791901156654847,0.10086330812104366
s_season,0.0,0.0,0.0,0.0,0.0
s_trend,-3.8704807317222e-08,7.602690463977828e-05,-3.242733940507876e-06,0.0,8.24121511144603e-06
sd.level,0.08302076549369403,0.013943920777411451,0.058555815836124056,0.08418660259698707,0.10520853486443477
sd.seasonal,0.0,0.0,0.0,0.0,0.0
sd.slope,2.1401547636524304e-05,7.294461977584417e-05,0.0,0.0,0.00018902153390692517
sigma,1.4896562172180114,0.03793873694525411,1.4244975630546477,1.4929506744885894,1.5453271192850146
sigma2,2.220511394887873,0.11277697987281533,2.02919330714863,2.228901716455934,2.388035905597722
signed_sd.level,0.004747578950677441,0.08415199782799121,-0.09802043269689945,0.05791901156654847,0.10086330812104366
signed_sd.seasonal,0.0,0.0,0.0,0.0,0.0
signed_sd.slope,-3.8704807317222e-08,7.602690463977828e-05,-3.242733940507876e-06,0.0,8.24121511144603e-06
state_level,2.0,0.0,2.0,2.0,2.0
state_season,0.005,0.07062201265667242,0.0,0.0,0.0
state_trend,0.4075,0.680147227169652,0.0,0.0,2.0
xi,-0.30971237513893124,0.01991477213703368,-0.3409114259974978,-0.3103006106556627,-0.2777176501693752
