time,observed,lower,median,upper,truth
1,26.5942376574466,24.363865231310026,24.8591067352377,25.33160075364722,25.004711397382263
2,23.228469282514745,24.392807892658237,24.85277036084672,25.298394863159253,24.952208611958586
3,25.56488485068129,24.375745950474375,24.85527054528624,25.29773965264343,24.95157728721571
4,26.059046547842208,24.371368974889794,24.85631393042558,25.29586512770412,24.90631627805942
5,25.55974213861569,24.384385522974053,24.851596893492086,25.28608158583597,24.87734652561655
6,25.32251062425853,24.36164883865048,24.830782502783755,25.26859787057948,24.836546020193044
7,23.123774190947515,24.428836715109103,24.838345974128337,25.244493185176534,24.759684603924217
8,24.775079915599413,24.43103258583919,24.83901937008016,25.247176224851273,24.795689132870475
9,24.36276555468199,24.424922067614506,24.85157828783095,25.23578071972813,24.69712977971826
10,26.47623492245437,24.463091551927935,24.865326986266073,25.252743717706,24.7097426854059
11,26.263458304937704,24.460219290485025,24.86635615192,25.259534319898552,24.76712583952542
12,24.142758542531816,24.442336942039155,24.857101968494774,25.25915601414576,24.783909511003376
13,27.6660790875384,24.45953817566431,24.872736313044108,25.260349765588394,24.818747502947247
14,26.496641652705048,24.447599904185005,24.870441317048964,25.24862749600748,24.824323981927773
15,27.7435289098178,24.43003751011085,24.846115047799778,25.23827453127243,24.82296639639572
16,21.9883883387378,24.416873649774896,24.82787029796484,25.235006952881665,24.89268710010872
17,24.7511797937202,24.44876867000338,24.826959484100918,25.213677340797638,24.896460278168192
18,22.859579900082565,24.456132115236322,24.826178483489144,25.225605441392585,24.85772471842089
19,27.36735482749675,24.46118492159069,24.82814455679859,25.24217486353669,24.895707057142094
20,27.07718397462663,24.455596318498106,24.823537654525538,25.267725918296968,24.88162217984541
21,23.87299217623506,24.435197440912308,24.831674346130114,25.26646785002113,24.895286577704447
22,26.522251821113784,24.423996672479475,24.837993633458648,25.23088544910886,24.843010889119093
23,27.84875983120178,24.405847798936442,24.842987545801613,25.237743325469083,24.79534247054646
24,24.67059647432528,24.408018477605896,24.833827453225666,25.225811190378842,24.759822471720035
25,26.49387092715349,24.394701120020986,24.8263728268397,25.234351001596085,24.78700094746016
26,21.848711752500044,24.407957976067504,24.824762046772108,25.20277721017869,24.69600127238314
27,25.141957310992797,24.410970637903866,24.82357986109559,25.208955517886665,24.74302199516608
28,23.552651204350703,24.429479236425088,24.82502905431113,25.209465186125726,24.74352529228828
