parameter,mean,sd,lower,median,upper
alpha0,-0.5826050278186939,0.3200016988158564,-1.032545226043768,-0.6315637130333238,0.010866430092873611
beta0,-0.0006403910413528862,0.001029635234372244,-0.0023371543029438104,-0.0005891320501935772,0.0011681381025893086
initial.level,-0.5826050278186939,0.3200016988158564,-1.032545226043768,-0.6315637130333238,0.010866430092873611
initial.slope,-0.0006403910413528862,0.001029635234372244,-0.0023371543029438104,-0.0005891320501935772,0.0011681381025893086
model_index,12.408,3.3752511967678145,7.0,13.0,16.0
q_level,0.0015482516192983353,0.001615100123084113,0.0,0.0011227818340129067,0.004689804955196618
q_season,3.657575313158741e-05,0.00015073177655420617,0.0,0.0,0.00018928232703909037
q_trend,3.890179884014818e-09,7.883470312974122e-09,0.0,1.1995853118760167e-10,1.927509620525507e-08
s_level,-0.0005122128955350147,0.03938389823428148,-0.06168158421833715,0.0,0.060934328375348235
s_season,3.8520173232619305e-06,0.006053844759017407,-0.006909218618149091,-0.0,0.006601729456422926
s_trend,-8.027796078698577e-07,6.242859992899244e-05,-0.00011051401992503332,-0.0,9.831305294232882e-05
sd.level,0.03226652627995378,0.02254194267321147,0.0,0.03350754345970494,0.06848210763434037
sd.seasonal,0.001886115778176461,0.00575191180231969,0.0,0.0,0.013757989104404015
sd.slope,3.846232351343673e-05,4.914937309583896e-05,0.0,1.090515648766458e-05,0.00013883455162167312
sigma,2.096478491752995,0.050491377089200234,2.0158558043003945,2.0937042232443495,2.1736275454857887
sigma2,4.397766346784958,0.21205249529370193,4.063674623731591,4.383597374431225,4.724656706494574
signed_sd.level,-0.0005122128955350147,0.03938389823428148,-0.06168158421833715,0.0,0.060934328375348235
signed_sd.seasonal,3.8520173232619305e-06,0.006053844759017407,-0.006909218618149091,-0.0,0.006601729456422926
signed_sd.slope,-8.027796078698577e-07,6.242859992899244e-05,-0.00011051401992503332,-0.0,9.831305294232882e-05
state_level,1.812,0.39110346949074143,1.0,2.0,2.0
state_season,1.146,0.3534598530745337,1.0,1.0,2.0
state_trend,1.318,0.8063351367176125,0.0,2.0,2.0
xi,-0.02273606933054536,0.02304280887051135,-0.06016614988094937,-0.022197702551832524,0.012282525852236867
