parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,-0.5826050278186939,0.3200016988158564,1.024704875816512,40.461062405823576,,False,sampled
beta0,-0.0006403910413528862,0.001029635234372244,1.0572789434496699,30.831197792225375,,False,sampled
initial.level,-0.5826050278186939,0.3200016988158564,1.024704875816512,40.461062405823576,,False,sampled
initial.slope,-0.0006403910413528862,0.001029635234372244,1.0572789434496699,30.831197792225375,,False,sampled
model_index,12.408,3.3752511967678145,1.0168455003899208,71.66159808544798,,False,sampled
q_level,0.0015482516192983353,0.001615100123084113,1.0350330042544418,27.51092007497007,,False,sampled
q_season,3.657575313158741e-05,0.00015073177655420617,1.011361045123431,226.26161079337018,,False,sampled
q_trend,3.890179884014818e-09,7.883470312974122e-09,1.049449600147596,45.482978838272466,,False,sampled
s_level,-0.0005122128955350147,0.03938389823428148,1.0350330042544418,500.0,,False,sampled
s_season,3.8520173232619305e-06,0.006053844759017407,1.011361045123431,500.0,,False,sampled
s_trend,-8.027796078698577e-07,6.242859992899244e-05,1.049449600147596,440.94181981020057,,False,sampled
sd.level,0.03226652627995378,0.02254194267321147,1.0529283642418759,27.51092007497007,,False,sampled
sd.seasonal,0.001886115778176461,0.00575191180231969,1.011361045123431,226.26161079337018,,False,sampled
sd.slope,3.846232351343673e-05,4.914937309583896e-05,1.049449600147596,45.482978838272466,,False,sampled
sigma,2.096478491752995,0.050491377089200234,1.1747375144275205,12.805001680837721,0.41000000000000003,False,sampled
sigma2,4.397766346784958,0.21205249529370193,1.1747375144275205,12.805001680837721,,False,sampled
signed_sd.level,-0.0005122128955350147,0.03938389823428148,1.0350330042544418,500.0,,False,sampled
signed_sd.seasonal,3.8520173232619305e-06,0.006053844759017407,1.011361045123431,500.0,,False,sampled
signed_sd.slope,-8.027796078698577e-07,6.242859992899244e-05,1.049449600147596,440.94181981020057,,False,sampled
state_level,1.812,0.39110346949074143,1.0331833852353633,35.24903024769967,,False,sampled
state_season,1.146,0.3534598530745337,1.0123397862821095,310.0613383188031,,False,sampled
state_trend,1.318,0.8063351367176125,1.0919207122353582,30.99797145029625,,False,sampled
xi,-0.02273606933054536,0.02304280887051135,1.4247863671479801,5.344408758081165,0.275,False,sampled
