parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,10.905480193237615,0.22257437479940356,1.0322921902348068,45.615252363006235,,False,sampled
beta0,0.0007280762156959606,0.001248708383206841,1.2660855162120546,17.248279808170906,,False,sampled
initial.level,10.905480193237615,0.22257437479940356,1.0322921902348068,45.615252363006235,,False,sampled
initial.slope,0.0007280762156959606,0.001248708383206841,1.2660855162120546,17.248279808170906,,False,sampled
model_index,11.618,3.9010912609232955,1.0252864837092646,74.00833897738588,,False,sampled
q_level,0.0004689666032676404,0.0006656431172490128,1.0224772857831135,34.627986414698285,,False,sampled
q_season,0.0008589670838602983,0.0009050585521300902,1.1254616080262276,19.03062865863854,,False,sampled
q_trend,1.0727328995001005e-08,1.3015100039442347e-08,1.1187179587084999,33.89326975522035,,False,sampled
s_level,0.0001228438028388904,0.021676976155780143,1.0224772857831135,500.0,,False,sampled
s_season,0.001653658120677085,0.029290756143724922,1.1254616080262276,422.5218383249713,,False,sampled
s_trend,-2.596392554774724e-06,0.00010364396694681007,1.0541223727109454,500.0,,False,sampled
sd.level,0.014730200690891579,0.015890021284647504,1.0224772857831135,34.627986414698285,,False,sampled
sd.seasonal,0.02291918088830839,0.018285155868067872,1.1254616080262276,19.03062865863854,,False,sampled
sd.slope,7.789591588870281e-05,6.832929875974976e-05,1.106017569113214,33.89326975522035,,False,sampled
sigma,1.930342365251707,0.041770947544950185,1.04286294088588,25.92374857111359,0.347,False,sampled
sigma2,3.7279629695202403,0.16194374537721706,1.04286294088588,25.92374857111359,,False,sampled
signed_sd.level,0.0001228438028388904,0.021676976155780143,1.0224772857831135,500.0,,False,sampled
signed_sd.seasonal,0.001653658120677085,0.029290756143724922,1.1254616080262276,422.5218383249713,,False,sampled
signed_sd.slope,-2.596392554774724e-06,0.00010364396694681007,1.0541223727109454,500.0,,False,sampled
state_level,1.574,0.49498891710432497,1.006297026466744,44.52487777542337,,False,sampled
state_season,1.694,0.46129120862890577,1.095270675295283,21.853401174624,,False,sampled
state_trend,1.586,0.6896050392945522,1.0238516336939916,32.2232662064622,,False,sampled
xi,-0.27828519882355046,0.015773473189739366,1.1635734546530774,19.86909543701581,0.187,False,sampled
