parameter,mean,sd,lower,median,upper
alpha0,10.905480193237615,0.22257437479940356,10.58192406651511,10.8928807458264,11.280025655032603
beta0,0.0007280762156959606,0.001248708383206841,-0.0011091609321529593,0.0006992769401893353,0.0031561600503100975
initial.level,10.905480193237615,0.22257437479940356,10.58192406651511,10.8928807458264,11.280025655032603
initial.slope,0.0007280762156959606,0.001248708383206841,-0.0011091609321529593,0.0006992769401893353,0.0031561600503100975
model_index,11.618,3.9010912609232955,7.0,11.0,17.0
q_level,0.0004689666032676404,0.0006656431172490128,0.0,9.185162736513026e-05,0.001936653293665063
q_season,0.0008589670838602983,0.0009050585521300902,0.0,0.0006913621583531536,0.0025187835617908223
q_trend,1.0727328995001005e-08,1.3015100039442347e-08,0.0,5.35704061445012e-09,3.8940202083041815e-08
s_level,0.0001228438028388904,0.021676976155780143,-0.037423594597979906,-0.0,0.03741422940994651
s_season,0.001653658120677085,0.029290756143724922,-0.04383814522955501,0.0,0.04753041408449552
s_trend,-2.596392554774724e-06,0.00010364396694681007,-0.0001723803866839162,0.0,0.0001735027208448201
sd.level,0.014730200690891579,0.015890021284647504,0.0,0.009583840798488247,0.044007422722365123
sd.seasonal,0.02291918088830839,0.018285155868067872,0.0,0.026293763079348133,0.050187484005219996
sd.slope,7.789591588870281e-05,6.832929875974976e-05,0.0,7.319169126159576e-05,0.00019733267956417632
sigma,1.930342365251707,0.041770947544950185,1.8694103261142077,1.927430712842521,2.006764955890934
sigma2,3.7279629695202403,0.16194374537721706,3.4946949673824284,3.7149891528086285,4.027106832955112
signed_sd.level,0.0001228438028388904,0.021676976155780143,-0.037423594597979906,-0.0,0.03741422940994651
signed_sd.seasonal,0.001653658120677085,0.029290756143724922,-0.04383814522955501,0.0,0.04753041408449552
signed_sd.slope,-2.596392554774724e-06,0.00010364396694681007,-0.0001723803866839162,0.0,0.0001735027208448201
state_level,1.574,0.49498891710432497,1.0,2.0,2.0
state_season,1.694,0.46129120862890577,1.0,2.0,2.0
state_trend,1.586,0.6896050392945522,0.0,2.0,2.0
xi,-0.27828519882355046,0.015773473189739366,-0.3072527611781759,-0.2760859301357563,-0.2579233674112124
