parameter,mean,sd,lower,median,upper
alpha0,18.957835532117453,0.3555166649292277,18.408506139066603,18.94352185195239,19.490697296840835
beta0,-0.00033924973045705906,0.0015846551367594568,-0.003285984474661214,0.0,0.0012344650264345045
initial.level,18.957835532117453,0.3555166649292277,18.408506139066603,18.94352185195239,19.490697296840835
initial.slope,-0.00033924973045705906,0.0015846551367594568,-0.003285984474661214,0.0,0.0012344650264345045
model_index,11.288,1.974043996317913,10.0,10.0,16.0
q_level,0.003223810347697812,0.002279915057930467,0.0010399358680797527,0.0026124650705777524,0.00716522184411565
q_season,0.00037411559847569305,0.0007545009381913442,0.0,0.0,0.001985522074413514
q_trend,4.063820091137853e-09,1.710591062893903e-08,0.0,0.0,2.871724690958535e-08
s_level,0.0033878191702542146,0.05673420987471038,-0.07474560316796143,0.03340917976627067,0.07612068871344214
s_season,0.0008272617983046132,0.01934372238179422,-0.03548331565723094,0.0,0.03796863916541181
s_trend,-4.020348867878139e-06,6.368491519162394e-05,-9.83120423012878e-05,0.0,0.0
sd.level,0.054002977680276176,0.01755291882508336,0.032248033520450435,0.05111227892096651,0.08464704700937722
sd.seasonal,0.010622875716628124,0.016180040092024638,0.0,0.0,0.04455905104641651
sd.slope,1.789452998526817e-05,6.124629053217914e-05,0.0,0.0,0.0001694423942370638
sigma,2.6249364162749647,0.05397689833898746,2.5405920056274045,2.624220277696027,2.7070143849064054
sigma2,6.893198868029645,0.283876937493583,6.454607739057877,6.8865320658710125,7.327926880090205
signed_sd.level,0.0033878191702542146,0.05673420987471038,-0.07474560316796143,0.03340917976627067,0.07612068871344214
signed_sd.seasonal,0.0008272617983046132,0.01934372238179422,-0.03548331565723094,0.0,0.03796863916541181
signed_sd.slope,-4.020348867878139e-06,6.368491519162394e-05,-9.83120423012878e-05,0.0,0.0
state_level,2.0,0.0,2.0,2.0,2.0
state_season,1.394,0.48912420198753187,1.0,1.0,2.0
state_trend,0.298,0.630866058658996,0.0,0.0,2.0
xi,-0.27593286804919276,0.01170187800155539,-0.30152666681161333,-0.2735651998538807,-0.2589851094098285
