parameter,mean,sd,lower,median,upper
alpha0,24.672921342587127,0.27093214213623273,24.247501567819118,24.666546545900975,25.15219754809177
beta0,0.0015519420439030175,0.0030799614147846415,-0.003790375734608846,0.0,0.006634655368921959
initial.level,24.672921342587127,0.27093214213623273,24.247501567819118,24.666546545900975,25.15219754809177
initial.slope,0.0015519420439030175,0.0030799614147846415,-0.003790375734608846,0.0,0.006634655368921959
model_index,11.74,2.5036114266072915,9.0,12.0,15.0
q_level,0.005993132157634311,0.0022952309777474994,0.0017406323814169464,0.005866783876902957,0.009921477031357486
q_season,7.537185494769881e-07,1.0663653156582676e-05,0.0,0.0,0.0
q_trend,1.623170745567375e-07,3.482240645684339e-07,0.0,0.0,1.012024351461931e-06
s_level,0.010308823270889772,0.07682196532434334,-0.09504972412338714,0.06207643480725679,0.094866937165169
s_season,6.136324281372192e-05,0.0008670828585650944,0.0,0.0,0.0
s_trend,-9.129844653257722e-06,0.00040328689700582437,-0.0009738114751823239,0.0,0.0007746886840499054
sd.level,0.07556752408719776,0.01683418949057569,0.041720807491921086,0.07659493242021878,0.09960661115234974
sd.seasonal,6.136324281372192e-05,0.0008670828585650944,0.0,0.0,0.0
sd.slope,0.00019160965957434225,0.00035484870991997686,0.0,0.0,0.001005994004719667
sigma,1.484858888180847,0.03917607422343831,1.429792427130921,1.4767903473728532,1.5658796870535134
sigma2,2.206336845689242,0.11749303005135242,2.04430638468093,2.1809097300936324,2.451979194326809
signed_sd.level,0.010308823270889772,0.07682196532434334,-0.09504972412338714,0.06207643480725679,0.094866937165169
signed_sd.seasonal,6.136324281372192e-05,0.0008670828585650944,0.0,0.0,0.0
signed_sd.slope,-9.129844653257722e-06,0.00040328689700582437,-0.0009738114751823239,0.0,0.0007746886840499054
state_level,1.995,0.07062201265667244,2.0,2.0,2.0
state_season,0.0175,0.16511179473891247,0.0,0.0,0.0
state_trend,0.9225,0.8265601940487849,0.0,1.0,2.0
xi,-0.3107743335253879,0.01879065423023949,-0.3448354838277429,-0.31159079371679355,-0.28020195519823643
