date,observed,lower,median,upper
1,26.594237657446598,24.25508846735692,24.64934080083641,25.11553235655155
2,23.228469282514745,24.25904423465368,24.65390665451818,25.13297269198164
3,25.56488485068129,24.289915543635356,24.674707820331374,25.14063628694718
4,26.059046547842208,24.319317677916604,24.688788972513734,25.165020158884232
5,25.559742138615686,24.319672392728624,24.701357336607515,25.17057557453211
6,25.322510624258534,24.337936527326544,24.70250509452473,25.130005014412344
7,23.123774190947515,24.335402579856094,24.701778857213277,25.137229789539095
8,24.775079915599413,24.306759818943583,24.69449220609102,25.14117664661944
9,24.36276555468199,24.32392324425288,24.702430083679083,25.13596624944171
10,26.476234922454374,24.350236805305745,24.736975319890885,25.121554404984796
11,26.263458304937704,24.375999309674274,24.738330204020322,25.136356160869056
12,24.142758542531816,24.387139755693145,24.759505385103402,25.132396696464973
13,27.666079087538396,24.381289932012677,24.761379381308338,25.165756501914753
14,26.496641652705048,24.420460647623532,24.7796031224432,25.166945994919004
15,27.7435289098178,24.397393729705453,24.775774606905223,25.194145706786653
16,21.988388338737796,24.39355646801636,24.769559955350083,25.172152598060084
17,24.751179793720198,24.412074026588687,24.762950531607707,25.179934628136433
18,22.859579900082565,24.417798108243822,24.768624362689852,25.18597967481699
19,27.36735482749675,24.4115216779006,24.774632104032754,25.21412784612132
20,27.07718397462663,24.412281589264094,24.7765816041891,25.181312856796872
21,23.87299217623506,24.410535713230793,24.790633775171457,25.17326269538214
22,26.522251821113784,24.38293684752478,24.796945798450814,25.159539506511155
23,27.84875983120178,24.396619306487562,24.79322100692981,25.172984035829526
24,24.67059647432528,24.399130149783325,24.7849359652902,25.179884615619503
25,26.49387092715349,24.39487766337737,24.78308546934901,25.158004605440897
26,21.848711752500044,24.36664999281127,24.77501159441055,25.141824219938883
27,25.141957310992794,24.381524241697726,24.77107164869919,25.14776240564463
28,23.552651204350706,24.392629907367887,24.769886764842738,25.12552135440736
29,26.833874112829303,24.41701650748004,24.78659011494736,25.149088145773696
30,23.396502151082785,24.433656788342766,24.78298686789943,25.1668558498485
31,23.607885079141663,24.45714712068967,24.78588179403175,25.190575862153935
32,27.277992678851156,24.467166005599417,24.8128569832151,25.18688068890979
33,27.336087150902678,24.464391130179653,24.822276253934994,25.186218597624645
34,25.084302748064903,24.46010110534505,24.8313585753894,25.200281198806845
35,23.13039239412241,24.460507723696203,24.825939935476406,25.212879192413993
36,25.909749391624793,24.451379847354865,24.837485504270376,25.221080550474646
37,25.989541827078813,24.467948369092802,24.851753992263536,25.24692340204612
38,26.992330783886004,24.462327239553076,24.852728224267146,25.275215815747124
39,25.138876451140824,24.482080979230176,24.854409411830417,25.299603620280944
40,26.76781236731976,24.459264330744826,24.84333402280096,25.284303433522297
41,24.597433470014185,24.495660309184732,24.84331842351542,25.27396520792623
42,26.555162191997102,24.49347125974461,24.851116165177945,25.240812535864467
43,24.957763973343045,24.496190943209303,24.847681686730066,25.257973664130677
44,26.24603200598033,24.514416122116028,24.847765070022056,25.2529264229608
45,26.06202556834306,24.513510089066994,24.856675483929273,25.252193015954774
46,24.936377085195147,24.460103018653744,24.846354720877773,25.248167676623964
47,23.07210397265708,24.445424094680927,24.861188524340513,25.235904858448574
48,25.392503240951168,24.484592633356787,24.863347260930084,25.245992799098744
49,26.53986435973279,24.492838038106026,24.870192607385434,25.274384451134292
50,24.890772313142072,24.483250710246498,24.847193510448434,25.242760625172906
51,25.878918531891227,24.50068662279657,24.872492001420724,25.252649610740132
52,26.387105139657837,24.476614961968828,24.860224829582375,25.256306110386912
53,26.593770270959247,24.474818626089192,24.863991631654088,25.26053442565788
54,25.66843634097922,24.4795108795959,24.867446957089527,25.264221920673315
55,25.49622055114391,24.45909458757628,24.870300857190227,25.257075990834988
56,24.128159084516405,24.464399087894197,24.862038762962726,25.261023254017637
57,25.088272512458357,24.435166619425708,24.863765989144525,25.246083333118364
58,24.775741040956675,24.480534615872394,24.869972179025947,25.261856690598172
59,24.29113087526328,24.478771736851076,24.86964264925077,25.286289290764966
60,25.89221214637675,24.473255619027743,24.887839674970515,25.266085134689142
61,27.738534270749444,24.468419294240732,24.878579949632325,25.258995644435462
62,24.520022008948896,24.458327705062402,24.87043847144524,25.242502691603303
63,27.79918680103777,24.439692896707548,24.871395458989326,25.23789096682645
64,23.626954948502714,24.449826293657512,24.875956782970743,25.233793059549726
65,23.408255439059875,24.442237064179864,24.866075890413143,25.223647459493282
66,24.639653524527073,24.454076865187275,24.8579986585181,25.235610859086737
67,26.06134139139602,24.454298398232062,24.857823472363087,25.24621480740237
68,24.037985317810644,24.458575857089283,24.857762036002217,25.246251430382994
69,25.852951379150195,24.479627967345095,24.865404504982944,25.26443254270581
70,23.66325610574366,24.50299708146929,24.865631966602002,25.235232851765623
71,23.584710502467995,24.505284896125453,24.875509348150487,25.247302791837946
72,26.71017019866315,24.50478123766329,24.90991638282579,25.263040822955123
73,25.41626820729394,24.4999969638043,24.908980132331077,25.246097423534778
74,23.348893709577133,24.512370100780153,24.925538032778448,25.242601951753326
75,23.24356545705611,24.55885466019778,24.94411322886373,25.293431481926383
76,26.03295841692381,24.553859611060194,24.96994086151161,25.302394369744864
77,26.5002113817269,24.614136076284485,24.980533956522546,25.30507405379052
78,27.636831745653353,24.621713862493436,24.99984079856423,25.317018091954985
79,26.068480575650096,24.65298535928861,25.010173335563426,25.342133745701712
80,24.29919943792624,24.650255940587947,25.02442993324548,25.354400227995196
81,25.474394451426964,24.633033219126126,25.031108577435475,25.366234662453166
82,27.65900289202891,24.647475432684928,25.03178008013552,25.37417860922845
83,25.66938346837983,24.66025537588493,25.0419678379324,25.383262721619378
84,24.165307493106667,24.701509281211333,25.044346924845485,25.413512860074555
85,25.33518658497396,24.71848490267111,25.071026141103744,25.433300169917715
86,24.100203614462707,24.728212333031042,25.07823539796444,25.41494944892072
87,25.321450565637765,24.743268206333276,25.099595310980533,25.463141213522764
88,26.47991502788098,24.753886348796307,25.11385416976701,25.493739011632172
89,24.419295233584435,24.799900624477065,25.108920941068543,25.488793588477282
90,27.22223938880231,24.78563808246256,25.129704928971147,25.51159584758659
91,27.510340179071182,24.821570038821903,25.144245999731744,25.511201550206394
92,24.49550641613758,24.800721905733443,25.148657508201865,25.53902523322263
93,26.618332113463538,24.802086085294476,25.188431291519173,25.561363239727264
94,24.57821575786664,24.79479705948196,25.184446817398012,25.540415874085678
95,25.93865509502443,24.815544082862793,25.192253767734407,25.558961220294858
96,26.033721992242018,24.84032959644009,25.21597332365027,25.574165060280205
97,24.012305525576433,24.86231360202011,25.218242903486214,25.589450489350096
98,25.283203388625868,24.88174533448262,25.22578402810553,25.61172648951234
99,27.706093033957913,24.892383995340253,25.250225929425596,25.62490825264639
100,26.26975738056434,24.906491750010673,25.25772043433299,25.627823724731027
101,23.854915409202643,24.903456492365436,25.265053754496883,25.671198936332974
102,24.980429877025987,24.89680406869912,25.281926081131683,25.69799948135831
103,28.663710498242384,24.910865448741987,25.31592372448159,25.688286220396467
104,28.131556827177672,24.917117046646084,25.32361207616949,25.725765677512886
105,24.636107149080885,24.929378098572958,25.313085982438235,25.682247112875885
106,24.5129694943107,24.924874236617327,25.31077777805768,25.679917493339094
107,27.13761470889231,24.907318225089092,25.32202602927279,25.703430258336805
108,27.040923130999598,24.922571073858144,25.31481125589783,25.743078763658996
109,24.40536292647308,24.93205463151278,25.317992462243453,25.71373948058338
110,25.666522574395557,24.927255141033683,25.32808917647587,25.68752754039749
111,27.161456467169483,24.90415081750601,25.328679497997022,25.685635129908807
112,26.640069574796712,24.94042195704503,25.325177610198185,25.69639907899809
113,24.666003749222128,24.948458829952767,25.320807900984452,25.69614548870768
114,21.647535954424345,24.93656971264778,25.325168480909646,25.68437890613316
115,26.685953229586747,24.94422273154155,25.33980771875003,25.688426388705157
116,24.709045933967676,24.983899420650214,25.33622282849163,25.713879601901034
117,25.040343638352724,25.000967547022892,25.3600125038215,25.72364815941815
118,26.20033421700026,25.049241912587846,25.385732871652987,25.75024894581501
119,25.1472859583175,25.026030078433532,25.402154259064176,25.804980350001802
120,26.57798653100074,25.034683794596813,25.435206056023706,25.840507522962977
121,25.317032623830233,25.059207623700935,25.44383741971863,25.823957957148817
122,25.668999896204443,25.127761437714977,25.451826515375465,25.833224545414023
123,25.048699398705008,25.103171504691712,25.472369471669836,25.813594235317538
124,24.973583429879533,25.125533341276256,25.484445274098285,25.866269203124368
125,28.402508545935873,25.149282276614112,25.506865508185008,25.920981712958735
126,26.995644088082905,25.14414916529361,25.518430430217236,25.944809254886774
127,28.517770656093752,25.174262433544182,25.539013013314083,25.94573334981749
128,27.535515425833633,25.215368345683952,25.54174319030807,25.98269411868099
129,27.217857322839503,25.164312297290078,25.54350260377635,26.002848495440176
130,25.115384889258745,25.200764514468734,25.53825679440054,25.98613110036559
131,25.077703251488966,25.193185291628303,25.563231613029956,25.951309825379536
132,26.321905987832153,25.204709919037942,25.580226895418186,25.945622015583428
133,26.099848388205267,25.212829076441146,25.596992066942704,25.966785230521428
134,25.043258385162126,25.186663190568193,25.59794553583815,26.006177010146963
135,26.797647983430373,25.215474672585408,25.604901268517143,25.96774185252434
136,27.989750121748735,25.2041328346987,25.62468352404418,25.998920903565296
137,24.45676781262594,25.20223627884,25.617643986912647,26.003148046064716
138,27.218017560258915,25.17236118698731,25.626369879575442,26.003155016084058
139,26.624950749991843,25.197378346436807,25.605119849136823,26.025815314939845
140,26.170922052950008,25.213106242770614,25.61397497817582,25.998650912789717
141,26.2121389567814,25.200149418407953,25.616334918695664,26.016154614944476
142,24.13342221345735,25.23412918212474,25.635763608933917,25.99952391700543
143,24.574170269105696,25.237097160435518,25.641851625630448,26.063428639217086
144,24.1875902266662,25.24724991009153,25.664521159526736,26.068667728774354
145,27.21433683496037,25.239975849538414,25.66450466819442,26.03819495947043
146,26.62315554181741,25.284562095680815,25.67983835810817,26.068636618310347
147,24.501723039225304,25.29455433666272,25.69464046099526,26.07400469969904
148,27.163264277448217,25.323530129053868,25.715155646756443,26.10381908106095
149,24.66796267820684,25.339087899787046,25.720288915489032,26.105836629250028
150,25.494866401101376,25.3203369829502,25.73533773714445,26.126365659832157
151,26.349352723904833,25.339550213890654,25.74410803346303,26.135078287618953
152,26.45026222243877,25.352904165810973,25.769819705204853,26.174463455739353
153,24.92795811746082,25.405169463548944,25.792043892619745,26.19331103293237
154,28.561411507797974,25.42581104940531,25.814575902178028,26.18162766817185
155,27.721000292847442,25.457929613691643,25.84293875846931,26.223547191513415
