parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,25.730636453669714,0.1952006172330063,1.0056638686016288,51.05822698264445,,False,sampled
beta0,0.006386407995312907,0.0005417977353895864,1.047693076112178,14.24176871846694,,False,sampled
initial.level,25.730636453669714,0.1952006172330063,1.0056638686016288,51.05822698264445,,False,sampled
initial.slope,0.006386407995312907,0.0005417977353895864,1.047693076112178,14.24176871846694,,False,sampled
model_index,14.365,1.2310824138839918,1.0314173249055936,25.298794828647857,,False,sampled
q_level,0.007930377871543265,0.002057297258474038,1.0034538157621489,36.34742112472897,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,2.078590345891255e-07,2.3443060560940295e-07,1.1954812169848652,6.672607971923956,,False,sampled
s_level,-0.004553116406871828,0.08904757536972474,0.9997104935862875,400.0,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,-8.782511722590725e-06,0.00045640186099946774,1.1954812169848652,400.0,,False,sampled
sd.level,0.08826355978526144,0.01184367202325071,1.0034538157621489,36.34742112472897,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,0.000370844655324991,0.00026553634418138925,1.1954812169848652,6.672607971923956,,False,sampled
sigma,1.5039722253398293,0.038338414293831384,1.0487441419934693,30.362581213553746,0.38,False,sampled
sigma2,2.263398614019178,0.1157046025291329,1.0487441419934693,30.362581213553746,,False,sampled
signed_sd.level,-0.004553116406871828,0.08904757536972474,0.9997104935862875,400.0,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,-8.782511722590725e-06,0.00045640186099946774,1.1954812169848652,400.0,,False,sampled
state_level,2.0,0.0,,,,True,constant draw; R-hat and ESS undefined
state_season,0.0025,0.05,1.0,400.0,,False,sampled
state_trend,1.7875,0.4095890109545626,1.0293360286266076,23.348768026274353,,False,sampled
xi,-0.3111482885606526,0.017353710352723723,1.036452646746829,22.853208821935485,0.254,False,sampled
