parameter,mean,sd,lower,median,upper
alpha0,25.730636453669714,0.1952006172330063,25.38478226528545,25.734704083199627,26.041600915141252
beta0,0.006386407995312907,0.0005417977353895864,0.0054434573578543335,0.0064091487748946085,0.007173203816419178
initial.level,25.730636453669714,0.1952006172330063,25.38478226528545,25.734704083199627,26.041600915141252
initial.slope,0.006386407995312907,0.0005417977353895864,0.0054434573578543335,0.0064091487748946085,0.007173203816419178
model_index,14.365,1.2310824138839918,12.0,15.0,15.0
q_level,0.007930377871543265,0.002057297258474038,0.004387148448042366,0.00786688744357604,0.011073378819820822
q_season,0.0,0.0,0.0,0.0,0.0
q_trend,2.078590345891255e-07,2.3443060560940295e-07,0.0,1.477417467527594e-07,7.381966643447775e-07
s_level,-0.004553116406871828,0.08904757536972474,-0.10369487398223205,-0.06859922580208636,0.10168988757555428
s_season,0.0,0.0,0.0,0.0,0.0
s_trend,-8.782511722590725e-06,0.00045640186099946774,-0.0007478087575130128,0.0,0.0007612422502357904
sd.level,0.08826355978526144,0.01184367202325071,0.0662355462883875,0.08869547112548479,0.1052301231200075
sd.seasonal,0.0,0.0,0.0,0.0,0.0
sd.slope,0.000370844655324991,0.00026553634418138925,0.0,0.0003843586194245225,0.000859181842304989
sigma,1.5039722253398293,0.038338414293831384,1.4499129660262138,1.5017285756218144,1.5680593475273645
sigma2,2.263398614019178,0.1157046025291329,2.1022476090509326,2.2551887148391234,2.4588108245648015
signed_sd.level,-0.004553116406871828,0.08904757536972474,-0.10369487398223205,-0.06859922580208636,0.10168988757555428
signed_sd.seasonal,0.0,0.0,0.0,0.0,0.0
signed_sd.slope,-8.782511722590725e-06,0.00045640186099946774,-0.0007478087575130128,0.0,0.0007612422502357904
state_level,2.0,0.0,2.0,2.0,2.0
state_season,0.0025,0.05,0.0,0.0,0.0
state_trend,1.7875,0.4095890109545626,1.0,2.0,2.0
xi,-0.3111482885606526,0.017353710352723723,-0.33704956657310803,-0.31200971628329516,-0.2890818091372993
