time,observed,lower,median,upper,truth
1,24.741448087662675,25.31613086686261,25.65252813964477,25.944664947274795,24.992933168134645
2,26.462690437830577,25.34890173287841,25.69096426653962,25.989045759062616,24.986371464570095
3,27.96859438766233,25.426685094220293,25.781433795606404,26.092572280615435,24.901301309174684
4,25.42368884345964,25.413508745949557,25.76636326899836,26.07402695953502,24.911753019238404
5,27.046744219349755,25.536085419716805,25.909699759454295,26.23292349459453,24.888154393104347
6,28.287723482458865,25.518285440723073,25.88710742285823,26.20716223150228,24.84375288412485
7,26.094174077702625,25.34461884866235,25.68123738253861,25.97456391760951,24.91154091070085
8,26.487426456231194,25.22505185224843,25.540848786418863,25.80366180288903,24.85423679413962
9,28.00315419459875,25.169949928996413,25.476389768776077,25.724490122315427,24.848475211835805
10,26.04503038605042,25.037420506590784,25.290213620130892,25.517486765326165,24.87263782884837
11,25.052094430215032,24.94121624921543,25.18214187626481,25.40569719026903,24.826972833331386
12,24.87578588253516,24.982033833042358,25.220204562577372,25.443829393455836,24.8174610761312
13,26.086944544870924,24.979524525981425,25.21590672863521,25.438939628538456,24.78723115170101
14,24.74599596408681,24.88388739636592,25.103250430969254,25.31511350019509,24.73210937675856
15,25.106004280042225,24.87696491847623,25.09969524314735,25.311061799907677,24.73219541725958
16,26.955056715062952,24.86282122410963,25.081530472429705,25.292203603389872,24.68285109966249
17,23.675882231649297,24.80767056505749,25.011995050044444,25.22175532333569,24.709933259891777
18,25.91482671483038,24.816895491274977,25.021239083248332,25.23052975095643,24.71236616980394
19,24.904320880419924,24.714817394358434,24.90438232039653,25.10461286617047,24.630583907002787
20,27.00143584642662,24.662329935317977,24.836800185007508,25.027919847973525,24.638871560994343
21,24.901708722017485,24.627390106646573,24.805806033675804,24.99500554840453,24.68101279990784
22,26.453409373513047,24.66182483762496,24.835273655543766,25.0242649936902,24.658208321905747
23,25.51659476985576,24.573257089876797,24.74547464719485,24.93909376860475,24.645623860459683
24,25.52788351482942,24.68830119971771,24.861610391252476,25.057019072916532,24.59444959116768
25,22.74117947832974,24.57586660567975,24.746610943939906,24.939100486442126,24.60322886681023
26,27.349607365091227,24.64292290314568,24.811425666823162,25.001222595545713,24.50944071841217
27,25.16315816591728,24.87839499078911,25.090891336734884,25.296572017192297,24.52936688750369
28,25.053199917993147,24.786393301093494,24.97589334072789,25.177061691052685,24.4884786512745
29,22.889032880712463,24.679467991619454,24.860802663006933,25.05158753036118,24.446417769656144
30,24.910555154857956,24.564936109560318,24.73101159765237,24.91599507084384,24.38016250943573
31,26.073412596226696,24.68834389834423,24.87026861775965,25.062213719911373,24.410566715900806
32,24.275831309019026,24.6003106374998,24.763540343595423,24.952808451433153,24.3861051545334
33,25.645978688615884,24.50604135132135,24.6671188190831,24.845968453594583,24.462484133275552
34,24.767447798352983,24.491070187809008,24.647815750309107,24.82902138415134,24.55817025625563
35,26.44708837022665,24.53026942179775,24.693677544760558,24.871043613805632,24.595047316570327
36,24.854593754071107,24.481122477108322,24.634905103210038,24.81757309166567,24.50221062084465
37,23.930418354171906,24.507049055550382,24.663147183397328,24.843254788024588,24.61192817235599
38,26.01866655056898,24.53591901102584,24.69651385110807,24.87187003697624,24.594802500769926
39,21.771228918256604,24.447447809151452,24.602892411451997,24.786031613504278,24.660574624239334
40,25.439883926935853,24.309416117557806,24.463983282871396,24.652476612773864,24.61874677576236
41,25.92037558214792,24.420383950868295,24.574749092689146,24.757265738510007,24.671954964956917
42,23.908844493127848,24.407673739285183,24.557871732919367,24.742262913442726,24.61862410362019
43,25.25902715035379,24.390955567107678,24.543946560694348,24.725941769087136,24.65677697172982
44,25.527007623843065,24.43389022522972,24.58712978815322,24.768450190563904,24.64672149106026
45,22.837422364436645,24.300278126371254,24.457517326987066,24.6475357855427,24.711766990174564
46,25.95505129424123,24.289444799875433,24.447458548129507,24.63924587588126,24.61718599349953
47,24.2545186061574,24.2570905495573,24.418204622898664,24.613133918223625,24.608350907670378
48,22.37348166464183,24.295643008053208,24.45333334928486,24.64493387308247,24.670901620292096
49,22.32069544205432,24.467497858418234,24.619872698773143,24.79994020316315,24.72761409305123
50,27.12014935120641,24.42254018179465,24.572051587126985,24.75204652809994,24.737094842000545
51,25.178923927599055,24.462522680929595,24.613072628870768,24.79185755010988,24.760179447703777
52,28.17191194837885,24.43370804717464,24.582552603576232,24.762174201779573,24.68595637045256
53,24.44636172716877,24.48869332151799,24.63970604478343,24.81691920062509,24.71985345887305
54,25.00070771553424,24.55140452925499,24.702131348246148,24.87598466555679,24.685021283245028
55,25.59376924613312,24.476110951621173,24.624657345568366,24.80197143507795,24.675876800137974
56,22.716513914641684,24.555672628688814,24.705904883748808,24.878574116668737,24.74187994991196
57,24.135781394996307,24.64360284986456,24.801033693410112,24.971835095355,24.685579179905496
58,24.910447601403853,24.61469494805402,24.768899407107988,24.936568614662825,24.735653803595497
59,26.666421440273947,24.630486646698895,24.785565832508418,24.95473099723109,24.735863348207985
60,26.76624325839092,24.707323399913893,24.867683289992478,25.04098277705297,24.684373540182406
61,24.89107835228352,24.67386738280479,24.830375861158146,25.002450865811202,24.758597834209848
62,25.385052812817523,24.728898295151705,24.889483582668106,25.06313121565544,24.86176785298849
63,25.450384279476825,24.8455259491764,25.01995822961325,25.204828400386177,24.9094511693363
64,22.793115895166377,24.85366421859221,25.02883308803521,25.212981164344296,24.881833464971244
65,25.03476186134839,24.932700886748435,25.11823282146461,25.308123903723796,24.94759770820011
66,24.477260938185832,24.919454307814245,25.102290612308536,25.28903277179373,24.959959314111277
67,26.17022255552673,24.896964817403738,25.07664731816573,25.261203577320575,24.914643688547454
68,25.346438841891707,25.040411220583476,25.2431720946086,25.430631678484325,25.031989724158883
69,25.067596063877783,25.218516283701963,25.454404461184275,25.66814099217484,25.12646821644485
70,27.20687669443785,25.238974010692232,25.48589211273396,25.703924258088207,25.136060675166902
71,23.73197998997614,25.19345960985997,25.41465832210495,25.621679504230332,25.245776278910157
72,24.44046899983995,25.12492657147016,25.335025987177808,25.52155109226942,25.170459772671848
73,25.791813650052667,25.190339582441197,25.410413103933674,25.61431403959399,25.18134675351336
74,26.25625954469423,25.120905246184766,25.325714918252547,25.510989681335946,25.19857416186993
75,25.856840038132567,24.994461220084535,25.187464755336634,25.37130780944022,25.185780307723945
76,25.354406991955784,24.960169318759007,25.14167665493335,25.32488321185062,25.16358702713448
77,26.4915256086965,24.87706242686336,25.047306921529,25.221382964936748,25.16783512751713
78,25.637486143845077,24.949440399827644,25.12818973865867,25.30790617593627,25.169115940509773
79,24.988488145107112,25.009392232690956,25.20228887591219,25.382491736024285,25.20404579332662
80,27.47597310065783,24.968421996177543,25.149215552226238,25.328908534168793,25.17941720741269
81,26.01525356430011,25.153719311089468,25.362352275627316,25.547595394215556,25.19024607582597
82,23.795098131290494,25.05045687609415,25.248868836815156,25.42727647505196,25.154471433334603
83,27.374326385610864,25.136069925065748,25.348823843053495,25.532289346393814,25.197291691972485
84,24.25399183023677,25.202396965553305,25.417061118664073,25.6141004341753,25.190134171726932
85,24.232009756063576,25.25585945450692,25.48351883145832,25.694963629973767,25.23599442745453
