parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.900188108674893,0.1437647031047164,1.0006353187648453,205.48928863827348,,False,sampled
beta0,0.00617205103971524,0.0008599784818893924,0.9989411199217239,232.5244936000057,,False,sampled
initial.level,24.900188108674893,0.1437647031047164,1.0006353187648453,205.48928863827348,,False,sampled
initial.slope,0.00617205103971524,0.0008599784818893924,0.9989411199217239,232.5244936000057,,False,sampled
model_index,5.38,3.9299122797227666,1.0093863546976454,167.32987318465285,,False,sampled
q_level,9.629060550161314e-05,0.00030748581524509195,1.0378005093876288,61.97049500258719,,False,sampled
q_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
q_trend,2.0500965850298746e-09,9.112108537984239e-09,1.0116992767244166,204.86637285502277,,False,sampled
s_level,-0.00012127955277533897,0.009824316248271781,1.0378005093876288,400.0,,False,sampled
s_season,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
s_trend,-1.1156790643621102e-06,4.532093128220043e-05,1.0116992767244166,373.7510615024723,,False,sampled
sd.level,0.003812689116179792,0.009053115732505723,1.0378005093876288,61.97049500258719,,False,sampled
sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
sd.slope,1.3063819762881151e-05,4.3406722487716624e-05,1.0116992767244166,204.86637285502277,,False,sampled
sigma,1.3869751635701721,0.03600764461839609,0.9992882599706993,37.79855454295785,0.428,False,sampled
sigma2,1.9249934134552933,0.0999796963790775,0.9992882599706993,37.79855454295785,,False,sampled
signed_sd.level,-0.00012127955277533897,0.009824316248271781,1.0378005093876288,400.0,,False,sampled
signed_sd.seasonal,0.0,0.0,,,,True,constant draw; R-hat and ESS undefined
signed_sd.slope,-1.1156790643621102e-06,4.532093128220043e-05,1.0116992767244166,373.7510615024723,,False,sampled
state_level,1.2225,0.41644605688581005,1.0282796159734833,100.5008079195599,,False,sampled
state_season,0.0175,0.13128915456069917,0.9978595273702789,332.28108653971475,,False,sampled
state_trend,1.12,0.3253685013244757,1.0060347991953247,256.00830085834565,,False,sampled
xi,-0.27487841548355035,0.016718845087960857,1.0047041815244586,29.37314308974408,0.312,False,sampled
