parameter,lower,median,upper
alpha0,-0.7167059697441978,-0.15245487626820015,0.5189400259122472
s_level,-0.02350160579339514,9.352740978080774e-05,0.02388551619537635
q_level,4.774576935012401e-07,8.864101593950794e-05,0.0007876294938564201
sigma,2.727240690129665,2.868534126061096,3.017710309703832
sigma2,7.437841781898932,8.228488032377097,9.106575513292798
xi,-0.19578144388957922,-0.1711617109191,-0.1442891937380805
beta0,-0.0026274913514761186,0.0011500684102846055,0.005593596111611009
s_trend,-0.00015383525506255108,-5.657128021114124e-07,0.00015303894217476129
q_trend,1.510249179114124e-10,4.007389577588724e-09,3.703705428221867e-08
s_season,-0.016584782451728737,-0.00017406268582681898,0.016319696711022433
q_season,2.4674586161871964e-07,3.480068717841789e-05,0.0003997689853250417
lambda2_level,0.5104735719864503,1.9347816800105386,5.118287773603557
lambda2_trend,0.4690881144434614,1.9449575912599952,4.937506723981741
lambda2_season,0.4943804198655225,1.9980884953774243,5.2255709659800225
tau_level,0.037902218682752155,0.517563324946366,3.7143921294997964
tau_trend,0.0442546289562161,0.523443469133403,4.05898796335769
tau_season,0.022769499614001393,0.39976119918536146,3.286457499495773
