parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,25.030606525147764,0.25111979047377553,1.0096194543048642,283.6521375979838,,False,sampled
beta0,0.0005476545108171194,0.002756545657730661,1.0079691868355611,322.2053236828242,,False,sampled
initial.level,25.030606525147764,0.25111979047377553,1.0096194543048642,283.6521375979838,,False,sampled
initial.slope,0.0005476545108171194,0.002756545657730661,1.0079691868355611,322.2053236828242,,False,sampled
model_index,7.364,4.792644665085399,1.0101431325294066,267.2448835352264,,False,sampled
q_level,0.000964825384435072,0.002276107326428555,1.0077713893894085,218.99006126277897,,False,sampled
q_season,0.009549005972772768,0.014086771697421714,1.003357287967643,57.108350908927456,,False,sampled
q_trend,1.1427362179510981e-07,5.125518648319165e-07,1.000553713191196,465.55975717339436,,False,sampled
s_level,-8.086645266944526e-05,0.031092641408400915,1.0077713893894085,496.33415569446925,,False,sampled
s_season,-0.0051990606641221,0.09767833872817933,1.0035081986236674,355.9198197283164,,False,sampled
s_trend,-9.78324453820018e-07,0.00033838095101881496,1.0027946215749115,428.44681499413787,,False,sampled
sd.level,0.016287511505859567,0.026475351590966544,1.0077713893894085,218.99006126277897,,False,sampled
sd.seasonal,0.06818540769001527,0.07006836163006966,1.003357287967643,57.108350908927456,,False,sampled
sd.slope,0.0001096369749889349,0.0003200910371355225,1.000553713191196,465.55975717339436,,False,sampled
sigma,1.4560939712877248,0.091824983101132,1.0522352858083104,32.66030458017645,0.645,False,sampled
sigma2,2.1286246170869383,0.26979175865548977,1.0522352858083104,32.66030458017645,,False,sampled
signed_sd.level,-8.086645266944526e-05,0.031092641408400915,1.0077713893894085,496.33415569446925,,False,sampled
signed_sd.seasonal,-0.0051990606641221,0.09767833872817933,1.0035081986236674,355.9198197283164,,False,sampled
signed_sd.slope,-9.78324453820018e-07,0.00033838095101881496,1.0027946215749115,428.44681499413787,,False,sampled
state_level,1.42,0.494052807251113,1.0051912846496287,303.5321070946912,,False,sampled
state_season,1.676,0.4684687031720512,1.0048497541069965,118.22066316862855,,False,sampled
state_trend,0.636,0.7620139963683886,1.0055283038646454,430.8685218191847,,False,sampled
xi,-0.2180146469378736,0.05155582177191489,1.078540114543726,25.737469902021797,0.599,False,sampled
