parameter,mean,sd,lower,median,upper
alpha0,24.96586738429297,0.1523471745309299,24.734610728646746,24.967515657990283,25.249285606468277
beta0,0.006243543394966273,0.000332494986340839,0.0055848752867794504,0.0063277083459806465,0.00666977952843099
initial.level,24.96586738429297,0.1523471745309299,24.734610728646746,24.967515657990283,25.249285606468277
initial.slope,0.006243543394966273,0.000332494986340839,0.0055848752867794504,0.0063277083459806465,0.00666977952843099
model_index,9.335,4.335870666439467,3.0,12.0,15.0
q_level,0.0004989593254473825,0.0006661260417573573,0.0,0.00020056182477855901,0.001922411546319515
q_season,2.1890473941392895e-08,4.378094788278578e-07,0.0,0.0,0.0
q_trend,2.7063740958221706e-09,1.4778677790765266e-08,0.0,0.0,4.874794353186495e-09
s_level,0.0016049558937619396,0.02230756622322278,-0.03770377660879103,0.0,0.04183889042688218
s_season,-7.3977148399679635e-06,0.00014795429679935926,0.0,0.0,0.0
s_trend,7.31869446988394e-07,5.2082818788609674e-05,0.0,0.0,0.0
sd.level,0.016252729880767047,0.015342639549342776,0.0,0.014161923005321476,0.04384523213696531
sd.seasonal,7.3977148399679635e-06,0.00014795429679935926,0.0,0.0,0.0
sd.slope,1.1401273747747303e-05,5.082167016289866e-05,0.0,0.0,6.98195951538631e-05
sigma,1.3938834594281027,0.03154622181342262,1.344019793837879,1.3992680917064295,1.449551118759876
sigma2,1.9439037746676808,0.08782307569082921,1.806389256345779,1.9579511924677528,2.101198445898008
signed_sd.level,0.0016049558937619396,0.02230756622322278,-0.03770377660879103,0.0,0.04183889042688218
signed_sd.seasonal,-7.3977148399679635e-06,0.00014795429679935926,0.0,0.0,0.0
signed_sd.slope,7.31869446988394e-07,5.2082818788609674e-05,0.0,0.0,0.0
state_level,1.675,0.46896141848778466,1.0,2.0,2.0
state_season,0.02,0.15704029462319008,0.0,0.0,0.0
state_trend,1.08,0.271632952995181,1.0,1.0,2.0
xi,-0.2717142393698089,0.01629102815843785,-0.3024180005954942,-0.2720432880483344,-0.2451336908265477
