parameter,mean,sd,rhat,ess_bulk,acceptance,constant,diagnostic
alpha0,24.96586738429297,0.1523471745309299,1.0952447093466366,12.18460972580021,,False,sampled
beta0,0.006243543394966273,0.000332494986340839,1.002263048352928,14.117801017559456,,False,sampled
initial.level,24.96586738429297,0.1523471745309299,1.0952447093466366,12.18460972580021,,False,sampled
initial.slope,0.006243543394966273,0.000332494986340839,1.002263048352928,14.117801017559456,,False,sampled
model_index,9.335,4.335870666439467,1.1190976222996372,12.385681198620217,,False,sampled
q_level,0.0004989593254473825,0.0006661260417573573,1.2858423782958088,3.891168358754077,,False,sampled
q_season,2.1890473941392895e-08,4.378094788278578e-07,1.0,400.0,,False,sampled
q_trend,2.7063740958221706e-09,1.4778677790765266e-08,1.0450488392989306,46.57285774920128,,False,sampled
s_level,0.0016049558937619396,0.02230756622322278,1.2858423782958088,370.30585558352044,,False,sampled
s_season,-7.3977148399679635e-06,0.00014795429679935926,1.0,400.0,,False,sampled
s_trend,7.31869446988394e-07,5.2082818788609674e-05,1.0450488392989306,400.0,,False,sampled
sd.level,0.016252729880767047,0.015342639549342776,1.2858423782958088,3.891168358754077,,False,sampled
sd.seasonal,7.3977148399679635e-06,0.00014795429679935926,1.0,400.0,,False,sampled
sd.slope,1.1401273747747303e-05,5.082167016289866e-05,1.0450488392989306,46.57285774920128,,False,sampled
sigma,1.3938834594281027,0.03154622181342262,1.0021782637563579,56.989806177020306,0.396,False,sampled
sigma2,1.9439037746676808,0.08782307569082921,1.0027618391634152,56.989806177020306,,False,sampled
signed_sd.level,0.0016049558937619396,0.02230756622322278,1.2858423782958088,370.30585558352044,,False,sampled
signed_sd.seasonal,-7.3977148399679635e-06,0.00014795429679935926,1.0,400.0,,False,sampled
signed_sd.slope,7.31869446988394e-07,5.2082818788609674e-05,1.0450488392989306,400.0,,False,sampled
state_level,1.675,0.46896141848778466,1.0652710523283029,13.734234988395249,,False,sampled
state_season,0.02,0.15704029462319008,1.01526965230269,81.4395523512788,,False,sampled
state_trend,1.08,0.271632952995181,1.0475413391092772,39.540090879507304,,False,sampled
xi,-0.2717142393698089,0.01629102815843785,0.9992154262660561,47.762783204661076,0.312,False,sampled
