date,observed,lower,median,upper
1,24.741448087662675,24.582966475645655,25.02125608777972,25.4328353992696
2,26.462690437830577,24.612747632025883,25.032038416771027,25.44285380364423
3,27.968594387662332,24.596794488401983,25.031916025561685,25.43672817687793
4,25.42368884345964,24.605298147352265,25.036827556890064,25.470514679656727
5,27.046744219349755,24.611138440425254,25.034560866812246,25.458018375973822
6,28.287723482458865,24.60963018317636,25.04047437617951,25.456914373391765
7,26.094174077702622,24.605864936810054,25.02668011094814,25.436791717080112
8,26.487426456231194,24.622979531082663,25.02587457603952,25.433268450764203
9,28.00315419459875,24.60223929668404,25.022950920904762,25.407104194567506
10,26.04503038605042,24.589197571539565,25.00653770024229,25.392645867167037
11,25.052094430215032,24.57360181678215,24.986705246645453,25.370737488877754
12,24.87578588253516,24.56327468947415,24.979105963921022,25.36011446883661
13,26.086944544870924,24.574351786893978,24.96145911677023,25.36619516978544
14,24.745995964086806,24.566314757440463,24.944427528100093,25.36951155051071
15,25.106004280042225,24.551503205073047,24.92245375130801,25.344263539965677
16,26.955056715062952,24.562798028067828,24.922827165794153,25.32783018057439
17,23.675882231649297,24.559381343670104,24.916922837784814,25.29787860131683
18,25.91482671483038,24.528702233480864,24.90814109601196,25.28497015845922
19,24.904320880419924,24.564058451717035,24.901096896142725,25.25257059201131
20,27.00143584642662,24.538962991056984,24.899156868254195,25.242296819297714
21,24.901708722017485,24.536455271112015,24.88367064566644,25.23327546599909
22,26.453409373513047,24.525219231576642,24.858481733238946,25.209310034303513
23,25.516594769855757,24.488431304265312,24.865066658121137,25.207863967495015
24,25.52788351482942,24.472293467712362,24.838319070307328,25.195882878743237
25,22.74117947832974,24.461384121090322,24.829165325298167,25.185649160401354
26,27.349607365091227,24.450182265690984,24.809777119797047,25.181726024566824
27,25.16315816591728,24.433752134432016,24.79340380348212,25.16288666862245
28,25.053199917993147,24.434558472509174,24.791599568752126,25.1568969470827
29,22.889032880712463,24.436202635209913,24.76650285798741,25.134182434532523
30,24.910555154857953,24.431374017938538,24.765389484163286,25.108558208503645
31,26.073412596226696,24.43387924809036,24.77109459045368,25.109111735034986
32,24.275831309019026,24.41032444304663,24.75663863174006,25.089223477809185
33,25.645978688615884,24.396050392147274,24.74990563743002,25.081495776042505
34,24.767447798352983,24.372064824480738,24.739291791404234,25.078102938553457
35,26.44708837022665,24.397892299824427,24.739750867440875,25.082149099155274
36,24.854593754071107,24.399274739111544,24.729584921144742,25.078451781458202
37,23.930418354171902,24.35804976733437,24.71527392615114,25.055645365512916
38,26.01866655056898,24.345495399414432,24.713962751198537,25.034085370922153
39,21.771228918256604,24.319342668349716,24.707040334080553,25.001895290067207
40,25.439883926935853,24.335654561610422,24.718609270178398,25.02230504556647
41,25.92037558214792,24.31880420112498,24.711510767889358,25.00691726605334
42,23.908844493127848,24.3422604997185,24.711767608267902,25.03817287837174
43,25.25902715035379,24.300317076586573,24.7108083246584,25.031503230025848
44,25.527007623843062,24.253647182837874,24.70528990913192,25.008808693798215
45,22.837422364436645,24.285903691883433,24.70219303560475,24.99159828753012
46,25.95505129424123,24.26859303800913,24.711699421927538,24.994958584576167
47,24.2545186061574,24.28683210794843,24.706167161738968,24.996167843739656
48,22.37348166464183,24.33565184960772,24.69978104534698,25.007339385576252
49,22.32069544205432,24.331842001791586,24.709118609056365,25.009455491560903
50,27.12014935120641,24.362511744390215,24.727554748670695,25.026784445162424
51,25.178923927599058,24.35748796794121,24.74658310282744,25.038787316375085
52,28.17191194837885,24.37258242586809,24.74624384573459,25.05229992492544
53,24.446361727168775,24.403417462677066,24.745877876785265,25.053452702355543
54,25.000707715534237,24.37997749491993,24.757517536133136,25.0705804954986
55,25.593769246133117,24.383594017741704,24.764699740318804,25.076646272754058
56,22.716513914641684,24.37818125321497,24.769745622930316,25.08126695257562
57,24.135781394996307,24.413150685190967,24.781540873226618,25.078634769000384
58,24.910447601403853,24.41167211161129,24.77578713123161,25.089379671565844
59,26.666421440273947,24.420833436352236,24.805649213205967,25.101007378850444
60,26.76624325839092,24.421536514625515,24.804441750310986,25.1021891379467
61,24.891078352283518,24.43924348403885,24.80412717915739,25.113184622032446
62,25.385052812817523,24.44322822091983,24.810306596024652,25.11635106396028
63,25.450384279476822,24.47673862329402,24.820580184374734,25.136751207304254
64,22.793115895166377,24.46419182725974,24.82359109065103,25.151352920098184
65,25.03476186134839,24.485730274021208,24.833533052981636,25.169681197717356
66,24.477260938185832,24.503243027609095,24.841857335233556,25.184488242354902
67,26.170222555526735,24.508370765876023,24.836605639051616,25.168224061783306
68,25.346438841891707,24.51218140204029,24.849975348118413,25.1768422835469
69,25.067596063877783,24.539959375487566,24.88171919987869,25.173553399682806
70,27.206876694437852,24.546969574977176,24.891756434821687,25.1764999833321
71,23.73197998997614,24.539690250412086,24.892864965131423,25.198036052017727
72,24.44046899983995,24.552706613097786,24.898489500219235,25.21664737190689
73,25.791813650052667,24.552885545312908,24.906583114084224,25.243175316666896
74,26.25625954469423,24.56050775125545,24.91383658056526,25.27913505863084
75,25.856840038132567,24.58798498942463,24.93371697058515,25.283576484523525
76,25.354406991955784,24.597248085393176,24.934808869130467,25.305538801973277
77,26.4915256086965,24.63924048023679,24.949265570777044,25.28474500016935
78,25.637486143845074,24.66139362983135,24.959574225802307,25.288635987287627
79,24.988488145107112,24.662203860327175,24.968087100124706,25.295555181805966
80,27.47597310065783,24.67982424443587,24.97225633346652,25.315765737054285
81,26.01525356430011,24.689717164789855,24.981869732158863,25.326696303646525
82,23.795098131290498,24.66300120443579,24.977695526021833,25.32679353758446
83,27.374326385610864,24.666573153991603,24.996402074951853,25.34112568104538
84,24.25399183023677,24.665798639527004,25.00395854624447,25.315390474103637
85,24.232009756063576,24.695350684769664,25.00353061910686,25.32844247743188
86,25.317090274362474,24.705517783838953,25.016224172806005,25.3688628608816
87,28.354439777266926,24.707618260598814,25.026729620832157,25.38890117969277
88,25.610602428947306,24.705598843176155,25.03334500380708,25.402031382026927
89,26.714400177420046,24.727858040342493,25.042621111665937,25.384391839368586
90,23.06323434554502,24.74840220021475,25.043595135696158,25.403399758263838
