time,cycle,phase,y,eta,level,slope,seasonal
1,1,1,24.741448087662675,24.992933168134645,24.992933168134645,0.0,0.0
2,1,2,26.462690437830577,24.986371464570098,24.986371464570098,0.0,0.0
3,1,3,27.968594387662332,24.901301309174684,24.901301309174684,0.0,0.0
4,1,4,25.42368884345964,24.911753019238404,24.911753019238404,0.0,0.0
5,2,1,27.046744219349755,24.888154393104347,24.888154393104347,0.0,0.0
6,2,2,28.287723482458865,24.84375288412485,24.84375288412485,0.0,0.0
7,2,3,26.094174077702622,24.911540910700854,24.911540910700854,0.0,0.0
8,2,4,26.487426456231194,24.85423679413962,24.85423679413962,0.0,0.0
9,3,1,28.00315419459875,24.848475211835805,24.848475211835805,0.0,0.0
10,3,2,26.04503038605042,24.872637828848372,24.872637828848372,0.0,0.0
11,3,3,25.052094430215032,24.826972833331386,24.826972833331386,0.0,0.0
12,3,4,24.87578588253516,24.817461076131202,24.817461076131202,0.0,0.0
13,4,1,26.086944544870924,24.787231151701015,24.787231151701015,0.0,0.0
14,4,2,24.745995964086806,24.73210937675856,24.73210937675856,0.0,0.0
15,4,3,25.106004280042225,24.73219541725958,24.73219541725958,0.0,0.0
16,4,4,26.955056715062952,24.682851099662486,24.682851099662486,0.0,0.0
17,5,1,23.675882231649297,24.709933259891777,24.709933259891777,0.0,0.0
18,5,2,25.91482671483038,24.71236616980394,24.71236616980394,0.0,0.0
19,5,3,24.904320880419924,24.630583907002787,24.630583907002787,0.0,0.0
20,5,4,27.00143584642662,24.638871560994343,24.638871560994343,0.0,0.0
21,6,1,24.901708722017485,24.68101279990784,24.68101279990784,0.0,0.0
22,6,2,26.453409373513047,24.658208321905747,24.658208321905747,0.0,0.0
23,6,3,25.516594769855757,24.645623860459683,24.645623860459683,0.0,0.0
24,6,4,25.52788351482942,24.594449591167677,24.594449591167677,0.0,0.0
25,7,1,22.74117947832974,24.60322886681023,24.60322886681023,0.0,0.0
26,7,2,27.349607365091227,24.509440718412172,24.509440718412172,0.0,0.0
27,7,3,25.16315816591728,24.529366887503695,24.529366887503695,0.0,0.0
28,7,4,25.053199917993147,24.4884786512745,24.4884786512745,0.0,0.0
29,8,1,22.889032880712463,24.446417769656144,24.446417769656144,0.0,0.0
30,8,2,24.910555154857953,24.380162509435735,24.380162509435735,0.0,0.0
31,8,3,26.073412596226696,24.410566715900806,24.410566715900806,0.0,0.0
32,8,4,24.275831309019026,24.3861051545334,24.3861051545334,0.0,0.0
33,9,1,25.645978688615884,24.462484133275552,24.462484133275552,0.0,0.0
34,9,2,24.767447798352983,24.55817025625563,24.55817025625563,0.0,0.0
35,9,3,26.44708837022665,24.595047316570327,24.595047316570327,0.0,0.0
36,9,4,24.854593754071107,24.50221062084465,24.50221062084465,0.0,0.0
37,10,1,23.930418354171902,24.61192817235599,24.61192817235599,0.0,0.0
38,10,2,26.01866655056898,24.594802500769926,24.594802500769926,0.0,0.0
39,10,3,21.771228918256604,24.660574624239338,24.660574624239338,0.0,0.0
40,10,4,25.439883926935853,24.618746775762357,24.618746775762357,0.0,0.0
41,11,1,25.92037558214792,24.671954964956914,24.671954964956914,0.0,0.0
42,11,2,23.908844493127848,24.61862410362019,24.61862410362019,0.0,0.0
43,11,3,25.25902715035379,24.65677697172982,24.65677697172982,0.0,0.0
44,11,4,25.527007623843062,24.64672149106026,24.64672149106026,0.0,0.0
45,12,1,22.837422364436645,24.711766990174564,24.711766990174564,0.0,0.0
46,12,2,25.95505129424123,24.61718599349953,24.61718599349953,0.0,0.0
47,12,3,24.2545186061574,24.608350907670378,24.608350907670378,0.0,0.0
48,12,4,22.37348166464183,24.670901620292096,24.670901620292096,0.0,0.0
49,13,1,22.32069544205432,24.72761409305123,24.72761409305123,0.0,0.0
50,13,2,27.12014935120641,24.737094842000545,24.737094842000545,0.0,0.0
51,13,3,25.178923927599058,24.760179447703777,24.760179447703777,0.0,0.0
