date,time,y,eta,level,slope,seasonal
1961-01-01,1,25.47816140196259,25.092585624528084,25.092585624528084,0.0,0.0
1961-02-01,2,28.196545240360656,24.99674192695774,24.99674192695774,0.0,0.0
1961-03-01,3,24.30189500767565,24.807118878063488,24.807118878063488,0.0,0.0
1961-04-01,4,24.57986921030974,24.873627018672654,24.873627018672654,0.0,0.0
1961-05-01,5,26.453810427088868,24.816343684835616,24.816343684835616,0.0,0.0
1961-06-01,6,27.077152122440314,24.811712807079946,24.811712807079946,0.0,0.0
1961-07-01,7,24.35133703993978,24.83113729429883,24.83113729429883,0.0,0.0
1961-08-01,8,26.70525935994387,25.1151899097165,25.1151899097165,0.0,0.0
1961-09-01,9,23.82771437558368,25.14201653586213,25.14201653586213,0.0,0.0
1961-10-01,10,22.48640109061383,25.078115135079038,25.078115135079038,0.0,0.0
1961-11-01,11,26.732985352094293,25.237143453635777,25.237143453635777,0.0,0.0
1961-12-01,12,27.420902848460813,25.270557295238994,25.270557295238994,0.0,0.0
1962-01-01,13,31.192599549797798,25.504585202181683,25.504585202181683,0.0,0.0
1962-02-01,14,26.010319496753052,25.50020845079456,25.50020845079456,0.0,0.0
1962-03-01,15,24.79071289023821,25.466713252884283,25.466713252884283,0.0,0.0
1962-04-01,16,25.504252737899694,25.496504587157684,25.496504587157684,0.0,0.0
1962-05-01,17,26.464037763241794,25.49464681147384,25.49464681147384,0.0,0.0
1962-06-01,18,27.19421875721367,25.622593691814807,25.622593691814807,0.0,0.0
1962-07-01,19,27.115139712187197,25.627288380354646,25.627288380354646,0.0,0.0
1962-08-01,20,26.397267743269186,25.58363328849998,25.58363328849998,0.0,0.0
1962-09-01,21,25.851797478167292,25.446515081670032,25.446515081670032,0.0,0.0
1962-10-01,22,25.02954135429155,25.43698354719294,25.43698354719294,0.0,0.0
1962-11-01,23,25.308568307479938,25.468249999772134,25.468249999772134,0.0,0.0
1962-12-01,24,26.80740142673509,25.55020338952896,25.55020338952896,0.0,0.0
1963-01-01,25,25.632998685779842,25.538569076077227,25.538569076077227,0.0,0.0
1963-02-01,26,27.104535861264818,25.652551120566308,25.652551120566308,0.0,0.0
1963-03-01,27,26.38895187807464,25.650980450372863,25.650980450372863,0.0,0.0
1963-04-01,28,25.605747749968682,25.648433687789215,25.648433687789215,0.0,0.0
1963-05-01,29,24.642037514954225,25.575010632884236,25.575010632884236,0.0,0.0
1963-06-01,30,26.600561103728843,25.609853442343738,25.609853442343738,0.0,0.0
1963-07-01,31,27.372413641466185,25.368395423062616,25.368395423062616,0.0,0.0
1963-08-01,32,24.73628896088606,25.323072222886324,25.323072222886324,0.0,0.0
1963-09-01,33,26.497696031437115,25.40026642040795,25.40026642040795,0.0,0.0
1963-10-01,34,26.35801555443882,25.404730729641155,25.404730729641155,0.0,0.0
1963-11-01,35,24.98180184369816,25.448622986584002,25.448622986584002,0.0,0.0
1963-12-01,36,24.697451638026056,25.48241978660771,25.48241978660771,0.0,0.0
1964-01-01,37,27.27453289822227,25.325573533303753,25.325573533303753,0.0,0.0
1964-02-01,38,33.14681834292689,25.48154914523949,25.48154914523949,0.0,0.0
1964-03-01,39,24.723205146234545,25.696491669608786,25.696491669608786,0.0,0.0
1964-04-01,40,25.894273858913714,25.656609677556524,25.656609677556524,0.0,0.0
1964-05-01,41,26.697939109830763,25.671536480229936,25.671536480229936,0.0,0.0
1964-06-01,42,24.717783848601087,25.858721159109415,25.858721159109415,0.0,0.0
1964-07-01,43,26.111599120387453,26.147252275051322,26.147252275051322,0.0,0.0
1964-08-01,44,26.561324982438137,26.188068223959405,26.188068223959405,0.0,0.0
1964-09-01,45,31.233344451123507,26.19172487436162,26.19172487436162,0.0,0.0
1964-10-01,46,27.76817906538816,26.11209244462116,26.11209244462116,0.0,0.0
1964-11-01,47,27.247361998610085,26.063946697397242,26.063946697397242,0.0,0.0
1964-12-01,48,27.122025617080922,25.88903662916567,25.88903662916567,0.0,0.0
1965-01-01,49,26.603034116812886,25.87886674195008,25.87886674195008,0.0,0.0
