parameter,mean,sd,lower,median,upper
alpha0,19.005492233383883,0.39461851010044263,18.45611946400628,18.98453764450209,19.732283413742472
beta0,0.0012624322555881164,0.0019788627197076343,-0.0017745641779111712,0.0011664986236697194,0.004481749311025986
initial.level,19.005492233383883,0.39461851010044263,18.45611946400628,18.98453764450209,19.732283413742472
initial.slope,0.0012624322555881164,0.0019788627197076343,-0.0017745641779111712,0.0011664986236697194,0.004481749311025986
model_index,14.148,2.3565233724301606,10.0,14.0,17.0
q_level,0.0031453273578520395,0.001852179310930951,0.0009217479470166587,0.002761776204321895,0.006496856830958571
q_season,0.00032670176947652133,0.000654497285050416,0.0,0.0,0.0016594095306764957
q_trend,4.449111990576307e-09,1.0131797375687563e-08,0.0,0.0,2.1836288348024606e-08
s_level,0.0001008351908884384,0.05613929489206535,-0.07255879912019964,0.02185018360784575,0.07412037398155788
s_season,-0.0009584199758835583,0.01806754196817853,-0.03615370457173839,0.0,0.03278845326309811
s_trend,3.4355806591922214e-06,6.667984087014175e-05,-0.0001070788922907903,-0.0,0.00012982991207427213
sd.level,0.05385549120988274,0.015665383265659423,0.030360175451206062,0.05255260369686987,0.08060298684823929
sd.seasonal,0.009758454542282486,0.01522951774825508,0.0,0.0,0.04073574460766063
sd.slope,3.699967290661464e-05,5.555455708585791e-05,0.0,0.0,0.000147769409855203
sigma,2.6316691360148403,0.04821025766139556,2.55301548992292,2.6226774240699267,2.7193337805546003
sigma2,6.928002021938987,0.2546236678926279,6.517888091786366,6.878436870726066,7.394776644139075
signed_sd.level,0.0001008351908884384,0.05613929489206535,-0.07255879912019964,0.02185018360784575,0.07412037398155788
signed_sd.seasonal,-0.0009584199758835583,0.01806754196817853,-0.03615370457173839,0.0,0.03278845326309811
signed_sd.slope,3.4355806591922214e-06,6.667984087014175e-05,-0.0001070788922907903,-0.0,0.00012982991207427213
state_level,2.0,0.0,2.0,2.0,2.0
state_season,1.38,0.48587255971970383,1.0,1.0,2.0
state_trend,1.256,0.7507271024578303,0.0,1.0,2.0
xi,-0.28014200815789086,0.012441383045870627,-0.3016230820247343,-0.27840884256962556,-0.2617629809797458
